block_key	block_id	chrom	start	end	length_bp	n_positions	n_variant_alleles	n_scored	n_missing_avi	avi_max	avi_top10_mean	avi_top1_count	avi_top1_fraction	avi_top1_per_kb	avi_top1_mean	avi_mean	chr	block	block_length	n_haplotypes	n_clusters	max_cluster_size	singleton_count	dominance	shannon_entropy
chr3:14367504-14409660	chr3_14367504_14409660	chr3	14367504.0	14409660.0	42156.0	42156.0	126468.0	126468.0	0.0	37.58425	33.842514	1262.0	0.0099788089	29.936427	22.370634	4.7858849	chr3	chr3_14367504-14409660	42156	5096	724	2076	450	0.407378	5.41599
chr3:143700339-143709895	chr3_143700339_143709895	chr3	143700339.0	143709895.0	9556.0	9556.0	28668.0	28668.0	0.0	24.09142	19.851917	3.0	0.0001046463	0.31393889	22.202933	3.9220753	chr3	chr3_143700339-143709895	9556	5096	62	4613	35	0.90522	0.744201
chr3:143709895-143723932	chr3_143709895_143723932	chr3	143709895.0	143723932.0	14037.0	14037.0	42111.0	42111.0	0.0	21.47444	20.757185	11.0	0.00026121441	0.78364323	20.71296	4.0608451	chr3	chr3_143709895-143723932	14037	5096	4	2248	0	0.44113	1.64227
chr3:143723932-143778788	chr3_143723932_143778788	chr3	143723932.0	143778788.0	54856.0	54856.0	164568.0	164568.0	0.0	29.52284	29.084934	457.0	0.0027769676	8.3309027	21.802755	4.690125	chr3	chr3_143723932-143778788	54856	5096	186	2935	128	0.575942	2.24357
chr3:143778788-143792005	chr3_143778788_143792005	chr3	143778788.0	143792005.0	13217.0	13217.0	39651.0	39651.0	0.0	25.17686	22.484321	29.0	0.0007313813	2.1941439	21.115062	4.3717789	chr3	chr3_143778788-143792005	13217	5096	3	3263	1	0.640306	0.944839
chr3:143792005-143814895	chr3_143792005_143814895	chr3	143792005.0	143814895.0	22890.0	22890.0	68670.0	68670.0	0.0	51.40129	44.005971	557.0	0.0081112567	24.33377	25.1672	4.9000816	chr3	chr3_143792005-143814895	22890	5096	7	3700	2	0.72606	1.1264
chr3:143814895-143867598	chr3_143814895_143867598	chr3	143814895.0	143867598.0	52703.0	52703.0	158109.0	158109.0	0.0	52.54304	49.552501	1250.0	0.0079059383	23.717815	24.201395	4.5491709	chr3	chr3_143814895-143867598	52703	5096	14	4592	9	0.901099	0.564843
chr3:143867598-143951289	chr3_143867598_143951289	chr3	143867598.0	143951289.0	83691.0	83691.0	251073.0	251073.0	0.0	25.22009	24.619567	308.0	0.0012267349	3.6802046	21.539629	3.9218399	chr3	chr3_143867598-143951289	83691	5096	70	1699	49	0.333399	2.4738
chr3:143951289-144119175	chr3_143951289_144119175	chr3	143951289.0	144119175.0	167886.0	167886.0	503658.0	503658.0	0.0	47.41815	44.732558	3800.0	0.0075448022	22.634407	25.069181	4.6158999	chr3	chr3_143951289-144119175	167886	5096	842	1947	635	0.382064	4.24014
chr3:14409660-14441151	chr3_14409660_14441151	chr3	14409660.0	14441151.0	31491.0	31491.0	94473.0	94473.0	0.0	33.62703	32.165015	854.0	0.0090396198	27.118859	22.15826	5.4362413	chr3	chr3_14409660-14441151	31491	5096	628	1878	434	0.368524	4.27623
chr3:144119175-144254890	chr3_144119175_144254890	chr3	144119175.0	144254890.0	135715.0	135715.0	407145.0	407145.0	0.0	23.86042	23.677396	503.0	0.0012354321	3.7062963	21.210208	3.8195948	chr3	chr3_144119175-144254890	135715	5096	208	2076	137	0.407378	3.12802
chr3:144254890-144380129	chr3_144254890_144380129	chr3	144254890.0	144380129.0	125239.0	125239.0	375717.0	375717.0	0.0	24.11798	23.354905	284.0	0.00075588808	2.2676642	21.047114	3.703101	chr3	chr3_144254890-144380129	125239	5096	388	2228	257	0.437206	3.77522
chr3:144380129-144449743	chr3_144380129_144449743	chr3	144380129.0	144449743.0	69614.0	69614.0	208842.0	208842.0	0.0	22.97884	22.018736	108.0	0.00051713736	1.5514121	20.664608	3.6054227	chr3	chr3_144380129-144449743	69614	5096	29	2615	11	0.513148	1.80005
chr3:14441151-14483519	chr3_14441151_14483519	chr3	14441151.0	14483519.0	42368.0	42368.0	127104.0	127104.0	0.0	54.87389	51.576708	5249.0	0.041296891	123.89067	25.658965	5.5852101	chr3	chr3_14441151-14483519	42368	5096	86	2142	54	0.42033	2.4119
chr3:144449743-144570372	chr3_144449743_144570372	chr3	144449743.0	144570372.0	120629.0	120629.0	361887.0	361887.0	0.0	23.71722	22.911684	251.0	0.00069358667	2.08076	20.992839	3.5873656	chr3	chr3_144449743-144570372	120629	5096	356	2028	237	0.397959	3.89805
chr3:144570372-144689973	chr3_144570372_144689973	chr3	144570372.0	144689973.0	119601.0	119601.0	358803.0	358803.0	0.0	22.2145	21.683529	77.0	0.00021460244	0.64380733	20.645986	3.1195628	chr3	chr3_144570372-144689973	119601	5096	92	2132	64	0.418367	2.30984
chr3:144689973-144780412	chr3_144689973_144780412	chr3	144689973.0	144780412.0	90439.0	90439.0	271317.0	271317.0	0.0	22.89606	22.201552	93.0	0.00034277248	1.0283174	20.936274	2.9967394	chr3	chr3_144689973-144780412	90439	5096	238	2920	129	0.572998	3.11741
chr3:144780412-144924120	chr3_144780412_144924120	chr3	144780412.0	144924120.0	143708.0	143708.0	431124.0	431124.0	0.0	23.04464	21.260589	25.0	5.7987957e-05	0.17396387	20.762356	3.0384629	chr3	chr3_144780412-144924120	143708	5096	396	2290	267	0.449372	3.56828
chr3:14483519-14489797	chr3_14483519_14489797	chr3	14483519.0	14489797.0	6278.0	6278.0	18834.0	18834.0	0.0	41.77523	37.07973	469.0	0.024901773	74.70532	22.583505	5.985184	chr3	chr3_14483519-14489797	6278	5096	24	3749	7	0.735675	1.22724
chr3:14489797-14541687	chr3_14489797_14541687	chr3	14489797.0	14541687.0	51890.0	51890.0	155670.0	155670.0	0.0	57.94824	52.713039	5963.0	0.03830539	114.91617	25.155581	5.2921092	chr3	chr3_14489797-14541687	51890	5096	359	2265	245	0.444466	3.30794
chr3:144924120-144991167	chr3_144924120_144991167	chr3	144924120.0	144991167.0	67047.0	67047.0	201141.0	201141.0	0.0	21.94533	21.179667	28.0	0.00013920583	0.41761749	20.756444	2.9753165	chr3	chr3_144924120-144991167	67047	5096	10	2857	4	0.560636	1.10816
chr3:144991167-145167559	chr3_144991167_145167559	chr3	144991167.0	145167559.0	176392.0	176392.0	529176.0	529176.0	0.0	22.94066	22.312985	70.0	0.00013228113	0.39684339	20.940286	2.8707636	chr3	chr3_144991167-145167559	176392	5096	986	2076	749	0.407378	5.085
chr3:145167559-145220668	chr3_145167559_145220668	chr3	145167559.0	145220668.0	53109.0	53109.0	159327.0	159327.0	0.0	23.1686	22.0544	48.0	0.00030126721	0.90380162	20.77129	3.1452983	chr3	chr3_145167559-145220668	53109	5096	114	3187	71	0.625392	2.0028
chr3:145220668-145235118	chr3_145220668_145235118	chr3	145220668.0	145235118.0	14450.0	14450.0	43350.0	43350.0	0.0	21.59521	20.622	9.0	0.00020761246	0.62283737	20.706974	2.8346744	chr3	chr3_145220668-145235118	14450	5096	2	3957	0	0.776491	0.766523
chr3:145235118-145349554	chr3_145235118_145349554	chr3	145235118.0	145349554.0	114436.0	114436.0	343308.0	343308.0	0.0	20.01258	19.515476	1.0	2.9128363e-06	0.0087385089	20.01258	2.9161751	chr3	chr3_145235118-145349554	114436	5096	2	4727	0	0.92759	0.374853
chr3:145349554-145455541	chr3_145349554_145455541	chr3	145349554.0	145455541.0	105987.0	105987.0	317961.0	317961.0	0.0	23.49094	20.956421	10.0	3.1450398e-05	0.094351194	20.956421	2.8035172	chr3	chr3_145349554-145455541	105987	5096	4	2353	0	0.461735	1.4489
chr3:14541687-14585382	chr3_14541687_14585382	chr3	14541687.0	14585382.0	43695.0	43695.0	131085.0	131085.0	0.0	51.03573	36.528385	519.0	0.0039592631	11.877789	22.460077	4.1719691	chr3	chr3_14541687-14585382	43695	5096	624	533	385	0.104592	6.11981
chr3:145455541-145569505	chr3_145455541_145569505	chr3	145455541.0	145569505.0	113964.0	113964.0	341892.0	341892.0	0.0	22.71125	22.305425	96.0	0.00028079043	0.84237128	20.92689	3.0379081	chr3	chr3_145455541-145569505	113964	5096	147	1839	97	0.360871	2.50705
chr3:145569505-145637760	chr3_145569505_145637760	chr3	145569505.0	145637760.0	68255.0	68255.0	204765.0	204765.0	0.0	20.53159	19.710154	4.0	1.9534588e-05	0.058603765	20.260005	2.8472513	chr3	chr3_145569505-145637760	68255	5096	60	1625	39	0.318878	2.41101
chr3:145637760-145703997	chr3_145637760_145703997	chr3	145637760.0	145703997.0	66237.0	66237.0	198711.0	198711.0	0.0	24.06181	23.330632	213.0	0.0010719084	3.2157253	20.964795	3.3317968	chr3	chr3_145637760-145703997	66237	5096	139	2415	71	0.473901	2.9782
chr3:1456953-1486064	chr3_1456953_1486064	chr3	1456953.0	1486064.0	29111.0	29111.0	87333.0	87333.0	0.0	22.18553	21.661962	45.0	0.00051526914	1.5458074	21.089583	3.0457692	chr3	chr3_1456953-1486064	29111	5096	7	2503	1	0.49117	1.31618
chr3:145703997-145730094	chr3_145703997_145730094	chr3	145703997.0	145730094.0	26097.0	26097.0	78291.0	78291.0	0.0	22.64914	22.058112	34.0	0.00043427725	1.3028317	21.254803	3.2468682	chr3	chr3_145703997-145730094	26097	5096	70	1932	35	0.379121	3.03739
chr3:145730094-145777810	chr3_145730094_145777810	chr3	145730094.0	145777810.0	47716.0	47716.0	143148.0	143148.0	0.0	25.80745	24.940558	78.0	0.0005448906	1.6346718	22.77552	2.9294014	chr3	chr3_145730094-145777810	47716	5096	120	2073	68	0.40679	2.59713
chr3:145777810-145800035	chr3_145777810_145800035	chr3	145777810.0	145800035.0	22225.0	22225.0	66675.0	66675.0	0.0	22.24987	21.186606	14.0	0.00020997375	0.62992126	20.939244	3.1327523	chr3	chr3_145777810-145800035	22225	5096	11	2965	4	0.581829	1.14476
chr3:145800035-145946348	chr3_145800035_145946348	chr3	145800035.0	145946348.0	146313.0	146313.0	438939.0	438939.0	0.0	22.91677	22.392137	123.0	0.00028022117	0.84066351	20.884487	3.2685715	chr3	chr3_145800035-145946348	146313	5096	359	2147	266	0.421311	3.1496
chr3:14585382-14624518	chr3_14585382_14624518	chr3	14585382.0	14624518.0	39136.0	39136.0	117408.0	117408.0	0.0	31.0841	26.583598	350.0	0.0029810575	8.9431725	21.574826	4.1568648	chr3	chr3_14585382-14624518	39136	5096	268	1839	192	0.360871	3.12505
chr3:145946348-146040520	chr3_145946348_146040520	chr3	145946348.0	146040520.0	94172.0	94172.0	282516.0	282516.0	0.0	23.89421	23.44777	161.0	0.00056987923	1.7096377	21.073165	3.3884819	chr3	chr3_145946348-146040520	94172	5096	260	1761	163	0.345565	3.66862
chr3:146040520-146187581	chr3_146040520_146187581	chr3	146040520.0	146187581.0	147061.0	147061.0	441183.0	441183.0	0.0	58.66301	54.293223	6248.0	0.014161924	42.485771	25.713002	5.0419434	chr3	chr3_146040520-146187581	147061	5096	3	2483	0	0.487245	1.18206
chr3:146187581-146194793	chr3_146187581_146194793	chr3	146187581.0	146194793.0	7212.0	7212.0	21636.0	21636.0	0.0	41.14602	34.703183	108.0	0.0049916805	14.975042	25.928606	4.1912158	chr3	chr3_146187581-146194793	7212	5096	38	1427	18	0.280024	2.91052
chr3:146194793-146341364	chr3_146194793_146341364	chr3	146194793.0	146341364.0	146571.0	146571.0	439713.0	439713.0	0.0	62.76269	51.445407	2001.0	0.0045506956	13.652087	25.002094	4.0854198	chr3	chr3_146194793-146341364	146571	5096	179	1910	127	0.374804	2.82909
chr3:14624518-14686155	chr3_14624518_14686155	chr3	14624518.0	14686155.0	61637.0	61637.0	184911.0	184911.0	0.0	57.8933	51.871478	3364.0	0.018192536	54.577608	25.35049	4.6712474	chr3	chr3_14624518-14686155	61637	5096	6	1837	1	0.360479	1.95438
chr3:146341364-146512927	chr3_146341364_146512927	chr3	146341364.0	146512927.0	171563.0	171563.0	514689.0	514689.0	0.0	49.9165	44.803313	1662.0	0.0032291345	9.6874035	23.583258	4.1670243	chr3	chr3_146341364-146512927	171563	5096	172	1916	116	0.375981	2.4067
chr3:146512927-146523183	chr3_146512927_146523183	chr3	146512927.0	146523183.0	10256.0	10256.0	30768.0	30768.0	0.0	52.9803	46.303102	1188.0	0.038611544	115.83463	26.1232	6.0557673	chr3	chr3_146512927-146523183	10256	5096	22	3138	10	0.615777	2.01564
chr3:146523183-146564499	chr3_146523183_146564499	chr3	146523183.0	146564499.0	41316.0	41316.0	123948.0	123948.0	0.0	59.73381	43.630334	631.0	0.0050908445	15.272534	25.061231	4.6299137	chr3	chr3_146523183-146564499	41316	5096	115	3396	66	0.666405	2.04597
chr3:146564499-146627146	chr3_146564499_146627146	chr3	146564499.0	146627146.0	62647.0	62647.0	187941.0	187941.0	0.0	50.86854	44.642877	2398.0	0.012759323	38.27797	24.062195	4.1658484	chr3	chr3_146564499-146627146	62647	5096	85	2293	44	0.449961	2.43472
chr3:146627146-146683358	chr3_146627146_146683358	chr3	146627146.0	146683358.0	56212.0	56212.0	168636.0	168636.0	0.0	26.87415	26.746374	571.0	0.0033859911	10.157973	21.5565	3.7066111	chr3	chr3_146627146-146683358	56212	5096	33	3275	17	0.642661	1.4098
chr3:146683358-146794966	chr3_146683358_146794966	chr3	146683358.0	146794966.0	111608.0	111608.0	334824.0	334824.0	0.0	25.40092	24.965932	717.0	0.0021414236	6.4242707	21.377695	3.6020146	chr3	chr3_146683358-146794966	111608	5096	395	780	235	0.153061	5.07778
chr3:146794966-146898018	chr3_146794966_146898018	chr3	146794966.0	146898018.0	103052.0	103052.0	309156.0	309156.0	0.0	24.78541	24.649446	1311.0	0.0042405776	12.721733	21.204453	3.9150769	chr3	chr3_146794966-146898018	103052	5096	291	3646	189	0.715463	2.45069
chr3:14686155-14742833	chr3_14686155_14742833	chr3	14686155.0	14742833.0	56678.0	56678.0	170034.0	170034.0	0.0	48.56417	43.561483	1606.0	0.0094451698	28.335509	24.705769	4.6744242	chr3	chr3_14686155-14742833	56678	5096	25	1896	10	0.372057	2.17788
chr3:146898018-146922322	chr3_146898018_146922322	chr3	146898018.0	146922322.0	24304.0	24304.0	72912.0	72912.0	0.0	22.53858	20.586086	8.0	0.00010972131	0.32916392	20.786121	3.5222944	chr3	chr3_146898018-146922322	24304	5096	38	2593	13	0.50883	2.44254
chr3:146922322-147008337	chr3_146922322_147008337	chr3	146922322.0	147008337.0	86015.0	86015.0	258045.0	258045.0	0.0	24.43962	24.159316	879.0	0.0034063826	10.219148	21.359957	3.4834971	chr3	chr3_146922322-147008337	86015	5096	89	2135	50	0.418956	2.85027
chr3:147008337-147120142	chr3_147008337_147120142	chr3	147008337.0	147120142.0	111805.0	111805.0	335415.0	335415.0	0.0	24.85036	24.279361	509.0	0.0015175231	4.5525692	21.326628	3.566128	chr3	chr3_147008337-147120142	111805	5096	257	983	145	0.192896	4.04869
chr3:147120142-147252172	chr3_147120142_147252172	chr3	147120142.0	147252172.0	132030.0	132030.0	396090.0	396090.0	0.0	25.14004	24.807624	1067.0	0.0026938322	8.0814966	21.144169	4.063073	chr3	chr3_147120142-147252172	132030	5096	268	2052	179	0.402669	3.48226
chr3:147252172-147372048	chr3_147252172_147372048	chr3	147252172.0	147372048.0	119876.0	119876.0	359628.0	359628.0	0.0	27.23178	26.108979	2692.0	0.0074855128	22.456538	21.209481	4.4283266	chr3	chr3_147252172-147372048	119876	5096	50	1948	24	0.382261	2.34534
chr3:147372048-147507766	chr3_147372048_147507766	chr3	147372048.0	147507766.0	135718.0	135718.0	407154.0	407154.0	0.0	56.20118	48.847543	11469.0	0.028168703	84.506108	23.253953	5.9711173	chr3	chr3_147372048-147507766	135718	5096	35	2998	13	0.588305	1.864
chr3:14742833-14776271	chr3_14742833_14776271	chr3	14742833.0	14776271.0	33438.0	33438.0	100314.0	100314.0	0.0	48.16478	41.367912	1129.0	0.01125466	33.763981	25.219666	4.4969968	chr3	chr3_14742833-14776271	33438	5096	1190	948	731	0.186028	7.70641
chr3:147507766-147551259	chr3_147507766_147551259	chr3	147507766.0	147551259.0	43493.0	43493.0	130479.0	130479.0	0.0	24.87414	24.335055	305.0	0.0023375409	7.0126227	21.190843	3.8328992	chr3	chr3_147507766-147551259	43493	5096	150	2167	78	0.425235	3.5221
chr3:147551259-147644380	chr3_147551259_147644380	chr3	147551259.0	147644380.0	93121.0	93121.0	279363.0	279363.0	0.0	24.83258	24.773434	736.0	0.0026345651	7.9036952	21.179586	3.8343679	chr3	chr3_147551259-147644380	93121	5096	291	1735	166	0.340463	4.11504
chr3:147644380-147691966	chr3_147644380_147691966	chr3	147644380.0	147691966.0	47586.0	47586.0	142758.0	142758.0	0.0	23.53722	23.26525	743.0	0.005204612	15.613836	21.108875	4.1705105	chr3	chr3_147644380-147691966	47586	5096	673	2278	455	0.447017	4.87507
chr3:147691966-147705634	chr3_147691966_147705634	chr3	147691966.0	147705634.0	13668.0	13668.0	41004.0	41004.0	0.0	25.14004	24.541812	379.0	0.0092430007	27.729002	21.29724	3.7776997	chr3	chr3_147691966-147705634	13668	5096	9	2097	2	0.411499	1.90132
chr3:147705634-147776725	chr3_147705634_147776725	chr3	147705634.0	147776725.0	71091.0	71091.0	213273.0	213273.0	0.0	24.48037	24.014875	714.0	0.0033478218	10.043465	21.190838	4.1852113	chr3	chr3_147705634-147776725	71091	5096	13	3606	9	0.707614	0.903362
chr3:14776271-14808160	chr3_14776271_14808160	chr3	14776271.0	14808160.0	31889.0	31889.0	95667.0	95667.0	0.0	25.8917	24.848582	781.0	0.0081637346	24.491204	21.535912	4.213669	chr3	chr3_14776271-14808160	31889	5096	10	2474	3	0.485479	1.76082
chr3:147776725-147896879	chr3_147776725_147896879	chr3	147776725.0	147896879.0	120154.0	120154.0	360462.0	360462.0	0.0	24.66686	23.428115	681.0	0.0018892421	5.6677264	21.121876	3.4757433	chr3	chr3_147776725-147896879	120154	5096	332	2988	224	0.586342	2.822
chr3:147896879-147982859	chr3_147896879_147982859	chr3	147896879.0	147982859.0	85980.0	85980.0	257940.0	257940.0	0.0	36.38647	31.413518	1870.0	0.007249748	21.749244	21.496679	4.1198888	chr3	chr3_147896879-147982859	85980	5096	949	2136	641	0.419152	5.67239
chr3:147982859-148076215	chr3_147982859_148076215	chr3	147982859.0	148076215.0	93356.0	93356.0	280068.0	280068.0	0.0	25.64613	24.957241	1655.0	0.0059092792	17.727838	21.220011	3.9999824	chr3	chr3_147982859-148076215	93356	5096	302	3274	192	0.642465	2.82937
chr3:148076215-148231475	chr3_148076215_148231475	chr3	148076215.0	148231475.0	155260.0	155260.0	465780.0	465780.0	0.0	25.5866	25.376345	3092.0	0.0066383271	19.914981	21.372691	4.328179	chr3	chr3_148076215-148231475	155260	5096	720	1182	550	0.231947	4.73848
chr3:14808160-14884696	chr3_14808160_14884696	chr3	14808160.0	14884696.0	76536.0	76536.0	229608.0	229608.0	0.0	53.53332	46.087518	3670.0	0.015983764	47.951291	24.150724	5.049458	chr3	chr3_14808160-14884696	76536	5096	290	2458	187	0.482339	3.34838
chr3:148231475-148271837	chr3_148231475_148271837	chr3	148231475.0	148271837.0	40362.0	40362.0	121086.0	121086.0	0.0	23.78117	23.422116	611.0	0.0050460004	15.138001	21.028306	4.0906581	chr3	chr3_148231475-148271837	40362	5096	287	1045	153	0.205063	4.63401
chr3:148271837-148470843	chr3_148271837_148470843	chr3	148271837.0	148470843.0	199006.0	199006.0	597018.0	597018.0	0.0	26.13355	26.073402	1412.0	0.0023650878	7.0952635	21.316901	4.0554071	chr3	chr3_148271837-148470843	199006	5096	368	2451	230	0.480965	3.73388
chr3:148470843-148540311	chr3_148470843_148540311	chr3	148470843.0	148540311.0	69468.0	69468.0	208404.0	208404.0	0.0	23.24524	22.306868	98.0	0.00047024049	1.4107215	20.802146	3.6919865	chr3	chr3_148470843-148540311	69468	5096	3	5088	1	0.99843	0.0177398
chr3:148540311-148601446	chr3_148540311_148601446	chr3	148540311.0	148601446.0	61135.0	61135.0	183405.0	183405.0	0.0	22.87722	22.41022	109.0	0.00059431313	1.7829394	20.936623	3.4195662	chr3	chr3_148540311-148601446	61135	5096	2	3817	0	0.749019	0.81283
chr3:148601446-148627229	chr3_148601446_148627229	chr3	148601446.0	148627229.0	25783.0	25783.0	77349.0	77349.0	0.0	24.37544	24.116129	139.0	0.0017970497	5.3911492	21.358511	4.075408	chr3	chr3_148601446-148627229	25783	5096	37	2758	16	0.541209	1.45907
chr3:1486064-1552969	chr3_1486064_1552969	chr3	1486064.0	1552969.0	66905.0	66905.0	200715.0	200715.0	0.0	23.44338	22.154121	50.0	0.00024910943	0.7473283	21.097671	2.913599	chr3	chr3_1486064-1552969	66905	5096	735	1212	480	0.237834	5.76736
chr3:148627229-148637197	chr3_148627229_148637197	chr3	148627229.0	148637197.0	9968.0	9968.0	29904.0	29904.0	0.0	21.64487	20.977384	31.0	0.0010366506	3.1099518	20.636745	4.1127025	chr3	chr3_148627229-148637197	9968	5096	69	3199	37	0.627747	1.63629
chr3:148637197-148657916	chr3_148637197_148657916	chr3	148637197.0	148657916.0	20719.0	20719.0	62157.0	62157.0	0.0	24.25931	23.670839	151.0	0.0024293322	7.2879965	21.194705	4.587132	chr3	chr3_148637197-148657916	20719	5096	7	2997	0	0.588108	1.49494
chr3:148657916-148730631	chr3_148657916_148730631	chr3	148657916.0	148730631.0	72715.0	72715.0	218145.0	218145.0	0.0	35.58314	35.105857	622.0	0.0028513145	8.5539435	22.795747	4.3393829	chr3	chr3_148657916-148730631	72715	5096	135	2695	89	0.528846	2.19555
chr3:148730631-148813558	chr3_148730631_148813558	chr3	148730631.0	148813558.0	82927.0	82927.0	248781.0	248781.0	0.0	44.16621	40.935297	2418.0	0.0097193918	29.158175	24.504485	4.6091866	chr3	chr3_148730631-148813558	82927	5096	162	3090	95	0.606358	2.29498
chr3:148813558-148835377	chr3_148813558_148835377	chr3	148813558.0	148835377.0	21819.0	21819.0	65457.0	65457.0	0.0	48.76581	39.54334	727.0	0.011106528	33.319584	23.400575	6.0045126	chr3	chr3_148813558-148835377	21819	5096	75	1682	35	0.330063	2.68886
chr3:148835377-148850664	chr3_148835377_148850664	chr3	148835377.0	148850664.0	15287.0	15287.0	45861.0	45861.0	0.0	54.55865	48.911048	1692.0	0.036894093	110.68228	26.215639	6.4342585	chr3	chr3_148835377-148850664	15287	5096	84	1411	35	0.276884	3.02431
chr3:14884696-14917038	chr3_14884696_14917038	chr3	14884696.0	14917038.0	32342.0	32342.0	97026.0	97026.0	0.0	48.98059	46.593657	1282.0	0.013212953	39.63886	25.285929	4.8609733	chr3	chr3_14884696-14917038	32342	5096	8	3477	4	0.6823	1.22096
chr3:148850664-148918723	chr3_148850664_148918723	chr3	148850664.0	148918723.0	68059.0	68059.0	204177.0	204177.0	0.0	54.72656	48.243238	3315.0	0.016235913	48.707739	24.82298	5.1135587	chr3	chr3_148850664-148918723	68059	5096	79	2524	51	0.49529	1.87239
chr3:148918723-148981021	chr3_148918723_148981021	chr3	148918723.0	148981021.0	62298.0	62298.0	186894.0	186894.0	0.0	27.41629	26.159038	332.0	0.001776408	5.3292241	21.550455	4.2648654	chr3	chr3_148918723-148981021	62298	5096	840	669	547	0.131279	6.65815
chr3:148981021-149109465	chr3_148981021_149109465	chr3	148981021.0	149109465.0	128444.0	128444.0	385332.0	385332.0	0.0	58.69755	53.916063	9616.0	0.024955104	74.865311	25.436637	5.5472405	chr3	chr3_148981021-149109465	128444	5096	6	1602	1	0.314364	1.95678
chr3:149109465-149195209	chr3_149109465_149195209	chr3	149109465.0	149195209.0	85744.0	85744.0	257232.0	257232.0	0.0	67.32943	58.84082	8053.0	0.031306369	93.919108	25.591131	5.4336857	chr3	chr3_149109465-149195209	85744	5096	348	1340	217	0.262951	4.15576
chr3:14917038-14931473	chr3_14917038_14931473	chr3	14917038.0	14931473.0	14435.0	14435.0	43305.0	43305.0	0.0	59.98177	48.714178	1714.0	0.039579725	118.73918	25.843582	5.1471363	chr3	chr3_14917038-14931473	14435	5096	2	4681	0	0.918564	0.40722
chr3:149195209-149223488	chr3_149195209_149223488	chr3	149195209.0	149223488.0	28279.0	28279.0	84837.0	84837.0	0.0	54.54039	51.212042	3122.0	0.036799981	110.39994	25.560659	5.9466715	chr3	chr3_149195209-149223488	28279	5096	73	3360	35	0.659341	2.02555
chr3:149223488-149270371	chr3_149223488_149270371	chr3	149223488.0	149270371.0	46883.0	46883.0	140649.0	140649.0	0.0	25.12795	24.48194	229.0	0.0016281666	4.8844997	21.464976	4.4208465	chr3	chr3_149223488-149270371	46883	5096	543	2179	361	0.42759	4.52184
chr3:149270371-149288222	chr3_149270371_149288222	chr3	149270371.0	149288222.0	17851.0	17851.0	53553.0	53553.0	0.0	24.6023	24.082711	193.0	0.0036039064	10.811719	21.607962	4.8834916	chr3	chr3_149270371-149288222	17851	5096	79	2605	40	0.511185	2.59619
chr3:149288222-149299559	chr3_149288222_149299559	chr3	149288222.0	149299559.0	11337.0	11337.0	34011.0	34011.0	0.0	21.50902	21.019469	20.0	0.00058804504	1.7641351	20.695001	4.9980146	chr3	chr3_149288222-149299559	11337	5096	6	3077	0	0.603807	1.55799
chr3:149299559-149325344	chr3_149299559_149325344	chr3	149299559.0	149325344.0	25785.0	25785.0	77355.0	77355.0	0.0	50.83526	44.642104	665.0	0.0085967294	25.790188	25.02366	4.5194196	chr3	chr3_149299559-149325344	25785	5096	16	3131	7	0.614403	1.50594
chr3:14931473-15150799	chr3_14931473_15150799	chr3	14931473.0	15150799.0	219326.0	219326.0	657978.0	657978.0	0.0	62.51396	57.224371	11055.0	0.016801474	50.404421	25.350265	4.8833929	chr3	chr3_14931473-15150799	219326	5096	870	775	662	0.15208	5.7771
chr3:149325344-149382853	chr3_149325344_149382853	chr3	149325344.0	149382853.0	57509.0	57509.0	172527.0	172527.0	0.0	53.80335	47.462113	2714.0	0.015730871	47.192613	24.332263	4.9119758	chr3	chr3_149325344-149382853	57509	5096	620	1217	388	0.238815	5.12734
chr3:149382853-149407280	chr3_149382853_149407280	chr3	149382853.0	149407280.0	24427.0	24427.0	73281.0	73281.0	0.0	26.47759	25.283379	547.0	0.0074644178	22.393253	21.628242	4.7327414	chr3	chr3_149382853-149407280	24427	5096	169	2725	87	0.534733	2.9364
chr3:149407280-149434752	chr3_149407280_149434752	chr3	149407280.0	149434752.0	27472.0	27472.0	82416.0	82416.0	0.0	23.73234	22.885057	94.0	0.0011405552	3.4216657	20.89683	4.0702586	chr3	chr3_149407280-149434752	27472	5096	116	1727	63	0.338893	2.82081
chr3:149434752-149463874	chr3_149434752_149463874	chr3	149434752.0	149463874.0	29122.0	29122.0	87366.0	87366.0	0.0	24.46877	23.624804	239.0	0.002735618	8.2068539	21.342034	4.7900546	chr3	chr3_149434752-149463874	29122	5096	329	1118	160	0.219388	5.08672
chr3:149463874-149512566	chr3_149463874_149512566	chr3	149463874.0	149512566.0	48692.0	48692.0	146076.0	146076.0	0.0	49.14864	47.511414	1950.0	0.013349215	40.047646	24.686363	5.0330339	chr3	chr3_149463874-149512566	48692	5096	300	954	200	0.187206	4.21764
chr3:149512566-149535014	chr3_149512566_149535014	chr3	149512566.0	149535014.0	22448.0	22448.0	67344.0	67344.0	0.0	65.53304	50.27163	1188.0	0.01764077	52.922309	25.496593	5.5006969	chr3	chr3_149512566-149535014	22448	5096	236	3410	130	0.669152	2.70527
chr3:149535014-149548943	chr3_149535014_149548943	chr3	149535014.0	149548943.0	13929.0	13929.0	41787.0	41787.0	0.0	64.43038	45.114014	696.0	0.016655898	49.967693	23.930131	5.9375902	chr3	chr3_149535014-149548943	13929	5096	8	4750	3	0.932104	0.375647
