block_id	chrom	start	end	recomb_rate_cm_per_mb
chr6_146792727_146823006	chr6	146792727	146823006	4.04971
chr6_146823006_146922113	chr6	146823006	146922113	1.11484
chr6_146922113_147037057	chr6	146922113	147037057	0.417732
chr6_147037057_147162200	chr6	147037057	147162200	0.623022
chr6_147162200_147395203	chr6	147162200	147395203	0.433474
chr6_147395203_147499526	chr6	147395203	147499526	0.951062
chr6_147499526_147527624	chr6	147499526	147527624	3.61288
chr6_147527624_147551012	chr6	147527624	147551012	3.85804
chr6_147551012_147567791	chr6	147551012	147567791	1.33905
chr6_147567791_147622879	chr6	147567791	147622879	0.9148
chr6_147622879_147666810	chr6	147622879	147666810	1.87522
chr6_147666810_147698950	chr6	147666810	147698950	2.94417
chr6_147698950_147714750	chr6	147698950	147714750	3.01099
chr6_147714750_147775649	chr6	147714750	147775649	0.695436
chr6_147775649_147858147	chr6	147775649	147858147	0.765626
chr6_147858147_147881063	chr6	147858147	147881063	5.29167
chr6_147881063_147888979	chr6	147881063	147888979	1.6472
chr6_147888979_147950474	chr6	147888979	147950474	0.612617
chr6_147950474_147993111	chr6	147950474	147993111	0.74501
chr6_147993111_148077109	chr6	147993111	148077109	0.419007
chr6_148077109_148125206	chr6	148077109	148125206	1.17196
chr6_148125206_148164584	chr6	148125206	148164584	3.22329
chr6_148164584_148189949	chr6	148164584	148189949	3.11631
chr6_148189949_148242266	chr6	148189949	148242266	2.14095
chr6_148242266_148306572	chr6	148242266	148306572	0.781805
chr6_148306572_148362129	chr6	148306572	148362129	1.87025
chr6_148362129_148396470	chr6	148362129	148396470	1.83039
chr6_148396470_148452691	chr6	148396470	148452691	2.2716
chr6_148452691_148469596	chr6	148452691	148469596	6.15119
chr6_148469596_148508169	chr6	148469596	148508169	2.01202
chr6_148508169_148527860	chr6	148508169	148527860	3.64875
chr6_148527860_148538403	chr6	148527860	148538403	3.74623
chr6_148538403_148574837	chr6	148538403	148574837	2.39936
chr6_148574837_148598955	chr6	148574837	148598955	8.18222
chr6_148598955_148642751	chr6	148598955	148642751	2.46046
chr6_148642751_148734141	chr6	148642751	148734141	0.861285
chr6_148734141_148788632	chr6	148734141	148788632	1.60524
chr6_148788632_148800491	chr6	148788632	148800491	7.94406
chr6_148800491_148867608	chr6	148800491	148867608	1.35644
chr6_148867608_148895469	chr6	148867608	148895469	3.14088
chr6_148895469_148921842	chr6	148895469	148921842	6.23724
chr6_148921842_148955331	chr6	148921842	148955331	2.82418
chr6_148955331_148988107	chr6	148955331	148988107	2.05532
chr6_148988107_149034340	chr6	148988107	149034340	0.780119
chr6_149034340_149114111	chr6	149034340	149114111	0.8947
chr6_149114111_149183656	chr6	149114111	149183656	1.13491
chr6_149183656_149231381	chr6	149183656	149231381	1.14669
chr6_149231381_149290096	chr6	149231381	149290096	1.89459
chr6_149290096_149313219	chr6	149290096	149313219	1.51935
chr6_149313219_149432168	chr6	149313219	149432168	0.192304
chr6_149432168_149481043	chr6	149432168	149481043	0.839206
chr6_149481043_149865399	chr6	149481043	149865399	0.220422
chr6_149865399_149931800	chr6	149865399	149931800	1.5366
chr6_149931800_149982574	chr6	149931800	149982574	6.3621
chr6_149982574_150091098	chr6	149982574	150091098	0.872959
chr6_150091098_150129408	chr6	150091098	150129408	1.72188
chr6_150129408_150150127	chr6	150129408	150150127	2.08309
chr6_150150127_150174368	chr6	150150127	150174368	2.70684
chr6_150174368_150204240	chr6	150174368	150204240	5.25188
chr6_150204240_150262108	chr6	150204240	150262108	2.1939
chr6_150262108_150279873	chr6	150262108	150279873	2.14223
chr6_150279873_150291561	chr6	150279873	150291561	2.9912
chr6_150291561_150316341	chr6	150291561	150316341	5.36524
chr6_150316341_150355580	chr6	150316341	150355580	5.20655
chr6_150355580_150400265	chr6	150355580	150400265	1.63968
chr6_150400265_150418409	chr6	150400265	150418409	5.27018
chr6_150418409_150434483	chr6	150418409	150434483	4.7631
chr6_150434483_150451317	chr6	150434483	150451317	1.06545
chr6_150451317_150491380	chr6	150451317	150491380	1.02313
chr6_150491380_150576096	chr6	150491380	150576096	0.777944
chr6_150576096_150599461	chr6	150576096	150599461	2.30903
chr6_150599461_150651600	chr6	150599461	150651600	2.81203
chr6_150651600_150707363	chr6	150651600	150707363	1.38459
chr6_150707363_150797606	chr6	150707363	150797606	2.57432
chr6_150797606_150808171	chr6	150797606	150808171	9.70612
chr6_150808171_150815623	chr6	150808171	150815623	3.43847
chr6_150815623_150858542	chr6	150815623	150858542	3.82893
chr6_150858542_150892463	chr6	150858542	150892463	3.85941
chr6_150892463_150926594	chr6	150892463	150926594	4.46064
chr6_150926594_150944440	chr6	150926594	150944440	4.07977
chr6_150944440_151006599	chr6	150944440	151006599	3.10563
chr6_151006599_151047960	chr6	151006599	151047960	1.94856
chr6_151047960_151108937	chr6	151047960	151108937	1.07306
chr6_151108937_151150792	chr6	151108937	151150792	5.72404
chr6_151150792_151182126	chr6	151150792	151182126	2.78022
chr6_151182126_151220570	chr6	151182126	151220570	2.14155
chr6_151220570_151255270	chr6	151220570	151255270	2.25207
chr6_151255270_151275814	chr6	151255270	151275814	3.09832
chr6_151275814_151311751	chr6	151275814	151311751	4.9967
chr6_151311751_151320652	chr6	151311751	151320652	12.3005
chr6_151320652_151410246	chr6	151320652	151410246	1.66592
chr6_151410246_151511533	chr6	151410246	151511533	0.263276
chr6_151511533_151591518	chr6	151511533	151591518	1.43915
chr6_151591518_151686544	chr6	151591518	151686544	1.57577
chr6_151686544_151730719	chr6	151686544	151730719	0.491852
chr6_151730719_151782657	chr6	151730719	151782657	0.863145
chr6_151782657_151836746	chr6	151782657	151836746	0.640662
chr6_151836746_151879228	chr6	151836746	151879228	2.22741
chr6_151879228_151985869	chr6	151879228	151985869	1.23842
chr6_151985869_152098391	chr6	151985869	152098391	1.27839
chr6_152098391_152131959	chr6	152098391	152131959	1.76327
chr6_152131959_152155817	chr6	152131959	152155817	3.56443
chr6_152155817_152165237	chr6	152155817	152165237	16.8245
chr6_152165237_152170896	chr6	152165237	152170896	12.1158
chr6_152170896_152194123	chr6	152170896	152194123	1.4409
chr6_152194123_152215239	chr6	152194123	152215239	4.84009
chr6_152215239_152279391	chr6	152215239	152279391	0.627235
chr6_152279391_152305554	chr6	152279391	152305554	1.18755
chr6_152305554_152331902	chr6	152305554	152331902	3.98504
chr6_152331902_152379896	chr6	152331902	152379896	1.79379
chr6_152379896_152551574	chr6	152379896	152551574	0.894853
chr6_152551574_152620341	chr6	152551574	152620341	1.4333
chr6_152620341_152745378	chr6	152620341	152745378	0.398844
chr6_152745378_152773422	chr6	152745378	152773422	7.43331
chr6_152773422_152822429	chr6	152773422	152822429	2.78834
chr6_152822429_152984870	chr6	152822429	152984870	0.550257
chr6_152984870_153028311	chr6	152984870	153028311	0.932802
chr6_153028311_153092069	chr6	153028311	153092069	1.24697
chr6_153092069_153183030	chr6	153092069	153183030	0.975719
chr6_153183030_153230519	chr6	153183030	153230519	2.29366
chr6_153230519_153323944	chr6	153230519	153323944	1.83479
chr6_153323944_153379976	chr6	153323944	153379976	3.35651
chr6_153379976_153390857	chr6	153379976	153390857	10.4367
chr6_153390857_153432296	chr6	153390857	153432296	4.16246
chr6_153432296_153503436	chr6	153432296	153503436	0.848893
chr6_153503436_153545771	chr6	153503436	153545771	0.809057
chr6_153545771_153581681	chr6	153545771	153581681	1.46063
chr6_153581681_153661019	chr6	153581681	153661019	0.894615
chr6_153661019_153790566	chr6	153661019	153790566	0.59938
chr6_153790566_153871537	chr6	153790566	153871537	1.34146
chr6_153871537_153923313	chr6	153871537	153923313	0.219432
chr6_153923313_153979702	chr6	153923313	153979702	0.869267
chr6_153979702_154090869	chr6	153979702	154090869	0.421915
chr6_154090869_154142660	chr6	154090869	154142660	3.19767
chr6_154142660_154231073	chr6	154142660	154231073	1.35216
chr6_154231073_154293763	chr6	154231073	154293763	1.7135
chr6_154293763_154342848	chr6	154293763	154342848	1.29742
chr6_154342848_154360500	chr6	154342848	154360500	5.63871
chr6_154360500_154386387	chr6	154360500	154386387	2.66749
chr6_154386387_154414839	chr6	154386387	154414839	3.52523
chr6_154414839_154449396	chr6	154414839	154449396	3.3754
chr6_154449396_154477745	chr6	154449396	154477745	3.29364
chr6_154477745_154485791	chr6	154477745	154485791	15.9815
chr6_154485791_154505225	chr6	154485791	154505225	4.2809
chr6_154505225_154594197	chr6	154505225	154594197	0.796381
chr6_154594197_154655480	chr6	154594197	154655480	1.86095
chr6_154655480_154680276	chr6	154655480	154680276	1.86001
chr6_154680276_154909775	chr6	154680276	154909775	1.12541
chr6_154909775_154930953	chr6	154909775	154930953	3.22836
chr6_154930953_154950818	chr6	154930953	154950818	11.1382
chr6_154950818_154989241	chr6	154950818	154989241	3.04333
chr6_154989241_155016887	chr6	154989241	155016887	7.20666
chr6_155016887_155054855	chr6	155016887	155054855	3.97378
chr6_155054855_155089407	chr6	155054855	155089407	0.97027
chr6_155089407_155164982	chr6	155089407	155164982	1.13985
chr6_155164982_155189909	chr6	155164982	155189909	4.08763
chr6_155189909_155194989	chr6	155189909	155194989	13.9852
chr6_155194989_155226948	chr6	155194989	155226948	3.18166
chr6_155226948_155329361	chr6	155226948	155329361	0.654886
chr6_155329361_155382985	chr6	155329361	155382985	0.475683
chr6_155382985_155420386	chr6	155382985	155420386	2.58561
chr6_155420386_155450116	chr6	155420386	155450116	4.73939
chr6_155450116_155551508	chr6	155450116	155551508	0.512945
chr6_155551508_155579391	chr6	155551508	155579391	0.646413
chr6_155579391_155669789	chr6	155579391	155669789	0.401925
chr6_155669789_155697157	chr6	155669789	155697157	1.70304
chr6_155697157_155783593	chr6	155697157	155783593	1.19313
chr6_155783593_155811196	chr6	155783593	155811196	5.44833
chr6_155811196_155831756	chr6	155811196	155831756	1.47206
chr6_155831756_155868807	chr6	155831756	155868807	1.8712
chr6_155868807_155966493	chr6	155868807	155966493	0.929622
chr6_155966493_156048380	chr6	155966493	156048380	2.15791
chr6_156048380_156067561	chr6	156048380	156067561	2.38445
chr6_156067561_156154485	chr6	156067561	156154485	1.34822
chr6_156154485_156194458	chr6	156154485	156194458	2.1007
chr6_156194458_156255780	chr6	156194458	156255780	1.15227
chr6_156255780_156271432	chr6	156255780	156271432	6.85316
chr6_156271432_156309613	chr6	156271432	156309613	2.33637
chr6_156309613_156401326	chr6	156309613	156401326	1.0263
chr6_156401326_156440204	chr6	156401326	156440204	3.36928
chr6_156440204_156546924	chr6	156440204	156546924	1.69575
chr6_156546924_156595620	chr6	156546924	156595620	1.78389
chr6_156595620_156648161	chr6	156595620	156648161	0.983513
chr6_156648161_156720884	chr6	156648161	156720884	1.50029
chr6_156720884_156810531	chr6	156720884	156810531	1.59916
chr6_156810531_156928508	chr6	156810531	156928508	0.550052
chr6_156928508_157083356	chr6	156928508	157083356	1.4982
chr6_157083356_157096106	chr6	157083356	157096106	3.62221
chr6_157096106_157122929	chr6	157096106	157122929	2.90641
chr6_157122929_157227819	chr6	157122929	157227819	1.7666
chr6_157227819_157353734	chr6	157227819	157353734	1
chr6_157353734_157433578	chr6	157353734	157433578	1
chr6_157433578_157517435	chr6	157433578	157517435	3.17434
chr6_157517435_157586675	chr6	157517435	157586675	1.98018
chr6_157586675_157612268	chr6	157586675	157612268	2.26069
chr6_157612268_157669509	chr6	157612268	157669509	2.04365
chr6_157669509_157695724	chr6	157669509	157695724	1.81898
chr6_157695724_157731614	chr6	157695724	157731614	1.73579
chr6_157731614_157760016	chr6	157731614	157760016	1.40045
chr6_157760016_157772243	chr6	157760016	157772243	11.4225
chr6_157772243_157795548	chr6	157772243	157795548	5.19184
chr6_157795548_157883051	chr6	157795548	157883051	1.17627
chr6_157883051_157978417	chr6	157883051	157978417	0.900993
chr6_157978417_158029566	chr6	157978417	158029566	1.40083
chr6_158029566_158075824	chr6	158029566	158075824	2.06714
chr6_158075824_158203041	chr6	158075824	158203041	0.242871
chr6_158203041_158226967	chr6	158203041	158226967	1.70676
chr6_158226967_158366061	chr6	158226967	158366061	0.792886
chr6_158366061_158442798	chr6	158366061	158442798	0.271827
chr6_158442798_158493793	chr6	158442798	158493793	0.430569
chr6_158493793_158548279	chr6	158493793	158548279	2.04282
chr6_158548279_158556348	chr6	158548279	158556348	0.942517
chr6_158556348_158591778	chr6	158556348	158591778	0.399181
chr6_158591778_158717330	chr6	158591778	158717330	0.757272
chr6_158717330_158760853	chr6	158717330	158760853	1.25715
chr6_158760853_158835972	chr6	158760853	158835972	0.257303
chr6_158835972_158900527	chr6	158835972	158900527	3.0839
chr6_158900527_158903847	chr6	158900527	158903847	11.6902
chr6_158903847_158916099	chr6	158903847	158916099	1.41539
chr6_158916099_159042461	chr6	158916099	159042461	0.468394
chr6_159042461_159066274	chr6	159042461	159066274	1.89166
chr6_159066274_159094238	chr6	159066274	159094238	1.05578
chr6_159094238_159132623	chr6	159094238	159132623	3.87807
chr6_159132623_159183629	chr6	159132623	159183629	1.35426
chr6_159183629_159246929	chr6	159183629	159246929	0.773256
chr6_159246929_159302629	chr6	159246929	159302629	0.238331
chr6_159302629_159372302	chr6	159302629	159372302	0.333011
chr6_159372302_159436267	chr6	159372302	159436267	2.6116
chr6_159436267_159466079	chr6	159436267	159466079	5.24248
chr6_159466079_159530059	chr6	159466079	159530059	2.01704
chr6_159530059_159566016	chr6	159530059	159566016	3.14504
chr6_159566016_159603211	chr6	159566016	159603211	1.58678
chr6_159603211_159644342	chr6	159603211	159644342	0.455977
chr6_159644342_159864668	chr6	159644342	159864668	1.27541
chr6_159864668_160009624	chr6	159864668	160009624	0.449891
chr6_160009624_160044424	chr6	160009624	160044424	3.14483
chr6_160044424_160097494	chr6	160044424	160097494	0.777292
chr6_160097494_160160470	chr6	160097494	160160470	2.83085
chr6_160160470_160204946	chr6	160160470	160204946	1.17391
chr6_160204946_160261186	chr6	160204946	160261186	1.13033
chr6_160261186_160278666	chr6	160261186	160278666	1.24371
chr6_160278666_160349188	chr6	160278666	160349188	0.784836
chr6_160349188_160417329	chr6	160349188	160417329	0.208534
chr6_160417329_160469318	chr6	160417329	160469318	0.291458
chr6_160469318_160558005	chr6	160469318	160558005	0.547075
chr6_160558005_160704599	chr6	160558005	160704599	0.690474
chr6_160704599_160788685	chr6	160704599	160788685	0.781901
chr6_160788685_160862554	chr6	160788685	160862554	0.462762
chr6_160862554_160894289	chr6	160862554	160894289	1.37121
chr6_160894289_160944597	chr6	160894289	160944597	0.961659
chr6_160944597_161129967	chr6	160944597	161129967	1.06647
chr6_161129967_161161503	chr6	161129967	161161503	1.41008
chr6_161161503_161184233	chr6	161161503	161184233	0.626179
chr6_161184233_161220448	chr6	161184233	161220448	1.15864
chr6_161220448_161240387	chr6	161220448	161240387	1.94802
chr6_161240387_161281722	chr6	161240387	161281722	5.97596
chr6_161281722_161302083	chr6	161281722	161302083	5.80055
chr6_161302083_161370159	chr6	161302083	161370159	2.8602
chr6_161370159_161426081	chr6	161370159	161426081	6.04753
chr6_161426081_161438329	chr6	161426081	161438329	6.41223
chr6_161438329_161460090	chr6	161438329	161460090	7.95967
chr6_161460090_161473942	chr6	161460090	161473942	6.51082
chr6_161473942_161493627	chr6	161473942	161493627	1.50209
chr6_161493627_161537722	chr6	161493627	161537722	0.958589
chr6_161537722_161550366	chr6	161537722	161550366	3.3197
chr6_161550366_161621973	chr6	161550366	161621973	1.80364
chr6_161621973_161656315	chr6	161621973	161656315	0.929338
chr6_161656315_161672108	chr6	161656315	161672108	2.63396
chr6_161672108_161706389	chr6	161672108	161706389	2.72956
chr6_161706389_161748922	chr6	161706389	161748922	3.88539
chr6_161748922_161813301	chr6	161748922	161813301	1.74687
chr6_161813301_161833923	chr6	161813301	161833923	7.29262
chr6_161833923_161862917	chr6	161833923	161862917	3.28641
chr6_161862917_161881366	chr6	161862917	161881366	10.0912
chr6_161881366_161898309	chr6	161881366	161898309	9.58861
chr6_161898309_161955950	chr6	161898309	161955950	0.673499
chr6_161955950_162024683	chr6	161955950	162024683	0.490426
chr6_162024683_162054251	chr6	162024683	162054251	1.12057
chr6_162054251_162082116	chr6	162054251	162082116	1.2358
chr6_162082116_162146204	chr6	162082116	162146204	1.76676
chr6_162146204_162184643	chr6	162146204	162184643	3.66743
chr6_162184643_162213256	chr6	162184643	162213256	4.30384
chr6_162213256_162255532	chr6	162213256	162255532	2.04731
chr6_162255532_162301989	chr6	162255532	162301989	1.05854
chr6_162301989_162330737	chr6	162301989	162330737	1.34489
chr6_162330737_162380313	chr6	162330737	162380313	0.693781
chr6_162380313_162414133	chr6	162380313	162414133	0.628285
chr6_162414133_162467488	chr6	162414133	162467488	4.22157
chr6_162467488_162510402	chr6	162467488	162510402	2.48352
chr6_162510402_162549889	chr6	162510402	162549889	1.44539
chr6_162549889_162794580	chr6	162549889	162794580	0.332568
chr6_162794580_162861035	chr6	162794580	162861035	1.29233
chr6_162861035_162912553	chr6	162861035	162912553	1.07347
chr6_162912553_162973791	chr6	162912553	162973791	0.475558
chr6_162973791_163055746	chr6	162973791	163055746	0.359131
chr6_163055746_163122667	chr6	163055746	163122667	0.742162
chr6_163122667_163156437	chr6	163122667	163156437	1.61959
chr6_163156437_163165537	chr6	163156437	163165537	2.02156
chr6_163165537_163197022	chr6	163165537	163197022	2.02292
chr6_163197022_163210626	chr6	163197022	163210626	3.22167
chr6_163210626_163247620	chr6	163210626	163247620	1.83657
chr6_163247620_163262829	chr6	163247620	163262829	3.75358
chr6_163262829_163298587	chr6	163262829	163298587	1.736
chr6_163298587_163312761	chr6	163298587	163312761	13.1377
chr6_163312761_163347750	chr6	163312761	163347750	5.25473
chr6_163347750_163368806	chr6	163347750	163368806	5.058
chr6_163368806_163585985	chr6	163368806	163585985	0.817226
chr6_163585985_163616766	chr6	163585985	163616766	3.03903
chr6_163616766_163639204	chr6	163616766	163639204	1.67687
chr6_163639204_163670137	chr6	163639204	163670137	3.53358
chr6_163670137_163716088	chr6	163670137	163716088	2.71216
chr6_163716088_163761119	chr6	163716088	163761119	1.31481
chr6_163761119_163868188	chr6	163761119	163868188	0.653285
chr6_163868188_163903156	chr6	163868188	163903156	3.62232
chr6_163903156_163922056	chr6	163903156	163922056	3.50626
chr6_163922056_163939476	chr6	163922056	163939476	5.55837
chr6_163939476_163962489	chr6	163939476	163962489	9.73369
chr6_163962489_164031251	chr6	163962489	164031251	2.4691
chr6_164031251_164083082	chr6	164031251	164083082	0.791602
chr6_164083082_164113550	chr6	164083082	164113550	1.15771
chr6_164113550_164126746	chr6	164113550	164126746	2.77743
chr6_164126746_164173098	chr6	164126746	164173098	5.03449
chr6_164173098_164213914	chr6	164173098	164213914	2.68445
chr6_164213914_164236403	chr6	164213914	164236403	3.01007
chr6_164236403_164268303	chr6	164236403	164268303	3.7822
chr6_164268303_164300876	chr6	164268303	164300876	2.19073
chr6_164300876_164345543	chr6	164300876	164345543	13.5581
chr6_164345543_164408798	chr6	164345543	164408798	0.908339
chr6_164408798_164506662	chr6	164408798	164506662	0.820645
chr6_164506662_164553447	chr6	164506662	164553447	2.40988
chr6_164553447_164631892	chr6	164553447	164631892	1.27894
chr6_164631892_164641392	chr6	164631892	164641392	4.18753
chr6_164641392_164758403	chr6	164641392	164758403	0.393878
chr6_164758403_164861272	chr6	164758403	164861272	0.742557
chr6_164861272_164906142	chr6	164861272	164906142	0.968663
chr6_164906142_164928978	chr6	164906142	164928978	3.72226
chr6_164928978_165033568	chr6	164928978	165033568	1.33172
chr6_165033568_165074007	chr6	165033568	165074007	1.30977
chr6_165074007_165104006	chr6	165074007	165104006	4.48644
chr6_165104006_165174529	chr6	165104006	165174529	4.01865
chr6_165174529_165226528	chr6	165174529	165226528	1.44554
chr6_165226528_165251810	chr6	165226528	165251810	0.647591
chr6_165251810_165309677	chr6	165251810	165309677	2.09851
chr6_165309677_165385362	chr6	165309677	165385362	0.988302
chr6_165385362_165423258	chr6	165385362	165423258	2.49767
chr6_165423258_165471197	chr6	165423258	165471197	5.75281
chr6_165471197_165517869	chr6	165471197	165517869	1.06967
chr6_165517869_165545795	chr6	165517869	165545795	3.24843
chr6_165545795_165601239	chr6	165545795	165601239	3.59462
chr6_165601239_165625087	chr6	165601239	165625087	2.9551
chr6_165625087_165655664	chr6	165625087	165655664	6.30004
chr6_165655664_165666828	chr6	165655664	165666828	5.63472
chr6_165666828_165692612	chr6	165666828	165692612	1.09723
chr6_165692612_165726576	chr6	165692612	165726576	2.15252
chr6_165726576_165782970	chr6	165726576	165782970	5.75635
chr6_165782970_165812208	chr6	165782970	165812208	3.92508
chr6_165812208_165824777	chr6	165812208	165824777	12.6998
chr6_165824777_165885112	chr6	165824777	165885112	0.888055
chr6_165885112_165954909	chr6	165885112	165954909	1.60661
chr6_165954909_166006648	chr6	165954909	166006648	0.829071
chr6_166006648_166087510	chr6	166006648	166087510	0.418296
chr6_166087510_166107937	chr6	166087510	166107937	1.2999
chr6_166107937_166159256	chr6	166107937	166159256	0.399368
chr6_166159256_166180223	chr6	166159256	166180223	1.02801
chr6_166180223_166206719	chr6	166180223	166206719	2.90095
chr6_166206719_166222586	chr6	166206719	166222586	2.34623
chr6_166222586_166240599	chr6	166222586	166240599	1.30037
chr6_166240599_166263386	chr6	166240599	166263386	3.65548
chr6_166263386_166282626	chr6	166263386	166282626	11.8188
chr6_166282626_166296089	chr6	166282626	166296089	11.4844
chr6_166296089_166349250	chr6	166296089	166349250	0.996164
chr6_166349250_166403105	chr6	166349250	166403105	1.2656
chr6_166403105_166437766	chr6	166403105	166437766	11.0776
chr6_166437766_166462307	chr6	166437766	166462307	6.97298
chr6_166462307_166470987	chr6	166462307	166470987	5.93085
chr6_166470987_166494626	chr6	166470987	166494626	3.68568
chr6_166494626_166508083	chr6	166494626	166508083	9.52307
chr6_166508083_166550801	chr6	166508083	166550801	2.12888
chr6_166550801_166569278	chr6	166550801	166569278	1.19626
chr6_166569278_166610210	chr6	166569278	166610210	2.53054
chr6_166610210_166664873	chr6	166610210	166664873	1.9184
chr6_166664873_166685096	chr6	166664873	166685096	3.00276
chr6_166685096_166700720	chr6	166685096	166700720	4.74674
chr6_166700720_166721236	chr6	166700720	166721236	1.63042
chr6_166721236_166745184	chr6	166721236	166745184	4.22754
chr6_166745184_166756824	chr6	166745184	166756824	5.1985
chr6_166756824_166767040	chr6	166756824	166767040	7.08282
chr6_166767040_166798090	chr6	166767040	166798090	1.60663
chr6_166798090_166852880	chr6	166798090	166852880	3.29914
chr6_166852880_166899393	chr6	166852880	166899393	1.39656
chr6_166899393_166932015	chr6	166899393	166932015	7.99845
chr6_166932015_166945791	chr6	166932015	166945791	5.15379
chr6_166945791_167098278	chr6	166945791	167098278	0.560204
chr6_167098278_167131525	chr6	167098278	167131525	2.62618
chr6_167131525_167193760	chr6	167131525	167193760	2.04138
chr6_167193760_167245314	chr6	167193760	167245314	1.42228
chr6_167245314_167300577	chr6	167245314	167300577	1.40728
chr6_167300577_167330241	chr6	167300577	167330241	3.93246
chr6_167330241_167350176	chr6	167330241	167350176	0.998937
chr6_167350176_167396504	chr6	167350176	167396504	2.85895
chr6_167396504_167419283	chr6	167396504	167419283	3.44224
chr6_167419283_167467046	chr6	167419283	167467046	2.72185
chr6_167467046_167495073	chr6	167467046	167495073	2.71918
chr6_167495073_167643938	chr6	167495073	167643938	2.71918
chr6_167643938_167655329	chr6	167643938	167655329	2.71918
chr6_167655329_167663968	chr6	167655329	167663968	2.71918
chr6_167663968_167682715	chr6	167663968	167682715	2.71918
chr6_167682715_167746906	chr6	167682715	167746906	0.280419
chr6_167746906_167822687	chr6	167746906	167822687	0.0590831
chr6_167822687_167982238	chr6	167822687	167982238	0.705027
chr6_167982238_167990517	chr6	167982238	167990517	5.49871
chr6_167990517_168005433	chr6	167990517	168005433	1.25271
chr6_168005433_168051290	chr6	168005433	168051290	2.51005
chr6_168051290_168088051	chr6	168051290	168088051	1.09617
chr6_168088051_168099769	chr6	168088051	168099769	4.07133
chr6_168099769_168125981	chr6	168099769	168125981	2.7429
chr6_168125981_168149504	chr6	168125981	168149504	7.61481
chr6_168149504_168176780	chr6	168149504	168176780	6.53582
chr6_168176780_168195164	chr6	168176780	168195164	6.00302
chr6_168195164_168249988	chr6	168195164	168249988	1.02563
chr6_168249988_168292092	chr6	168249988	168292092	2.04495
chr6_168292092_168304610	chr6	168292092	168304610	9.81485
chr6_168304610_168315523	chr6	168304610	168315523	7.91046
chr6_168315523_168394028	chr6	168315523	168394028	0.7265
chr6_168394028_168510340	chr6	168394028	168510340	1.11027
chr6_168510340_168555768	chr6	168510340	168555768	2.09684
chr6_168555768_168581772	chr6	168555768	168581772	1.74379
chr6_168581772_168639710	chr6	168581772	168639710	1.90809
chr6_168639710_168693876	chr6	168639710	168693876	1.77561
chr6_168693876_168758689	chr6	168693876	168758689	0.696812
chr6_168758689_168835727	chr6	168758689	168835727	1.25738
chr6_168835727_168884579	chr6	168835727	168884579	1.31407
chr6_168884579_168937959	chr6	168884579	168937959	2.33858
chr6_168937959_168981193	chr6	168937959	168981193	3.47509
chr6_168981193_169033633	chr6	168981193	169033633	1.12569
chr6_169033633_169068878	chr6	169033633	169068878	4.12834
chr6_169068878_169098568	chr6	169068878	169098568	1.46793
chr6_169098568_169159020	chr6	169098568	169159020	3.36539
chr6_169159020_169196700	chr6	169159020	169196700	2.42721
chr6_169196700_169231812	chr6	169196700	169231812	2.53198
chr6_169231812_169255984	chr6	169231812	169255984	4.62084
chr6_169255984_169273834	chr6	169255984	169273834	3.00987
chr6_169273834_169312204	chr6	169273834	169312204	5.14335
chr6_169312204_169323095	chr6	169312204	169323095	4.0399
chr6_169323095_169365342	chr6	169323095	169365342	1.91375
chr6_169365342_169632578	chr6	169365342	169632578	0.304894
chr6_169632578_169832411	chr6	169632578	169832411	0.360474
chr6_169832411_169884789	chr6	169832411	169884789	1.1966
chr6_169884789_169980050	chr6	169884789	169980050	1
chr6_169980050_169994986	chr6	169980050	169994986	1
chr6_169994986_170041512	chr6	169994986	170041512	1.29109
chr6_170041512_170103419	chr6	170041512	170103419	2.02965
chr6_170103419_170107386	chr6	170103419	170107386	2.19704
chr7_792664_904935	chr7	792664	904935	0.72421
chr7_904935_979332	chr7	904935	979332	1.9096
chr7_1221410_1263803	chr7	1221410	1263803	1.43565
chr7_1285939_1298807	chr7	1285939	1298807	4.79037
chr7_1298807_1314332	chr7	1298807	1314332	5.43803
chr7_1314332_1345139	chr7	1314332	1345139	4.6571
chr7_1345139_1440006	chr7	1345139	1440006	1.51033
chr7_1440006_1453731	chr7	1440006	1453731	5.14671
chr7_1517129_1581776	chr7	1517129	1581776	2.27715
chr7_1581776_1686020	chr7	1581776	1686020	2.21324
chr7_1686020_1752277	chr7	1686020	1752277	3.5289
chr7_1752277_1858125	chr7	1752277	1858125	1.64398
chr7_1858125_2013903	chr7	1858125	2013903	0.30202
chr7_2013903_2091268	chr7	2013903	2091268	0.328942
chr7_2091268_2209055	chr7	2091268	2209055	0.417771
chr7_2209055_2243329	chr7	2209055	2243329	0.568808
chr7_2243329_2290861	chr7	2243329	2290861	0.674201
chr7_2290861_2346784	chr7	2290861	2346784	0.757039
chr7_2346784_2442655	chr7	2346784	2442655	1.41379
chr7_2442655_2496109	chr7	2442655	2496109	1.41399
chr7_2496109_2524038	chr7	2496109	2524038	4.48201
chr7_2524038_2566393	chr7	2524038	2566393	6.85158
chr7_2566393_2616116	chr7	2566393	2616116	1.88975
chr7_2616116_2639815	chr7	2616116	2639815	4.51905
chr7_2639815_2696461	chr7	2639815	2696461	3.41179
chr7_2696461_2711135	chr7	2696461	2711135	4.86158
chr7_2711135_2873843	chr7	2711135	2873843	0.415926
chr7_2873843_2891307	chr7	2873843	2891307	4.50457
chr7_2891307_2904553	chr7	2891307	2904553	13.8291
