block_id	avi_rank	avi_top1_fraction	avi_mean	eqtl_variant_count	eqtl_variants_per_kb
chr15_93187299_93214821	24634	0.0028583194	3.9471504	42	1.5261
chr18_41788573_41834776	24635	0.0028569573	4.6624127	0	0.0
chr12_24774670_24812706	24636	0.0028569425	4.6244806	3	0.0789
chr6_144193556_144273716	24637	0.0028567864	4.1242532	74	0.9232
chr1_212117200_212172159	24638	0.002856675	4.6437055	81	1.4738
chr3_195826565_195835550	24639	0.0028566129	3.703813	43	4.7858
chr16_26279701_26302226	24640	0.0028560858	3.1687185	0	0.0
chr8_12759646_12801555	24641	0.002855393	4.1911357	190	4.5336
chr7_155814531_155845584	24642	0.0028553334	3.0892902	20	0.6441
chr7_154431401_154465607	24643	0.0028552496	3.1181499	47	1.374
chr14_98420201_98523645	24644	0.0028550069	3.1384741	18	0.174
chr1_63663722_63700617	24645	0.0028549487	4.3355731	59	1.5991
chr1_203522993_203573900	24646	0.0028548792	4.456971	98	1.9251
chr7_41772539_41813884	24647	0.0028540331	4.3279679	2	0.0484
chr4_80404818_80614239	24648	0.0028539004	4.4521254	396	1.8909
chr16_49927737_49984627	24649	0.0028534599	3.7980082	126	2.2148
chr19_6796256_6818452	24650	0.002853367	4.175721	40	1.8021
chr3_43836624_43910231	24651	0.0028529895	4.0317396	131	1.7797
chr10_6523512_6564175	24652	0.0028527162	3.8551907	0	0.0
chr5_9370833_9420262	24653	0.0028525764	3.8440195	37	0.7485
chr6_20177687_20205385	24654	0.0028521915	4.8102712	36	1.2997
chr5_91187037_91210650	24655	0.0028515366	4.3198185	4	0.1694
chr22_48748191_48780105	24656	0.0028514132	2.6170613	10	0.3133
chr3_148657916_148730631	24657	0.0028513145	4.3393829	181	2.4892
chr2_120669387_120727489	24658	0.0028513075	3.4930875	104	1.79
chr12_94058661_94120040	24659	0.002851138	4.4287414	16	0.2607
chr12_128828165_128861253	24660	0.0028509832	3.2426979	147	4.4427
chr1_42041758_42161609	24661	0.0028507619	3.8143963	133	1.1097
chr18_58115540_58143020	24662	0.002850558	4.3845009	19	0.6914
chr4_147102297_147380154	24663	0.0028503871	4.0206419	153	0.5506
chr11_92583554_92683658	24664	0.0028503689	4.6969087	13	0.1299
chr10_58980552_59033543	24665	0.0028495405	5.0807183	39	0.736
chr2_191526262_191558083	24666	0.0028492714	4.4080554	1	0.0314
chr7_33567708_33643751	24667	0.0028492651	5.0237963	133	1.749
chr2_191595643_191655312	24668	0.0028490506	4.8631021	134	2.2457
chr7_151252440_151272449	24669	0.0028487181	4.07117	58	2.8987
chr20_15518042_15563678	24670	0.0028486283	5.0221524	0	0.0
chr20_5727585_5755553	24671	0.0028484935	4.4922394	72	2.5744
chr9_109653156_109764339	24672	0.0028481572	4.8517943	368	3.3099
chrX_40277830_40378832	24673	0.0028481284	4.3737929	24	0.2376
chr7_155236583_155256365	24674	0.0028477067	3.5192469	28	1.4154
chr13_93321800_93367105	24675	0.0028473678	4.3551735	87	1.9203
chr5_103901206_103985379	24676	0.0028473105	3.9699306	46	0.5465
chr10_104694074_104798267	24677	0.0028472802	4.6056379	140	1.3437
chr5_150958640_151021040	24678	0.0028472222	4.5926327	269	4.3109
chr13_44865769_44890707	24679	0.0028470607	4.3351347	49	1.9649
chr8_79887308_79918686	24680	0.0028470053	4.8142145	37	1.1792
chr7_33811622_33874148	24681	0.0028468157	4.8603332	14	0.2239
chr4_42265247_42354940	24682	0.0028467476	4.2412218	77	0.8585
chr1_95368222_95478876	24683	0.0028467114	4.0972562	174	1.5725
chr14_98371721_98420201	24684	0.0028465347	3.1648931	4	0.0825
chr20_5616630_5652116	24685	0.0028461929	4.3079421	43	1.2117
chr2_220390705_220451384	24686	0.0028455754	4.1934955	6	0.0989
chr3_60948130_60991478	24687	0.0028451909	4.7070104	1	0.0231
chr12_104669862_104694584	24688	0.0028449694	4.5505516	2	0.0809
chr16_87065252_87081657	24689	0.0028446612	3.5176935	23	1.402
chr7_101507180_101531905	24690	0.0028446242	4.05746	103	4.1658
chr4_8684447_8735541	24691	0.0028444305	2.5561858	9	0.1761
chr13_57674598_58142321	24692	0.0028442761	3.5620592	943	2.0162
chr20_47363520_47409933	24693	0.0028440308	3.934328	14	0.3016
chr15_97174916_97226135	24694	0.0028439967	3.3576906	1	0.0195
chr16_5631782_5734106	24695	0.0028439076	3.7196679	80	0.7818
chr21_41614759_41654495	24696	0.0028437689	3.8683073	26	0.6543
chr16_6735437_6759351	24697	0.0028435226	3.702904	0	0.0
chr12_25681937_25839609	24698	0.0028434556	4.5542331	161	1.0211
chr17_65789499_65881065	24699	0.0028431223	4.5473774	23	0.2512
chr9_89626932_89676295	24700	0.002842885	3.6707613	103	2.0866
chr1_18164093_18186489	24701	0.0028427695	3.8266067	22	0.9823
chr4_118894947_118942321	24702	0.0028426282	4.2291361	107	2.2586
chr15_78375230_78382149	24703	0.0028424146	4.2212438	22	3.1797
chr13_45820391_45847013	24704	0.0028422608	4.3659342	53	1.9908
chr22_33873503_33960108	24705	0.0028404827	4.2726863	149	1.7205
chr6_1282224_1304639	24706	0.0028403599	3.7578723	5	0.2231
chr3_72215629_72240274	24707	0.0028403327	4.3107704	16	0.6492
chr8_62825240_62863975	24708	0.002839809	4.2762961	127	3.2787
chr12_58447632_58577573	24709	0.0028397503	4.6741905	281	2.1625
chr2_59517631_59565171	24710	0.0028397139	4.4047343	17	0.3576
chr2_235081676_235105154	24711	0.0028395377	3.310182	2	0.0852
chr2_180652915_180728520	24712	0.0028393184	4.8749464	120	1.5872
chr13_80138334_80203505	24713	0.0028386859	4.5330544	9	0.1381
chr5_137370471_137400885	24714	0.002838605	4.945536	58	1.907
chr11_21109193_21149472	24715	0.0028385346	4.0431576	16	0.3972
chr14_31551339_31834474	24716	0.0028384575	5.1200527	895	3.161
chr9_75400358_75451810	24717	0.0028375962	4.6236621	23	0.447
chr17_55336010_55356685	24718	0.0028375655	4.2346207	24	1.1608
chr11_131677803_131756871	24719	0.0028372203	3.8562981	96	1.2141
chr1_106946922_106994038	24720	0.0028369697	4.3372492	94	1.9951
chr10_9021813_9066580	24721	0.0028369111	3.651342	94	2.0998
chr3_179519363_179534756	24722	0.0028367873	4.6767193	63	4.0928
chr12_117819190_117850683	24723	0.0028366092	3.9002208	8	0.254
chr6_106690055_106714157	24724	0.0028351727	4.5322374	101	4.1905
chr15_68486173_68536147	24725	0.0028348074	4.0590826	38	0.7604
chr15_43956554_44234486	24726	0.0028340265	5.3328725	505	1.817
chr21_34003815_34052510	24727	0.0028339665	4.3103108	126	2.5875
chr10_4677012_4692068	24728	0.0028338647	4.3588399	7	0.4649
chr20_5714528_5727585	24729	0.002833729	4.3040551	20	1.5317
chr8_63968400_64162497	24730	0.0028336347	3.8430018	27	0.1391
chr2_124883115_124984047	24731	0.0028335909	3.0415475	0	0.0
chr3_87076232_87183303	24732	0.0028330111	3.9917094	333	3.1101
chr5_164425821_164521610	24733	0.0028326147	3.9090595	261	2.7247
chr15_53125698_53259732	24734	0.0028326146	4.2076954	249	1.8577
chr16_6164386_6183689	24735	0.0028320296	3.1008587	4	0.2072
chr6_110008167_110042066	24736	0.0028319419	3.99466	60	1.77
chr13_70717486_70743387	24737	0.0028312935	3.3924765	0	0.0
chr12_94720877_94733475	24738	0.0028311372	4.4930151	4	0.3175
chr6_5159578_5306166	24739	0.0028310639	4.7557627	400	2.7287
chr1_209061013_209136621	24740	0.0028303883	4.1456284	105	1.3887
chr22_42434570_42475676	24741	0.0028300816	3.6792363	110	2.676
chr3_20300756_20333853	24742	0.0028300652	4.6317253	152	4.5926
chr2_158238908_158262121	24743	0.0028288746	5.1817469	65	2.8002
chr11_11465443_11508588	24744	0.0028276741	5.1339883	26	0.6026
chr6_10048327_10096783	24745	0.0028273072	4.1543644	81	1.6716
chrX_32190397_32221288	24746	0.0028271449	4.0752783	0	0.0
chr2_222799769_222865562	24747	0.0028270485	4.2324221	120	1.8239
chr2_7681700_7735114	24748	0.0028269742	3.4390142	1	0.0187
chr8_58658728_58684440	24749	0.0028261771	4.2482354	5	0.1945
chr3_66530127_66587221	24750	0.0028257493	4.2722098	0	0.0
chr7_152501876_152552721	24751	0.002825581	3.5026016	58	1.1407
chr12_2175645_2241286	24752	0.0028234386	4.7767326	138	2.1023
chr15_49743111_49808875	24753	0.0028232265	4.4835376	100	1.5206
chr16_49060260_49133345	24754	0.0028231967	3.4877328	44	0.602
chr10_6986206_7007342	24755	0.0028229876	3.8678842	7	0.3312
chr3_134668426_134758291	24756	0.0028227526	3.7837759	147	1.6358
chr5_179220837_179275279	24757	0.0028225757	3.9436401	67	1.2307
chr2_134215441_134235757	24758	0.0028220778	5.5828364	21	1.0337
chrX_40758189_40780278	24759	0.0028219174	5.5756604	7	0.3169
chr3_45124793_45133418	24760	0.002821256	5.152561	13	1.5072
chr2_22846675_22892521	24761	0.0028210385	3.9715822	0	0.0
chr15_32108017_32149378	24762	0.0028206926	3.5811297	32	0.7737
chr14_47164086_47224711	24763	0.0028206186	3.9133086	2	0.033
chr10_24033934_24116567	24764	0.0028196967	4.3982213	70	0.8471
chr7_135309711_135358663	24765	0.0028190881	3.6050881	112	2.288
chr8_32575495_32591222	24766	0.0028189313	4.6627428	103	6.5492
chr7_138774289_138797112	24767	0.0028187939	3.842326	51	2.2346
chr10_123894668_123918916	24768	0.0028181018	4.091309	110	4.5365
chr1_240636509_240665020	24769	0.0028176259	3.8315441	18	0.6313
chr11_7343305_7379392	24770	0.0028172657	4.4901244	112	3.1036
chr14_79544929_79611310	24771	0.0028170711	4.7293142	0	0.0
chr7_98770491_98805872	24772	0.0028169545	3.8863072	49	1.3849
chr16_48952450_48974342	24773	0.0028168585	3.891972	52	2.3753
chr4_141888976_142042601	24774	0.0028163819	3.5500681	4	0.026
chr8_23040922_23066845	24775	0.0028160321	4.5677897	81	3.1246
chr1_228512742_228693910	24776	0.0028157274	3.5813597	217	1.1978
chr3_76808772_76872481	24777	0.0028148823	4.065782	0	0.0
chrX_131881511_132028236	24778	0.0028147896	4.3419167	317	2.1605
chr14_103150146_103216819	24779	0.0028147326	4.2151743	363	5.4445
chr3_105952539_105976698	24780	0.002814686	4.5873224	3	0.1242
chr16_8460022_8525284	24781	0.0028142972	3.5893937	18	0.2758
chr15_48008027_48096394	24782	0.0028140218	4.2572496	21	0.2376
chr3_101993212_102050431	24783	0.0028137507	4.4558395	229	4.0022
chr14_96031890_96064831	24784	0.0028131103	3.6234114	46	1.3964
chr13_104975672_104987051	24785	0.0028121979	3.5166654	0	0.0
chr4_54765019_54817649	24786	0.0028120844	3.9585417	1	0.019
chr19_9009767_9048179	24787	0.0028116214	3.2884065	98	2.5513
chr9_26014602_26078766	24788	0.0028105064	4.145602	4	0.0623
chr7_156442475_156479243	24789	0.0028104149	2.9308834	26	0.7071
chr7_45130911_45173137	24790	0.0028102749	3.7361962	164	3.8839
chr3_189527756_189602378	24791	0.0028097165	4.0270074	86	1.1525
chr10_16080270_16162156	24792	0.0028087829	3.5421947	84	1.0258
chr7_28270600_28291967	24793	0.0028080685	4.2535684	46	2.1529
chr7_13592811_13638168	24794	0.0028073579	3.7388177	0	0.0
chr9_135450032_135465590	24795	0.0028067018	3.9122377	14	0.8999
chr6_106714157_106730667	24796	0.00280638	4.9264525	31	1.8776
chr3_60317783_60363632	24797	0.0028063135	4.4163418	0	0.0
chr1_247453017_247546499	24798	0.0028062443	3.5200338	396	4.2361
chr1_71613533_71816799	24799	0.0028058472	4.4183977	76	0.3739
chr17_69452758_69466658	24800	0.0028057554	4.5924217	12	0.8633
chr4_74622442_74704309	24801	0.0028053632	3.8232367	38	0.4642
chr16_52276615_52352544	24802	0.0028052523	3.8018942	60	0.7902
chr1_113210232_113232935	24803	0.0028043284	4.5772838	21	0.925
chr2_111665157_111704859	24804	0.0028042248	4.752498	60	1.5113
chr5_10521368_10534919	24805	0.0028042211	3.8111478	2	0.1476
chr7_8597672_8681600	24806	0.0028039907	4.5959674	4	0.0477
chr3_128578726_128602383	24807	0.0028039622	3.9268215	64	2.7053
chr1_181421536_181477189	24808	0.0028030834	4.6927947	108	1.9406
chr7_17179962_17239670	24809	0.0028025279	4.5631012	11	0.1842
chr5_19739224_19836637	24810	0.0028025007	3.2561577	68	0.6981
chr20_15759722_15823959	24811	0.0028021234	4.7717492	2	0.0311
chr6_1237486_1282224	24812	0.0028014961	3.6946564	37	0.827
chr2_182487769_182658301	24813	0.0028010383	4.5336493	531	3.1138
chr12_29145784_29235637	24814	0.0028008711	4.5589305	238	2.6488
chr12_83143388_83156958	24815	0.0028002948	4.9457006	1	0.0737
chr14_101462048_101474913	24816	0.0027982899	3.0305093	4	0.3109
chr3_41148685_41178942	24817	0.0027982505	4.2590185	32	1.0576
chr20_2004447_2056267	24818	0.0027981474	4.0356487	15	0.2895
chr10_8467376_8475477	24819	0.0027980085	3.1927811	1	0.1234
chr12_77372776_77407092	24820	0.0027975288	4.9749975	77	2.2439
chr5_111157916_111226906	24821	0.0027975069	3.8461563	273	3.9571
chr4_22633457_22684694	24822	0.0027974576	4.4287772	96	1.8736
chr7_89290930_89331809	24823	0.0027968721	3.6922718	23	0.5626
chr20_41854688_41878887	24824	0.0027962588	4.095268	11	0.4546
chr19_2364906_2389113	24825	0.0027953347	3.7466052	146	6.0313
chr9_87359718_87426974	24826	0.0027952896	4.4738089	98	1.4571
chr10_25068655_25129478	24827	0.0027949953	4.2638093	115	1.8907
chr2_186015992_186542307	24828	0.0027949042	4.0640967	1483	2.8177
chr13_50597888_50659430	24829	0.0027948393	4.720295	95	1.5437
chr20_17364468_17399893	24830	0.0027946366	4.8620055	76	2.1454
chr8_84090601_84228010	24831	0.0027945768	3.413613	26	0.1892
chr3_191275597_191321285	24832	0.0027943151	4.2749505	203	4.4432
chr10_77407232_77453875	24833	0.0027942742	4.9077165	13	0.2787
chr11_128031249_128175974	24834	0.0027938043	3.6575061	143	0.9881
chr19_54028395_54040923	24835	0.002793742	3.8574956	9	0.7184
chr3_24236724_24285649	24836	0.0027933912	4.6825132	2	0.0409
chr2_221996509_222062510	24837	0.002792887	4.065792	30	0.4545
chr15_33920904_33979037	24838	0.0027924472	4.7006265	158	2.7179
chr7_64612074_64751988	24839	0.0027921914	3.3112618	586	4.1883
chr17_1304173_1333662	24840	0.0027920015	3.4270904	135	4.578
chr4_183717607_183755109	24841	0.0027909623	3.6690982	14	0.3733
chr1_24859178_24897519	24842	0.0027907462	4.0529842	86	2.243
chr17_77850585_77892512	24843	0.0027905646	3.4777297	51	1.2164
chr22_42703049_42759443	24844	0.0027898949	4.3570087	277	4.9119
chrX_40209579_40277830	24845	0.0027887259	4.3849222	14	0.2051
chr13_66656671_66730542	24846	0.0027886451	4.4064023	0	0.0
chr14_55784595_55880342	24847	0.0027885991	4.6582232	108	1.128
chr12_47270628_47321670	24848	0.0027885532	4.5473902	110	2.1551
chr1_175417894_175458778	24849	0.0027883769	4.4550565	5	0.1223
chr21_38946035_38978194	24850	0.0027882293	3.7625155	9	0.2799
chrX_69232236_69316519	24851	0.0027882254	4.6054704	21	0.2492
chr18_5104189_5153572	24852	0.002787734	3.656328	11	0.2227
chr8_20280536_20289504	24853	0.0027876896	4.6171501	13	1.4496
chr13_65868063_66045048	24854	0.0027855468	3.6109306	7	0.0396
chr10_18217812_18236361	24855	0.0027854152	4.328468	61	3.2886
chr6_156595620_156648161	24856	0.0027851265	4.2137401	3	0.0571
chr13_77920408_78090368	24857	0.002784969	4.2143877	436	2.5653
chr7_144626664_144654674	24858	0.0027847197	4.2300552	27	0.9639
chr18_45764317_45826966	24859	0.0027826994	4.7458282	185	2.953
chr17_78577097_78601655	24860	0.0027825284	4.1378047	12	0.4886
chr2_234438798_234491389	24861	0.0027824786	3.6597143	44	0.8366
chr16_83915901_83940461	24862	0.0027823018	3.641589	117	4.7638
chr9_85238445_85271639	24863	0.0027816272	4.1851701	4	0.1205
chr1_13376677_13417181	24864	0.0027816183	2.6223093	79	1.9504
chr8_21837695_21907700	24865	0.0027807538	3.9269019	246	3.514
chr4_16108031_16145192	24866	0.002780693	3.6885987	91	2.4488
chr19_8624523_8664083	24867	0.0027805865	3.8204119	63	1.5925
chr22_22224948_22244968	24868	0.0027805528	3.8514544	175	8.7413
chr10_14583317_14600462	24869	0.002780208	4.9613409	38	2.2164
chr15_86619612_86703068	24870	0.002779908	3.7852436	4	0.0479
chr9_102985288_103084814	24871	0.0027798431	2.7979107	66	0.6631
chr1_83003483_83025907	24872	0.0027797598	4.5922163	52	2.3189
chr11_44011405_44035989	24873	0.0027795856	3.9800445	113	4.5965
chr16_77979314_78002826	24874	0.0027787229	3.514619	223	9.4845
chr8_9186360_9241663	24875	0.0027786317	4.4111291	274	4.9545
chr16_76581365_76618317	24876	0.0027783792	4.2314574	17	0.4601
chr15_68405238_68418678	24877	0.0027777778	4.4024059	4	0.2976
chr1_57731621_57777821	24878	0.0027777778	4.1303274	88	1.9048
chr9_110817853_110840414	24879	0.0027776547	4.4466004	34	1.507
chr15_101108619_101154824	24880	0.0027774772	4.1172738	19	0.4112
chr6_165692612_165726576	24881	0.0027774506	3.4524975	0	0.0
chr12_46892848_46965944	24882	0.0027771697	4.20311	167	2.2847
chr3_137650339_137725837	24883	0.0027771155	3.5691528	105	1.3908
chr3_143723932_143778788	24884	0.0027769676	4.690125	1	0.0182
chr9_118313025_118417218	24885	0.002776898	3.493495	13	0.1248
chr2_7199976_7265769	24886	0.0027763845	3.0520591	114	1.7327
chr9_79132669_79161605	24887	0.0027762418	4.2666011	5	0.1728
chr3_194507664_194543687	24888	0.0027760042	4.3031728	206	5.7186
chr3_186411027_186451494	24889	0.0027759244	4.4218065	121	2.9901
chr8_126912167_127013883	24890	0.0027757023	4.0177246	26	0.2556
chr6_33935046_33976237	24891	0.0027756872	3.7072254	92	2.2335
chr6_82068688_82146063	24892	0.0027743673	4.3240666	196	2.5331
chr1_8230022_8290697	24893	0.0027743442	3.746084	23	0.3791
chr5_82968127_83023156	24894	0.0027742948	4.7623898	104	1.8899
chr6_99665351_99772772	24895	0.0027741317	3.9575469	371	3.4537
chr2_21700674_21819516	24896	0.0027739912	4.0837248	0	0.0
chr12_95324783_95344731	24897	0.0027738788	4.5495078	27	1.3535
chr5_179437167_179508429	24898	0.0027738018	3.582856	127	1.7822
chr1_158973102_159009401	24899	0.0027732628	3.974916	141	3.8844
chr8_129369738_129469866	24900	0.0027731171	4.1405313	40	0.3995
chr1_190416006_190559889	24901	0.0027730865	3.1536071	235	1.6333
chr11_87041924_87236575	24902	0.0027724834	4.9473246	403	2.0704
chr16_81739398_81774628	24903	0.0027722585	3.7157165	54	1.5328
chr17_13027669_13063147	24904	0.0027716707	3.5965364	64	1.8039
chr11_56892529_57146683	24905	0.0027712857	3.5265837	724	2.8487
chr13_111594565_111614292	24906	0.0027711597	3.0314103	43	2.1798
chr8_62536473_62608286	24907	0.002771086	3.7306213	123	1.7128
chr10_12396145_12449919	24908	0.0027708558	4.6463628	25	0.4649
chr13_109687484_109701681	24909	0.0027705384	3.4588576	1	0.0704
chr2_47293448_47324731	24910	0.0027704078	4.9467394	69	2.2057
chr9_134848134_134872801	24911	0.0027702328	3.0420317	46	1.8648
chr13_40402891_40435381	24912	0.0027700831	4.5368534	21	0.6464
chr8_101290288_101376210	24913	0.0027699541	4.1278851	22	0.256
chr9_91098355_91138568	24914	0.0027685906	3.8827032	110	2.7354
chr2_85668581_85686039	24915	0.0027685493	4.4313307	56	3.2077
chr19_2564397_2602328	24916	0.0027681843	4.2190395	22	0.58
chr19_20626712_20662960	24917	0.0027679688	3.3243014	230	6.3452
chr18_13450235_13461196	24918	0.0027673874	4.5644786	21	1.9159
chr9_87974101_88001203	24919	0.0027673234	4.2095075	60	2.2139
chr11_104729443_104911241	24920	0.0027668071	3.4202396	493	2.7118
chr8_19682926_19720876	24921	0.0027667984	4.970664	136	3.5837
chr15_93257628_93288835	24922	0.0027664733	3.7454028	3	0.0961
chr1_40564815_40622533	24923	0.0027663236	4.0670993	181	3.1359
chr12_1497769_1525002	24924	0.0027662517	3.6840405	139	5.1041
chr12_22859010_22936618	24925	0.0027660379	3.9988293	0	0.0
chr14_76965647_76987098	24926	0.0027659938	4.5535146	44	2.0512
chr7_9916629_9948565	24927	0.0027659486	3.4213245	0	0.0
chr2_105407385_105427396	24928	0.0027651458	4.7371077	22	1.0994
chr8_117548505_117613122	24929	0.0027650102	4.0999517	47	0.7274
chr9_7959132_8011093	24930	0.0027648942	4.4629434	16	0.3079
chr1_163798878_163846021	24931	0.0027646381	3.5979514	3	0.0636
chr12_66901458_66944625	24932	0.0027644574	5.019764	78	1.8069
chr3_189675956_189710566	24933	0.0027641337	4.3562743	9	0.26
chr4_53866856_53910755	24934	0.0027639202	4.5550822	109	2.483
chr10_106966733_107038379	24935	0.0027635876	4.6204484	161	2.2472
chr21_46079431_46096080	24936	0.0027629287	3.3058131	68	4.0843
chr14_99104356_99124142	24937	0.0027628963	3.0841762	5	0.2527
chr12_69401029_69432762	24938	0.0027626341	4.7815088	111	3.4979
chr17_33856073_33916530	24939	0.0027622939	4.1955192	27	0.4466
chr16_7476775_7493790	24940	0.0027622686	3.8001527	0	0.0
chr10_54210624_54273261	24941	0.0027619458	3.1019045	0	0.0
chr5_148916116_148933859	24942	0.0027616525	4.79058	21	1.1836
chr11_62001234_62044445	24943	0.0027616425	4.3267787	125	2.8928
chr8_122879830_122942478	24944	0.0027614609	4.4162245	20	0.3192
chr18_2404018_2447966	24945	0.0027608386	4.4401846	1	0.0228
chr18_13461196_13493555	24946	0.0027606951	4.8419963	123	3.8011
chr16_11634127_11665884	24947	0.0027605462	3.6596074	106	3.3378
chr7_126738948_126853565	24948	0.0027599164	4.594578	179	1.5617
chr2_109639734_109691333	24949	0.0027584514	4.1222486	155	3.0039
chr5_54639857_54691705	24950	0.002758062	4.3622434	131	2.5266
chr3_197548783_197599069	24951	0.0027575601	4.7543472	251	4.9914
chr11_7236016_7250282	24952	0.0027571382	4.6407809	3	0.2103
chr10_27752059_27857121	24953	0.0027571022	4.3884763	98	0.9328
chr13_104102953_104158087	24954	0.0027569195	3.0927918	0	0.0
chr12_15166603_15205537	24955	0.0027568021	4.9203271	25	0.6421
chr20_52634946_52694330	24956	0.0027560735	3.7319629	121	2.0376
chr2_226154861_226334547	24957	0.0027548056	3.9579	315	1.7531
chr18_3026750_3057001	24958	0.0027547299	4.7729502	39	1.2892
chr20_773193_796063	24959	0.0027547005	4.175272	73	3.192
chr9_76876976_76896583	24960	0.0027541184	4.9200691	43	2.1931
chr10_16388453_16403704	24961	0.0027539178	3.9387748	3	0.1967
chr4_149518015_149713039	24962	0.0027535073	4.136238	32	0.1641
chr21_38326579_38360723	24963	0.0027530459	3.4290936	53	1.5522
chr8_122536197_122635006	24964	0.0027527857	4.1360819	158	1.599
chr11_20957066_20994487	24965	0.0027524652	3.6739179	8	0.2138
chr1_75299628_75362848	24966	0.0027522936	4.9348099	102	1.6134
chr13_100809691_100869162	24967	0.0027520416	4.141291	118	1.9842
chr16_16552718_16595843	24968	0.0027516908	3.5505941	92	2.1333
chr21_33171384_33197429	24969	0.0027516478	3.3212753	47	1.8046
chr12_64944991_64990782	24970	0.0027516324	4.1987811	68	1.485
chr6_168315523_168394028	24971	0.0027514171	2.9800244	247	3.1463
chr13_92456464_92479246	24972	0.0027507096	4.3913931	16	0.7023
chr6_3042692_3072634	24973	0.0027497606	4.3728189	111	3.7072
chr3_76900144_76983681	24974	0.0027492808	3.9242672	0	0.0
chr8_118144027_118166821	24975	0.0027492615	3.9943989	7	0.3071
chr1_237256279_237289264	24976	0.0027487242	3.4158708	13	0.3941
chr1_229205803_229235030	24977	0.0027486	4.0982893	57	1.9503
chr8_31640156_31822554	24978	0.0027485681	3.9866862	44	0.2412
chr15_91688140_91753275	24979	0.0027481385	3.7784876	19	0.2917
chr11_28356196_28556945	24980	0.0027480419	4.7831432	259	1.2902
chr2_239439812_239480084	24981	0.0027479804	3.1193442	49	1.2167
chr11_88390564_88441282	24982	0.0027472166	4.6282985	150	2.9575
chr10_78310197_78333496	24983	0.002746899	3.8532897	10	0.4292
chr9_122399548_122477222	24984	0.0027465218	4.0974431	116	1.4934
chr3_135202274_135236873	24985	0.0027457441	4.6421719	16	0.4624
chr16_86775677_86781140	24986	0.0027457441	3.5737828	1	0.183
chr11_130482397_130517483	24987	0.0027456345	4.2524044	10	0.285
chrX_80021917_80222845	24988	0.0027455938	3.7908975	467	2.3242
chr1_71915913_72044000	24989	0.0027455297	4.3333425	41	0.3201
chr18_6412467_6429950	24990	0.0027455242	3.8977285	9	0.5148
chr3_24717166_24741210	24991	0.0027449676	4.0660421	2	0.0832
chr18_75104399_75127351	24992	0.0027448588	3.2869431	5	0.2178
chr16_25975541_25989025	24993	0.0027439929	3.4478012	3	0.2225
chr6_96042152_96250250	24994	0.0027438995	3.7231032	589	2.8304
chr5_37754741_37787907	24995	0.0027437737	4.9643271	76	2.2915
chr2_7998014_8023166	24996	0.0027433206	3.3720308	0	0.0
chr1_192595559_192628855	24997	0.0027430722	3.7334162	108	3.2436
chr17_55445071_55491494	24998	0.0027428932	4.4307545	28	0.6031
chr10_60412225_60517834	24999	0.0027428218	4.6968315	305	2.888
chr18_35400246_35440722	25000	0.0027423658	4.6259835	32	0.7906
chr18_7383540_7395209	25001	0.0027423087	3.9966516	0	0.0
chr12_3934219_3960355	25002	0.0027420671	4.0231024	6	0.2296
chr8_139713508_139852354	25003	0.0027416466	3.5783886	167	1.2028
chr21_25395817_25513755	25004	0.0027415535	4.1099451	208	1.7636
chr9_78107768_78220117	25005	0.0027414574	4.45657	167	1.4864
chr11_113445514_113581237	25006	0.0027408766	4.042649	213	1.5694
chr9_89796424_89840454	25007	0.0027405557	3.6472007	8	0.1817
chr12_68410865_68442124	25008	0.0027405441	5.2196101	11	0.3519
chr11_84669232_84817987	25009	0.0027405241	4.1554274	11	0.0739
chr4_46379204_46580649	25010	0.002740202	3.5921554	215	1.0673
chr19_29859912_29886191	25011	0.0027398303	3.7495468	87	3.3106
chr2_137242656_137306049	25012	0.0027395243	3.969929	25	0.3944
chr15_99015249_99040923	25013	0.002739477	3.9382181	110	4.2845
chr6_85124084_85277521	25014	0.0027394522	4.4425276	149	0.9711
chr14_99074486_99093716	25015	0.0027387762	2.9855057	30	1.5601
chr4_153021715_153066386	25016	0.0027385403	3.9757078	30	0.6716
chrX_19091939_19195908	25017	0.0027379956	4.6871303	125	1.2023
chr8_54802516_54910280	25018	0.0027374633	3.6154629	31	0.2877
chr6_17047086_17103343	25019	0.0027374371	3.8534868	61	1.0843
chr17_81012085_81020853	25020	0.0027372263	4.0409722	49	5.5885
chr20_41878887_41938195	25021	0.0027371237	4.3260631	33	0.5564
chr3_149434752_149463874	25022	0.002735618	4.7900546	54	1.8543
chr1_66392232_66474237	25023	0.0027356056	4.1515489	144	1.756
chr2_40341653_40399196	25024	0.0027341872	4.7533601	207	3.5973
chr17_6935123_6951338	25025	0.0027340939	4.5381597	24	1.4801
chr3_150068210_150089912	25026	0.002734003	4.8176189	18	0.8294
chr6_151311751_151320652	25027	0.0027337752	4.5130313	4	0.4494
chr5_80982743_81001888	25028	0.0027335249	4.8801701	57	2.9773
chr5_67818930_67896869	25029	0.0027329065	4.3677819	174	2.2325
chr20_7724940_7786173	25030	0.0027327313	3.7008737	47	0.7676
chr4_101787078_101814280	25031	0.0027326422	4.4390368	61	2.2425
chr1_167638872_167650096	25032	0.0027322404	4.3902515	39	3.4747
chr8_133519376_133556709	25033	0.0027321673	4.2872426	33	0.8839
chr10_61051090_61274722	25034	0.0027321671	4.463111	109	0.4874
chr5_81001888_81026412	25035	0.0027320176	4.830495	68	2.7728
