block_id	chrom	observed_top1	observed_total	avi_top1_count	unconditional_ratio	conditional_ratio	eqtl_variant_count	eqtl_variants_per_kb
chr11_45204972_45261857	chr11	49	1547	9523	0.00514544	0.567611	143	2.5138
chr11_45261857_45337971	chr11	5	2171	1061	0.00471254	0.495656	192	2.5225
chr11_45337971_45393595	chr11	4	1546	581	0.00688468	0.743118	175	3.1461
chr11_45393595_45507736	chr11	3	3462	610	0.00491803	0.486438	256	2.2428
chr11_45507736_45538856	chr11	0	938	113	0	0	66	2.1208
chr11_45538856_45622956	chr11	3	2629	444	0.00675676	0.648433	215	2.5565
chr11_45622956_45651376	chr11	11	852	2821	0.00389933	0.390207	111	3.9057
chr11_45651376_45685808	chr11	7	954	1217	0.00575185	0.622791	108	3.1366
chr11_45685808_45740676	chr11	1	1440	570	0.00175439	0.200541	172	3.1348
chr11_45740676_45796560	chr11	5	1581	588	0.0085034	0.901716	190	3.3999
chr11_45796560_45892911	chr11	37	2378	7352	0.00503264	0.611733	256	2.657
chr11_45892911_45927650	chr11	80	979	11563	0.00691862	0.736504	66	1.8999
chr11_45927650_46147597	chr11	77	4747	16665	0.00462046	0.642252	315	1.4322
chr11_46147597_46254943	chr11	9	2546	2003	0.00449326	0.568343	175	1.6302
chr11_46254943_46309432	chr11	29	1323	4221	0.00687041	0.848893	98	1.7985
chr11_46309432_46729088	chr11	232	9889	46578	0.00498089	0.634117	593	1.4131
chr11_46729088_46896432	chr11	100	3743	26796	0.0037319	0.500543	347	2.0736
chr11_46896432_47060913	chr11	56	3130	8876	0.00630915	0.994634	288	1.751
chr11_47060913_47222114	chr11	101	3567	12945	0.00780224	1.0578	307	1.9045
chr11_47222114_47349406	chr11	179	3256	29968	0.00597304	0.70054	346	2.7182
chr11_47349406_47693058	chr11	214	8290	40933	0.00522806	0.650168	737	2.1446
chr11_47693058_47886089	chr11	88	4688	18140	0.00485116	0.599247	468	2.4245
chr11_47886089_48087008	chr11	26	4714	4302	0.0060437	0.77278	462	2.2994
chr11_48087008_48224784	chr11	40	3642	6747	0.00592856	0.672828	443	3.2154
chr11_48224784_48982087	chr11	50	27051	2934	0.0170416	1.43126	3198	4.2229
chr11_48982087_49824008	chr11	60	17377	9662	0.00620989	0.902614	2672	3.1737
chr11_55572353_56066656	chr11	97	15819	9159	0.0105907	0.992794	1808	3.6577
chr11_56066656_56361048	chr11	96	8624	9031	0.0106301	1.08861	998	3.39
chr11_56361048_56620297	chr11	56	7490	5957	0.00940071	0.976151	773	2.9817
chr11_56620297_56714292	chr11	19	2506	2230	0.00852018	0.958724	209	2.2235
chr11_56714292_56858541	chr11	9	4226	1474	0.00610583	0.625244	541	3.7505
chr11_56858541_56892529	chr11	5	991	249	0.0200803	2.06606	109	3.207
chr11_56892529_57146683	chr11	25	7290	2113	0.0118315	1.23746	724	2.8487
chr11_57146683_57236870	chr11	32	2549	4957	0.00645552	0.685214	248	2.7498
chr11_57236870_57309990	chr11	23	1926	3582	0.00642099	0.731313	235	3.2139
chr11_57309990_57381258	chr11	66	1952	14009	0.00471126	0.516027	181	2.5397
chr11_57381258_57445107	chr11	27	1806	4107	0.00657414	0.697263	171	2.6782
chr11_57445107_57508974	chr11	42	1496	7591	0.00553287	0.708625	81	1.2683
chr11_57508974_57589880	chr11	39	1924	4345	0.00897583	1.13233	181	2.2372
chr11_57589880_57640909	chr11	15	1221	3637	0.00412428	0.517095	105	2.0577
chr11_57640909_57899639	chr11	175	5913	29027	0.00602887	0.7914	398	1.5383
chr11_57899639_58067393	chr11	11	4178	1652	0.0066586	0.802063	656	3.9105
chr11_58067393_58149040	chr11	13	2134	1367	0.00950988	1.09155	287	3.5151
chr11_58149040_58221540	chr11	30	2032	2652	0.0113122	1.21083	238	3.2828
chr11_58221540_58346268	chr11	13	3233	1787	0.00727476	0.841973	531	4.2573
chr11_58346268_58669855	chr11	90	8158	11054	0.00814185	0.968839	975	3.0131
chr11_58669855_58690022	chr11	0	572	86	0	0	15	0.7438
chr11_58690022_58899328	chr11	33	6125	2966	0.0111261	1.14062	817	3.9034
chr11_58899328_58980647	chr11	4	2165	1095	0.00365297	0.411625	225	2.7669
chr11_58980647_59076341	chr11	4	2583	597	0.00670017	0.744676	269	2.811
chr11_59076341_59176798	chr11	23	2678	4338	0.00530198	0.596663	282	2.8072
chr11_59176798_59270746	chr11	47	2439	7373	0.00637461	0.736632	210	2.2353
chr11_59270746_59420072	chr11	13	4430	1792	0.00725446	0.733598	201	1.346
chr11_59420072_59480330	chr11	31	1664	2796	0.0110873	1.2045	100	1.6595
chr11_59480330_59852733	chr11	117	9376	21295	0.00549425	0.654674	824	2.2127
chr11_59852733_59978903	chr11	19	3211	3510	0.00541311	0.638092	49	0.3884
chr11_59978903_60048528	chr11	5	1852	993	0.00503525	0.567893	93	1.3357
chr11_60048528_60087099	chr11	5	1002	781	0.00640205	0.739322	102	2.6445
chr11_60087099_60275314	chr11	22	5037	3254	0.00676091	0.757894	436	2.3165
chr11_60275314_60339632	chr11	12	1805	1888	0.00635593	0.679447	257	3.9958
chr11_60339632_60463249	chr11	43	3389	4190	0.0102625	1.12301	356	2.8799
chr11_60463249_60506920	chr11	11	1158	1751	0.00628212	0.710743	190	4.3507
chr11_60506920_60750709	chr11	24	6248	3004	0.00798935	0.935202	735	3.0149
chr11_60750709_60759100	chr11	1	231	137	0.00729927	0.795431	10	1.1918
chr11_60759100_60769587	chr11	9	323	772	0.011658	1.13552	19	1.8118
chr11_60769587_60807740	chr11	18	1237	1685	0.0106825	0.988446	89	2.3327
chr11_60807740_60840970	chr11	1	908	210	0.0047619	0.522813	137	4.1228
chr11_60840970_60956366	chr11	130	3130	18534	0.00701414	0.775786	325	2.8164
chr11_60956366_60992375	chr11	2	1000	349	0.00573066	0.619066	96	2.666
chr11_60992375_61068667	chr11	7	2160	3651	0.00191728	0.203157	183	2.3987
chr11_61068667_61250234	chr11	44	3669	9342	0.00470991	0.699235	383	2.1094
chr11_61250234_61513564	chr11	216	6704	33028	0.00653991	0.770653	479	1.819
chr11_61513564_61612856	chr11	36	2608	10148	0.0035475	0.405182	164	1.6517
chr11_61612856_61655211	chr11	1	1176	464	0.00215517	0.232863	112	2.6443
chr11_61655211_61762358	chr11	46	2740	11454	0.00401606	0.471142	237	2.2119
chr11_61762358_61771548	chr11	25	254	2679	0.00933184	1.01291	19	2.0675
chr11_61771548_61857211	chr11	63	1991	14675	0.00429302	0.554122	159	1.8561
chr11_61857211_61874070	chr11	0	586	1295	0	0	68	4.0335
chr11_61874070_61902565	chr11	14	829	3902	0.0035879	0.369978	64	2.246
chr11_61902565_61944003	chr11	17	1057	2654	0.00640543	0.753344	93	2.2443
chr11_61944003_62001234	chr11	17	1399	4736	0.00358953	0.440527	146	2.5511
chr11_62001234_62044445	chr11	3	1251	358	0.00837989	0.868353	125	2.8928
chr11_62044445_62103260	chr11	2	1378	160	0.0125	1.60055	171	2.9074
chr11_62103260_62128269	chr11	3	670	480	0.00625	0.699879	103	4.1185
chr11_62128269_62213641	chr11	31	2595	4273	0.00725486	0.716025	372	4.3574
chr11_62213641_62286696	chr11	8	1931	1048	0.00763359	0.866398	244	3.3399
chr11_62286696_62415535	chr11	36	3416	3538	0.0101752	1.15132	480	3.7256
chr11_62415535_62435449	chr11	12	559	1055	0.0113744	1.21562	80	4.0173
chr11_62435449_62458303	chr11	6	605	570	0.0105263	1.1929	77	3.3692
chr11_62458303_62680091	chr11	288	5769	54527	0.00528179	0.609172	358	1.6142
chr11_62680091_62754191	chr11	78	1977	14798	0.00527098	0.592686	115	1.552
chr11_62754191_62885307	chr11	101	3438	19900	0.00507538	0.580683	200	1.5254
chr11_62885307_62951265	chr11	26	1534	5597	0.00464535	0.599213	140	2.1226
chr11_62951265_63010009	chr11	16	1427	5245	0.00305052	0.376734	123	2.0938
chr11_63010009_63030289	chr11	5	542	887	0.00563698	0.632756	29	1.43
chr11_63030289_63146380	chr11	14	3322	1218	0.0114943	1.20504	481	4.1433
chr11_63146380_63396383	chr11	41	7705	3828	0.0107106	1.04257	791	3.164
chr11_63396383_63510858	chr11	42	3179	2959	0.014194	1.53337	304	2.6556
chr11_63510858_63589857	chr11	31	1869	3325	0.00932331	1.18223	129	1.6329
chr11_63589857_63811700	chr11	75	5190	14681	0.00510864	0.655096	395	1.7805
chr11_63811700_64017770	chr11	127	5358	26366	0.00481681	0.555767	493	2.3924
chr11_64017770_64053659	chr11	5	945	1287	0.003885	0.442631	70	1.9505
chr11_64053659_64081052	chr11	8	825	1431	0.0055905	0.556874	47	1.7158
chr11_64081052_64097278	chr11	1	461	598	0.00167224	0.176576	55	3.3896
chr11_64097278_64339478	chr11	311	6417	50110	0.00620635	0.702748	565	2.3328
chr11_64339478_64386086	chr11	86	1268	12803	0.00671718	0.740712	148	3.1754
chr11_64386086_64452647	chr11	3	1679	541	0.00554529	0.659499	179	2.6893
chr11_64452647_64545819	chr11	0	2676	361	0	0	249	2.6725
chr11_64545819_64583687	chr11	16	1042	2280	0.00701754	0.765087	85	2.2446
chr11_64583687_64716177	chr11	117	3235	21663	0.00540091	0.663586	244	1.8416
chr11_64716177_64819712	chr11	165	2691	32422	0.00508914	0.587407	181	1.7482
chr11_64819712_64891952	chr11	93	2107	14463	0.0064302	0.661392	184	2.5471
chr11_64891952_65021605	chr11	111	3306	20346	0.00545562	0.641867	412	3.1777
chr11_65021605_65171140	chr11	187	3707	27871	0.00670948	0.811952	319	2.1333
chr11_65171140_65212441	chr11	46	965	6643	0.00692458	0.889095	106	2.5665
chr11_65212441_65372738	chr11	68	3849	12497	0.00544131	0.679832	302	1.884
chr11_65372738_65489858	chr11	42	3180	5622	0.00747065	0.825436	351	2.9969
chr11_65489858_65597847	chr11	172	2805	26373	0.00652182	0.753246	202	1.8706
chr11_65597847_65725778	chr11	183	3369	35751	0.00511874	0.583121	333	2.603
chr11_65725778_65803046	chr11	57	1978	6833	0.00834187	0.977593	199	2.5755
chr11_65803046_65896512	chr11	122	2578	19180	0.00636079	0.691836	264	2.8246
chr11_65896512_66016444	chr11	97	3291	15116	0.00641704	0.701558	376	3.1351
chr11_66016444_66210982	chr11	65	4467	14226	0.0045691	0.596953	462	2.3749
chr11_66210982_66295818	chr11	113	2127	20938	0.00539689	0.645769	158	1.8624
chr11_66295818_66415549	chr11	118	3085	16183	0.0072916	0.848977	309	2.5808
chr11_66415549_66574039	chr11	218	4033	30112	0.00723964	0.853516	370	2.3345
chr11_66574039_66882141	chr11	297	7285	51851	0.00572795	0.726751	381	1.2366
chr11_66882141_66975627	chr11	13	2171	2091	0.00621712	0.803151	223	2.3854
chr11_66975627_67055168	chr11	36	1950	4157	0.00866009	1.05974	139	1.7475
chr11_67055168_67074998	chr11	13	475	1591	0.00817096	1.02335	40	2.0171
chr11_67074998_67424636	chr11	252	8329	47617	0.00529223	0.666478	673	1.9248
chr11_67424636_67572478	chr11	225	4065	26198	0.00858844	0.937072	350	2.3674
chr11_67572478_67643949	chr11	73	2104	8426	0.00866366	0.88289	332	4.6452
chr11_67643949_67716396	chr11	54	2220	4093	0.0131933	1.29164	306	4.2238
chr11_67716396_67750898	chr11	2	1131	103	0.0194175	1.77703	256	7.4199
chr11_67750898_67873157	chr11	16	3382	1292	0.0123839	1.34303	952	7.7867
chr11_67873157_68007658	chr11	12	3038	4285	0.00280047	0.371954	669	4.9739
chr11_68007658_68029334	chr11	27	744	3181	0.0084879	0.74187	72	3.3216
chr11_68029334_68153664	chr11	76	3234	11099	0.00684746	0.789745	226	1.8177
chr11_68153664_68233420	chr11	17	2124	6163	0.0027584	0.310733	158	1.981
chr11_68233420_68339374	chr11	21	2875	2426	0.00865622	0.957038	277	2.6143
chr11_68339374_68395491	chr11	22	1863	3676	0.00598477	0.540817	154	2.7443
chr11_68395491_68439970	chr11	58	1493	6027	0.00962336	0.860089	118	2.6529
chr11_68439970_68641092	chr11	43	5541	8632	0.00498146	0.542438	477	2.3717
chr11_68641092_68685961	chr11	8	1384	674	0.0118694	1.15441	141	3.1425
chr11_68685961_68762850	chr11	22	2030	3744	0.00587607	0.667692	117	1.5217
chr11_68762850_68805399	chr11	15	1193	2463	0.00609013	0.651624	79	1.8567
chr11_68805399_68849472	chr11	9	1253	1365	0.00659341	0.695749	125	2.8362
chr11_68849472_68973483	chr11	52	3699	5547	0.00937444	0.942849	428	3.4513
chr11_68973483_69030235	chr11	22	1709	3021	0.00728236	0.725491	141	2.4845
chr11_69030235_69042969	chr11	1	435	86	0.0116279	1.02117	38	2.9841
chr11_69042969_69103076	chr11	40	2171	4285	0.00933489	0.775346	274	4.5585
chr11_69103076_69132369	chr11	4	1038	795	0.00503145	0.425972	69	2.3555
chr11_69132369_69211181	chr11	11	2317	1594	0.00690088	0.704193	125	1.5861
chr11_69211181_69273201	chr11	9	1763	683	0.0131772	1.39066	134	2.1606
chr11_69273201_69311445	chr11	10	1249	1222	0.00818331	0.751711	83	2.1703
chr11_69311445_69374868	chr11	4	1878	639	0.00625978	0.634208	118	1.8605
chr11_69374868_69414366	chr11	1	1338	219	0.00456621	0.404386	61	1.5444
chr11_69414366_69449215	chr11	4	1191	769	0.00520156	0.456597	32	0.9182
chr11_69449215_69465796	chr11	3	523	333	0.00900901	0.856855	13	0.784
chr11_69465796_69492927	chr11	5	962	548	0.00912409	0.771972	52	1.9166
chr11_69492927_69513400	chr11	4	734	266	0.0150376	1.2583	13	0.635
chr11_69513400_69576079	chr11	5	2100	394	0.0126904	1.13631	57	0.9094
chr11_69576079_69633605	chr11	3	1739	411	0.00729927	0.724378	42	0.7301
chr11_69633605_69697902	chr11	14	1936	4546	0.00307963	0.306835	106	1.6486
chr11_69697902_69728843	chr11	5	946	1659	0.00301386	0.295725	25	0.808
chr11_69728843_69764324	chr11	3	1172	399	0.0075188	0.68287	40	1.1274
chr11_69764324_69789759	chr11	11	801	1712	0.00642523	0.612082	27	1.0615
chr11_69789759_69838961	chr11	13	1734	1628	0.00798526	0.679742	84	1.7072
chr11_69838961_69876199	chr11	5	1232	376	0.0132979	1.20581	28	0.7519
chr11_69876199_69900782	chr11	3	873	194	0.0154639	1.30636	13	0.5288
chr11_69900782_69968723	chr11	7	2308	891	0.00785634	0.693805	158	2.3255
chr11_69968723_69993757	chr11	9	869	617	0.0145867	1.26063	31	1.2383
chr11_69993757_70064397	chr11	5	2433	683	0.00732064	0.637645	97	1.3732
chr11_70064397_70104809	chr11	16	1398	1711	0.00935126	0.810951	127	3.1426
chr11_70104809_70128515	chr11	9	785	1594	0.00564617	0.511522	72	3.0372
chr11_70128515_70168567	chr11	24	1216	2903	0.00826731	0.816914	34	0.8489
chr11_70168567_70256660	chr11	12	2580	2687	0.00446595	0.457464	115	1.3054
chr11_70256660_70445777	chr11	67	5316	12821	0.0052258	0.557725	444	2.3478
chr11_70445777_70533356	chr11	32	2671	6410	0.0049922	0.491065	74	0.845
chr11_70533356_70575363	chr11	2	1351	143	0.013986	1.30461	35	0.8332
chr11_70575363_70586855	chr11	0	468	36	0	0	15	1.3053
chr11_70586855_70612614	chr11	1	887	61	0.0163934	1.42823	73	2.834
chr11_70612614_70644719	chr11	0	1083	150	0	0	13	0.4049
chr11_70644719_70719541	chr11	11	2256	1770	0.00621469	0.618345	62	0.8286
chr11_70719541_70767658	chr11	2	1502	260	0.00769231	0.739276	49	1.0184
chr11_70767658_70828574	chr11	11	1877	1473	0.00746775	0.727073	79	1.2969
chr11_70828574_70879957	chr11	1	1662	140	0.00714286	0.662494	49	0.9536
chr11_70879957_71076884	chr11	7	3155	1031	0.00678952	0.625757	96	0.4875
chr11_71076884_71215025	chr11	20	4480	2094	0.0095511	0.883526	145	1.0497
chr11_71215025_71256388	chr11	1	1258	477	0.00209644	0.206792	64	1.5473
chr11_71256388_71308366	chr11	3	1711	264	0.0113636	1.03564	105	2.0201
chr11_71308366_71352348	chr11	1	1539	96	0.0104167	0.893072	165	3.7515
chr11_71352348_71401007	chr11	5	1750	212	0.0235849	1.96735	194	3.9869
chr11_71401007_71530651	chr11	63	4108	7499	0.00840112	0.795391	578	4.4584
chr11_71530651_71586962	chr11	11	1875	755	0.0145695	1.31268	282	5.0079
chr11_71586962_71652615	chr11	8	1961	762	0.0104987	1.05447	272	4.143
chr11_71652615_71835308	chr11	20	4570	1746	0.0114548	1.37377	1115	6.1031
chr11_71835308_72132653	chr11	169	7960	24358	0.00693817	0.777524	1060	3.5649
chr11_72132653_72236778	chr11	53	2631	12930	0.00409899	0.486668	327	3.1405
chr11_72236778_72357033	chr11	84	2769	11219	0.0074873	0.975498	213	1.7712
chr11_72357033_72466996	chr11	54	2706	5324	0.0101427	1.2365	163	1.4823
chr11_72466996_72491855	chr11	0	704	113	0	0	36	1.4482
chr11_72491855_72550014	chr11	1	1695	218	0.00458716	0.472185	110	1.8914
chr11_72550014_72575629	chr11	3	765	393	0.00763359	0.766801	82	3.2012
chr11_72575629_72622902	chr11	27	1423	7989	0.00337965	0.336822	108	2.2846
chr11_72622902_72678939	chr11	28	1562	3739	0.00748863	0.805968	171	3.0516
chr11_72678939_72713471	chr11	77	1050	8930	0.00862262	0.850732	101	2.9248
chr11_72713471_72766770	chr11	26	1362	4257	0.00610759	0.717023	153	2.8706
chr11_72766770_73184729	chr11	88	9761	15114	0.00582242	0.747935	617	1.4762
chr11_73184729_73200450	chr11	6	436	488	0.0122951	1.32998	44	2.7988
chr11_73200450_73228310	chr11	8	782	813	0.0098401	1.05171	51	1.8306
chr11_73228310_73246275	chr11	16	524	2239	0.00714605	0.734993	26	1.4473
chr11_73246275_73292039	chr11	10	1206	1258	0.00794913	0.904935	118	2.5784
chr11_73292039_73603073	chr11	160	7717	23369	0.00684668	0.827867	802	2.5785
chr11_73603073_73655652	chr11	19	1390	2020	0.00940594	1.06738	177	3.3664
chr11_73655652_73962395	chr11	76	7557	11167	0.00680577	0.82875	991	3.2307
chr11_73962395_74005980	chr11	65	1267	5206	0.0124856	1.28852	140	3.2121
chr11_74005980_74267198	chr11	111	6223	15178	0.00731322	0.920943	613	2.3467
chr11_74267198_74450723	chr11	54	4275	8944	0.00603757	0.777575	614	3.3456
chr11_74450723_74481928	chr11	11	845	1300	0.00846154	0.937428	93	2.9803
chr11_74481928_74546511	chr11	13	1571	1653	0.00786449	0.969915	249	3.8555
chr11_74546511_74564011	chr11	1	464	348	0.00287356	0.325134	60	3.4286
chr11_74564011_74688481	chr11	40	3268	5156	0.00775795	0.886443	415	3.3341
chr11_74688481_74701962	chr11	7	341	964	0.00726141	0.861212	27	2.0028
chr11_74701962_74734654	chr11	21	925	3089	0.00679832	0.720813	78	2.3859
chr11_74734654_74986878	chr11	54	6071	9750	0.00553846	0.690298	522	2.0696
chr11_74986878_75070079	chr11	27	1952	2384	0.0113255	1.4482	186	2.2356
chr11_75070079_75154671	chr11	20	2200	2181	0.00917011	1.0578	292	3.4519
chr11_75154671_75176120	chr11	11	628	2060	0.00533981	0.547135	80	3.7298
chr11_75176120_75279661	chr11	39	2832	7497	0.00520208	0.570581	84	0.8113
chr11_75279661_75315027	chr11	15	964	2101	0.00713946	0.78577	46	1.3007
chr11_75315027_75364822	chr11	12	1288	1742	0.00688863	0.798959	106	2.1287
chr11_75364822_75439098	chr11	33	1994	6394	0.00516109	0.576748	167	2.2484
chr11_75439098_75509017	chr11	38	1809	5128	0.0074103	0.859238	156	2.2312
chr11_75509017_75557292	chr11	9	1296	1099	0.00818926	0.915131	181	3.7494
chr11_75557292_75577107	chr11	35	618	3736	0.00936831	0.901131	55	2.7757
chr11_75577107_75609623	chr11	8	834	2532	0.00315956	0.369555	72	2.2143
chr11_75609623_75723193	chr11	13	2766	2905	0.00447504	0.551226	227	1.9988
chr11_75723193_75858131	chr11	58	3555	6444	0.00900062	1.02492	307	2.2751
chr11_75858131_76144020	chr11	51	7053	8754	0.00582591	0.708449	463	1.6195
chr11_76144020_76172791	chr11	4	959	570	0.00701754	0.631601	93	3.2324
chr11_76172791_76249492	chr11	38	2294	5125	0.00741463	0.743736	179	2.3337
chr11_76249492_76268942	chr11	1	682	413	0.00242131	0.20716	71	3.6504
chr11_76268942_76324763	chr11	8	1839	1519	0.00526662	0.479589	132	2.3647
chr11_76324763_76396608	chr11	15	1789	6108	0.0024558	0.295869	141	1.9626
chr11_76396608_76556287	chr11	60	3639	12938	0.0046375	0.61048	253	1.5844
chr11_76556287_76590331	chr11	3	899	857	0.00350058	0.397688	92	2.7024
chr11_76590331_76627535	chr11	7	1125	905	0.00773481	0.767375	108	2.9029
chr11_76627535_76643071	chr11	1	488	644	0.0015528	0.148305	61	3.9264
chr11_76643071_76659143	chr11	5	512	384	0.0130208	1.2262	50	3.111
chr11_76659143_76711657	chr11	24	1668	4032	0.00595238	0.5622	58	1.1045
chr11_76711657_76721112	chr11	0	365	55	0	0	24	2.5383
chr11_76721112_76752113	chr11	0	995	203	0	0	115	3.7096
chr11_76752113_76805948	chr11	19	1551	2820	0.00673759	0.701582	136	2.5262
chr11_76805948_76842443	chr11	2	961	182	0.010989	1.25196	101	2.7675
chr11_76842443_76972261	chr11	5	2937	1249	0.0040032	0.530835	452	3.4818
chr11_76972261_77035642	chr11	2	1372	1734	0.0011534	0.159848	154	2.4298
chr11_77035642_77085113	chr11	13	1428	2252	0.00577265	0.599955	157	3.1736
chr11_77085113_77093085	chr11	3	218	197	0.0152284	1.67066	13	1.6307
chr11_77093085_77128072	chr11	43	1055	4658	0.00923143	0.918427	16	0.4573
chr11_77128072_77153629	chr11	19	732	1592	0.0119347	1.25006	35	1.3695
chr11_77153629_77172804	chr11	30	647	3957	0.0075815	0.674074	25	1.3038
chr11_77172804_77210681	chr11	89	1358	9943	0.00895102	0.748979	150	3.9602
chr11_77210681_77301259	chr11	26	2369	4113	0.00632142	0.725093	386	4.2615
chr11_77301259_77484926	chr11	22	4301	6579	0.00334397	0.428396	551	3.0
chr11_77484926_77522966	chr11	0	903	159	0	0	98	2.5762
chr11_77522966_77639292	chr11	15	2797	3694	0.00406064	0.506641	242	2.0804
chr11_77639292_77993546	chr11	75	8149	17506	0.00428425	0.558735	797	2.2498
chr11_77993546_78017886	chr11	13	663	1029	0.0126336	1.39141	70	2.8759
chr11_78017886_78172809	chr11	41	4472	5969	0.00686882	0.713868	733	4.7314
chr11_78172809_78195340	chr11	14	646	2168	0.00645756	0.675675	73	3.24
chr11_78195340_78424658	chr11	108	6788	13072	0.00826193	0.837335	625	2.7255
chr11_78424658_78643156	chr11	30	6329	4316	0.00695088	0.719902	584	2.6728
chr11_78643156_78684171	chr11	48	1017	6958	0.00689853	0.834641	61	1.4873
chr11_78684171_78749917	chr11	34	1791	6034	0.00563474	0.620538	96	1.4602
chr11_78749917_78799777	chr11	17	1389	1970	0.00862944	0.929296	24	0.4813
chr11_78799777_78862134	chr11	24	1629	2895	0.00829016	0.952024	36	0.5773
chr11_78862134_78940023	chr11	23	2258	2670	0.00861423	0.891436	10	0.1284
chr11_78940023_78991481	chr11	15	1442	1348	0.0111276	1.19127	13	0.2526
chr11_78991481_79031678	chr11	3	1242	537	0.00558659	0.542426	21	0.5224
chr11_79031678_79060044	chr11	3	860	275	0.0109091	1.07947	10	0.3525
chr11_79060044_79099895	chr11	12	1265	1588	0.00755668	0.714169	19	0.4768
chr11_79099895_79123183	chr11	5	710	252	0.0198413	1.95238	0	0.0
chr11_79123183_79162317	chr11	2	1258	342	0.00584795	0.545756	1	0.0256
chr11_79162317_79203947	chr11	3	1141	299	0.0100334	1.09823	1	0.024
chr11_79203947_79228360	chr11	2	737	214	0.00934579	0.928734	18	0.7373
chr11_79228360_79295447	chr11	7	1919	927	0.00755124	0.791959	12	0.1789
chr11_79295447_79309491	chr11	1	447	110	0.00909091	0.856864	3	0.2136
chr11_79309491_79343945	chr11	3	1121	301	0.00996678	0.918988	5	0.1451
chr11_79343945_79452384	chr11	6	3184	1928	0.00311203	0.317964	281	2.5913
chr11_79452384_79496131	chr11	5	1292	394	0.0126904	1.28908	119	2.7202
chr11_79496131_79576332	chr11	3	2308	274	0.0109489	1.14139	15	0.187
chr11_79576332_79612813	chr11	0	1195	131	0	0	7	0.1919
chr11_79612813_79663713	chr11	1	1673	359	0.00278552	0.254243	6	0.1179
chr11_79663713_79735324	chr11	6	2103	375	0.016	1.63449	1	0.014
chr11_79735324_79771600	chr11	0	1151	62	0	0	0	0.0
chr11_79771600_79804720	chr11	0	1089	87	0	0	2	0.0604
chr11_79804720_79877972	chr11	0	2246	85	0	0	1	0.0137
chr11_79877972_80012931	chr11	7	3947	523	0.0133843	1.37294	80	0.5928
chr11_80012931_80088489	chr11	1	2201	330	0.0030303	0.312081	0	0.0
chr11_80088489_80188957	chr11	7	2997	365	0.0191781	1.92871	0	0.0
chr11_80188957_80259181	chr11	0	2143	56	0	0	0	0.0
chr11_80259181_80301466	chr11	2	1333	164	0.0121951	1.16055	0	0.0
chr11_80301466_80314806	chr11	0	380	1	0	0	0	0.0
chr11_80314806_80324194	chr11	0	247	105	0	0	0	0.0
chr11_80324194_80383741	chr11	0	1738	104	0	0	0	0.0
chr11_80383741_80417343	chr11	0	1042	58	0	0	1	0.0298
chr11_80417343_80484087	chr11	0	2104	159	0	0	1	0.015
chr11_80484087_80582295	chr11	2	3204	445	0.00449438	0.413281	0	0.0
chr11_80582295_80604491	chr11	0	586	122	0	0	0	0.0
chr11_80604491_80633819	chr11	0	837	48	0	0	0	0.0
chr11_80633819_80715987	chr11	0	2445	205	0	0	0	0.0
chr11_80715987_80863031	chr11	0	4023	439	0	0	0	0.0
chr11_80863031_80982268	chr11	5	3422	404	0.0123762	1.29372	0	0.0
chr11_80982268_81010713	chr11	2	774	125	0.016	1.76403	0	0.0
chr11_81010713_81039845	chr11	1	835	26	0.0384615	4.02561	0	0.0
chr11_81039845_81088163	chr11	2	1330	105	0.0190476	2.07596	0	0.0
chr11_81088163_81123625	chr11	0	1016	11	0	0	0	0.0
chr11_81123625_81164418	chr11	0	1123	7	0	0	0	0.0
chr11_81164418_81219891	chr11	2	1760	189	0.010582	1.0006	1	0.018
chr11_81219891_81269845	chr11	3	1475	245	0.0122449	1.2441	0	0.0
chr11_81269845_81311732	chr11	0	1259	67	0	0	0	0.0
chr11_81311732_81440284	chr11	2	3814	267	0.00749064	0.757422	1	0.0078
chr11_81440284_81500560	chr11	0	2017	85	0	0	4	0.0664
chr11_81500560_81531060	chr11	0	936	3	0	0	0	0.0
chr11_81531060_81644393	chr11	2	3283	50	0.04	4.14254	0	0.0
chr11_81644393_81747371	chr11	0	3174	130	0	0	0	0.0
chr11_81747371_81858884	chr11	1	3255	184	0.00543478	0.55857	3	0.0269
chr11_81858884_81944475	chr11	0	2450	121	0	0	3	0.0351
chr11_81944475_82103099	chr11	0	4485	209	0	0	6	0.0378
chr11_82103099_82272933	chr11	4	4462	535	0.00747664	0.853734	220	1.2954
chr11_82272933_82339403	chr11	0	1690	70	0	0	64	0.9628
chr11_82339403_82486655	chr11	1	3837	200	0.005	0.575653	26	0.1766
chr11_82486655_82557706	chr11	2	2054	159	0.0125786	1.30534	41	0.5771
chr11_82557706_82590098	chr11	0	964	19	0	0	23	0.7101
chr11_82590098_82624405	chr11	2	982	136	0.0147059	1.54129	93	2.7108
chr11_82624405_82643936	chr11	0	611	111	0	0	34	1.7408
chr11_82643936_82676568	chr11	1	932	58	0.0172414	1.81101	155	4.7499
chr11_82676568_82749183	chr11	17	2108	2298	0.00739774	0.764497	226	3.1123
chr11_82749183_82856906	chr11	27	2954	4662	0.00579151	0.633593	247	2.2929
chr11_82856906_82979391	chr11	25	2933	3329	0.00750976	0.940845	334	2.7269
chr11_82979391_83107184	chr11	20	3157	3966	0.00504286	0.612394	253	1.9798
chr11_83107184_83127733	chr11	1	520	183	0.00546448	0.647825	35	1.7032
