rank	avi_constraint_percentile	block_id	chrom	start	end	length_bp	avi_top1_fraction	avi_max	avi_top10_mean	avi_top1_count	avi_top1_per_kb	avi_top1_mean	avi_mean	n_scored
23041	41.035	chr21_34567115_34595494	chr21	34567115	34595494	28379	0.0034180204	24.53254	23.900734	291	10.254061	21.346964	4.4563304	85137
23042	41.0324	chr12_1565586_1573585	chr12	1565586	1573585	7999	0.0034170938	35.31393	29.159951	82	10.251281	22.753397	4.6482603	23997
23043	41.0298	chr18_26578560_26627729	chr18	26578560	26627729	49169	0.003416787	25.73288	25.369052	504	10.250361	21.419528	4.711467	147507
23044	41.0273	chr8_129243768_129341425	chr8	129243768	129341425	97657	0.0034167204	24.904	24.450324	1001	10.250161	21.305007	4.3118304	292971
23045	41.0247	chr6_125152855_125187297	chr6	125152855	125187297	34442	0.0034163715	39.16916	36.619857	353	10.249114	23.124604	4.6577723	103326
23046	41.0222	chr19_19950316_20051886	chr19	19950316	20051886	101570	0.0034163631	41.77523	35.898571	1041	10.249089	23.792863	3.1431081	304710
23047	41.0196	chr18_60137109_60248736	chr18	60137109	60248736	111627	0.0034161389	24.59064	23.685098	1144	10.248417	21.096391	3.7349423	334881
23048	41.017	chr2_192110724_192165273	chr2	192110724	192165273	54549	0.0034158891	30.72127	26.24641	559	10.247667	21.436219	5.1476458	163647
23049	41.0145	chr14_85398387_85470210	chr14	85398387	85470210	71823	0.0034158046	25.26961	24.532396	736	10.247414	21.250588	4.189226	215469
23050	41.0119	chr3_194837808_194868450	chr3	194837808	194868450	30642	0.003415791	24.76152	24.265814	314	10.247373	21.401489	4.2257432	91926
23051	41.0094	chr5_56686816_56734438	chr5	56686816	56734438	47622	0.0034157882	24.98203	24.507112	488	10.247365	21.421309	4.8161276	142866
23052	41.0068	chr13_108707976_108753258	chr13	108707976	108753258	45282	0.0034156324	44.56788	38.994177	464	10.246897	24.755293	3.4262079	135846
23053	41.0042	chr5_157960383_158026459	chr5	157960383	158026459	66076	0.0034152592	28.0276	27.887531	677	10.245778	21.353895	4.552453	198228
23054	41.0017	chr9_81076024_81097114	chr9	81076024	81097114	21090	0.0034139403	24.17876	23.673624	216	10.241821	21.118917	4.8374408	63270
23055	40.9991	chr8_68812997_68928325	chr8	68812997	68928325	115328	0.0034134526	40.35613	36.683601	1181	10.240358	22.063825	4.2887673	345984
23056	40.9966	chr16_65988639_66019498	chr16	65988639	66019498	30859	0.0034133748	24.47464	24.094603	316	10.240124	21.232374	4.3305646	92577
23057	40.994	chr10_127961628_127969149	chr10	127961628	127969149	7521	0.0034126668	23.18908	22.74832	77	10.238	21.223655	3.7430571	22563
23058	40.9915	chr17_50285614_50301633	chr17	50285614	50301633	16019	0.0034126142	28.87618	26.342114	164	10.237843	22.362338	4.4007501	48057
23059	40.9889	chr1_181858782_182077906	chr1	181858782	182077906	219124	0.0034120711	45.74126	37.793148	2243	10.236213	24.152302	3.7356684	657372
23060	40.9863	chr4_85475380_85516714	chr4	85475380	85516714	41334	0.0034112353	34.5572	29.942447	423	10.233706	21.581519	4.8736796	124002
23061	40.9838	chr6_155579391_155669789	chr6	155579391	155669789	90398	0.0034108424	23.68936	23.238792	925	10.232527	21.055592	4.2430808	271194
23062	40.9812	chrX_130713576_131080451	chrX	130713576	131080451	366875	0.0034107893	40.38427	37.871018	3754	10.232368	21.684527	5.5185192	1100625
23063	40.9787	chr16_12534222_12576638	chr16	12534222	12576638	42416	0.0034106626	42.12216	39.085196	434	10.231988	22.937219	3.7522332	127248
23064	40.9761	chr7_14729267_14816549	chr7	14729267	14816549	87282	0.0034104015	49.53695	44.622153	893	10.231205	24.225522	3.7007231	261846
23065	40.9735	chr3_21913706_21959454	chr3	21913706	21959454	45748	0.0034099851	27.24608	26.664727	468	10.229955	21.422358	4.0905092	137244
23066	40.971	chr15_54043842_54113446	chr15	54043842	54113446	69604	0.0034097657	24.92192	24.152589	712	10.229297	21.17893	3.9222008	208812
23067	40.9684	chr9_104957744_104982380	chr9	104957744	104982380	24636	0.0034096444	24.39875	24.004243	252	10.228933	21.407072	4.8302857	73908
23068	40.9659	chr7_29706440_29757204	chr7	29706440	29757204	50764	0.0034079269	25.45751	25.397693	519	10.223781	21.371977	3.7298631	152292
23069	40.9633	chr4_174549163_174570682	chr4	174549163	174570682	21519	0.0034078411	24.68465	23.993822	220	10.223523	21.365063	3.9093025	64557
23070	40.9607	chr2_80489399_80512778	chr2	80489399	80512778	23379	0.0034076165	26.19513	25.455325	239	10.22285	22.054019	4.6590472	70137
23071	40.9582	chr1_230399802_230468770	chr1	230399802	230468770	68968	0.0034073773	37.90223	37.202735	705	10.222132	22.877174	3.7400089	206904
23072	40.9556	chr12_9603536_9668986	chr12	9603536	9668986	65450	0.0034071811	73.08323	61.288424	669	10.221543	22.588347	4.1969553	196350
23073	40.9531	chr1_57697183_57731621	chr1	57697183	57731621	34438	0.0034070891	24.67876	23.554934	352	10.221267	21.081626	4.4651074	103314
23074	40.9505	chr3_18987362_19081871	chr3	18987362	19081871	94509	0.0034070829	26.00619	25.931464	966	10.221249	21.280824	3.8419835	283527
23075	40.9479	chr2_30788058_30889434	chr2	30788058	30889434	101376	0.0034064604	44.00513	33.416122	1036	10.219381	21.684322	4.3099416	304128
23076	40.9454	chr3_146922322_147008337	chr3	146922322	147008337	86015	0.0034063826	24.43962	24.159316	879	10.219148	21.359957	3.4834971	258045
23077	40.9428	chr20_16527435_16561784	chr20	16527435	16561784	34349	0.0034062127	51.89131	44.434162	351	10.218638	24.373285	4.9047335	103047
23078	40.9403	chr11_56714292_56858541	chr11	56714292	56858541	144249	0.0034061472	47.14799	38.337654	1474	10.218442	23.969064	3.1632584	432747
23079	40.9377	chr1_242255930_242283824	chr1	242255930	242283824	27894	0.0034057503	54.87389	45.419466	285	10.217251	25.310477	3.6318727	83682
23080	40.9351	chr2_12278626_12381804	chr2	12278626	12381804	103178	0.0034051187	26.05051	25.297651	1054	10.215356	21.580024	3.79803	309534
23081	40.9326	chr2_217078482_217115782	chr2	217078482	217115782	37300	0.0034048257	29.11991	26.345508	381	10.214477	21.30596	4.543617	111900
23082	40.93	chr8_130636671_130670649	chr8	130636671	130670649	33978	0.0034041635	25.46388	24.515387	347	10.21249	21.507916	3.9637404	101934
23083	40.9275	chr4_141623682_141767237	chr4	141623682	141767237	143555	0.0034040379	60.10874	49.096466	1466	10.212114	24.476421	4.0416344	430665
23084	40.9249	chr12_62881237_62917862	chr12	62881237	62917862	36625	0.003403868	24.892	24.352011	374	10.211604	21.608122	4.9383672	109875
23085	40.9224	chr10_62998744_63061614	chr10	62998744	63061614	62870	0.0034038492	24.13812	23.131175	642	10.211548	21.061928	4.3140771	188610
23086	40.9198	chr21_38916653_38946035	chr21	38916653	38946035	29382	0.0034034443	24.13932	23.762592	300	10.210333	21.249342	3.5332223	88146
23087	40.9172	chr4_53697849_53746135	chr4	53697849	53746135	48286	0.0034033329	25.35691	25.141077	493	10.209999	21.673794	4.8668622	144858
23088	40.9147	chr13_99428325_99453109	chr13	99428325	99453109	24784	0.0034027329	25.09716	24.513492	253	10.208199	21.663049	3.8399866	74352
23089	40.9121	chr4_6647651_6686052	chr4	6647651	6686052	38401	0.0034026892	42.09937	33.901495	392	10.208067	22.643763	4.0419451	115203
23090	40.9096	chr10_115727400_115881825	chr10	115727400	115881825	154425	0.0034018671	53.03398	45.116986	1576	10.205601	22.353411	4.7666216	463275
23091	40.907	chr8_76588957_76604048	chr8	76588957	76604048	15091	0.0034015859	24.27119	24.084069	154	10.204758	21.385043	4.1551589	45273
23092	40.9044	chr5_38707769_38723057	chr5	38707769	38723057	15288	0.0034013605	23.56127	22.790192	156	10.204082	21.006172	5.2081284	45864
23093	40.9019	chr12_67425241_67498451	chr12	67425241	67498451	73210	0.0034011747	26.02091	25.743392	747	10.203524	21.511577	4.7561311	219630
23094	40.8993	chr10_43813530_43897915	chr10	43813530	43897915	84385	0.0034010784	25.07854	24.688389	861	10.203235	21.463376	4.0769623	253155
23095	40.8968	chr21_19240111_19290293	chr21	19240111	19290293	50182	0.0034009539	22.89775	22.363173	512	10.202862	20.976379	2.9848983	150546
23096	40.8942	chr6_53975859_53994972	chr6	53975859	53994972	19113	0.0034008267	28.55665	25.702258	195	10.20248	22.194008	4.3967637	57339
23097	40.8916	chr1_231954506_232018327	chr1	231954506	232018327	63821	0.0034001348	49.0935	44.218483	651	10.200404	23.49002	4.3148246	191463
23098	40.8891	chr2_200695608_200711197	chr2	200695608	200711197	15589	0.0033998332	25.59968	25.559979	159	10.1995	22.675004	4.5874853	46767
23099	40.8865	chr5_160147222_160228109	chr5	160147222	160228109	80887	0.0033998047	45.05219	37.51444	825	10.199414	22.40212	4.2461158	242661
23100	40.884	chr20_42541087_42570703	chr20	42541087	42570703	29616	0.0033990636	26.45973	23.724708	302	10.197191	21.170666	4.4228412	88848
23101	40.8814	chr19_29886191_29922381	chr19	29886191	29922381	36190	0.0033987289	23.36663	22.525947	369	10.196187	21.058991	3.7766721	108570
23102	40.8788	chr1_232621683_232676023	chr1	232621683	232676023	54340	0.003398356	31.24841	28.073773	554	10.195068	21.740444	4.0970897	163020
23103	40.8763	chr15_28021089_28082689	chr15	28021089	28082689	61600	0.0033982684	48.0234	42.510977	628	10.194805	24.68747	3.6913487	184800
23104	40.8737	chr10_124546969_124608873	chr10	124546969	124608873	61904	0.0033977341	35.48405	31.202562	631	10.193202	21.789903	4.36381	185712
23105	40.8712	chr6_64533632_64608010	chr6	64533632	64608010	74378	0.0033970619	41.20052	37.000144	758	10.191186	25.273376	3.5841872	223134
23106	40.8686	chr19_20552796_20626712	chr19	20552796	20626712	73916	0.0033957465	35.80258	33.34756	753	10.18724	23.871173	2.9885287	221748
23107	40.866	chr8_134637605_134737640	chr8	134637605	134737640	100035	0.0033954782	59.9573	45.834839	1019	10.186435	23.698393	4.012952	300105
23108	40.8635	chr1_221809798_221879892	chr1	221809798	221879892	70094	0.0033954404	28.50835	26.527423	714	10.186321	21.455348	4.0323388	210282
23109	40.8609	chr6_150576096_150599461	chr6	150576096	150599461	23365	0.003395392	23.77853	23.49363	238	10.186176	21.294408	4.2629325	70095
23110	40.8584	chr14_51498911_51561058	chr14	51498911	51561058	62147	0.003395176	28.42572	25.704804	633	10.185528	21.540478	5.2162827	186441
23111	40.8558	chr1_57979981_58023771	chr1	57979981	58023771	43790	0.0033949912	23.65184	23.087094	446	10.184974	21.038868	4.552618	131370
23112	40.8533	chr4_48225677_48340665	chr4	48225677	48340665	114988	0.0033945571	45.05219	39.278875	1171	10.183671	22.849267	4.7014528	344964
23113	40.8507	chr1_76675354_76723379	chr1	76675354	76723379	48025	0.0033940656	23.66802	23.024626	489	10.182197	21.020332	4.3134356	144075
23114	40.8481	chr12_28927956_28959581	chr12	28927956	28959581	31625	0.0033939394	24.09514	23.701382	322	10.181818	21.159905	4.2764273	94875
23115	40.8456	chr15_42104312_42142428	chr15	42104312	42142428	38116	0.0033931507	41.53181	36.550835	388	10.179452	23.016764	4.4031592	114348
23116	40.843	chr12_125148924_125196680	chr12	125148924	125196680	47756	0.0033922439	34.77173	32.449302	486	10.176732	21.80368	3.8605373	143268
23117	40.8405	chr3_154997703_155083206	chr3	154997703	155083206	85503	0.0033916939	29.83167	29.234131	870	10.175082	21.911799	4.5459461	256509
23118	40.8379	chr6_107983348_108005756	chr6	107983348	108005756	22408	0.0033916458	26.08048	24.26494	228	10.174938	21.397012	4.9546271	67224
23119	40.8353	chr1_33866929_33884620	chr1	33866929	33884620	17691	0.003391555	25.40092	23.699576	180	10.174665	21.130459	4.9377014	53073
23120	40.8328	chr9_8224033_8236122	chr9	8224033	8236122	12089	0.0033915129	23.69208	23.121215	123	10.174539	21.219349	5.0499393	36267
23121	40.8302	chr2_12824302_12929017	chr2	12824302	12929017	104715	0.0033901542	25.54753	24.834299	1065	10.170463	21.488043	3.5446099	314145
23122	40.8277	chr6_162184643_162213256	chr6	162184643	162213256	28613	0.0033900675	49.07813	43.29844	291	10.170202	25.678596	3.3393191	85839
23123	40.8251	chr14_33382238_33392859	chr14	33382238	33392859	10621	0.0033895113	22.71962	22.10657	108	10.168534	20.989057	5.4470474	31863
23124	40.8225	chr6_126302801_126887245	chr6	126302801	126887245	584444	0.003388976	47.53795	45.461514	5942	10.166928	21.655455	4.2186436	1753332
23125	40.82	chr9_82111628_82429234	chr9	82111628	82429234	317606	0.0033888948	25.47018	24.647209	3229	10.166685	21.158208	4.6055711	952818
23126	40.8174	chr13_105446629_105502211	chr13	105446629	105502211	55582	0.0033883871	36.82175	33.573165	565	10.165161	22.675498	3.464893	166746
23127	40.8149	chr11_3144182_3165038	chr11	3144182	3165038	20856	0.0033883135	24.22736	23.493415	212	10.164941	21.138675	4.4620804	62568
23128	40.8123	chr20_48038924_48071983	chr20	48038924	48071983	33059	0.0033878823	25.36943	24.791871	336	10.163647	21.316729	4.2785632	99177
23129	40.8097	chr9_104982380_105052535	chr9	104982380	105052535	70155	0.0033877367	32.10473	28.784913	713	10.16321	21.593974	4.7730119	210465
23130	40.8072	chr3_67406549_67503769	chr3	67406549	67503769	97220	0.003387506	60.92641	47.323749	988	10.162518	25.868922	4.5461942	291660
23131	40.8046	chr13_71267655_71324251	chr13	71267655	71324251	56596	0.0033865762	23.33779	22.852445	575	10.159729	21.030912	3.8567314	169788
23132	40.8021	chr3_146627146_146683358	chr3	146627146	146683358	56212	0.0033859911	26.87415	26.746374	571	10.157973	21.5565	3.7066111	168636
23133	40.7995	chr3_137479775_137529198	chr3	137479775	137529198	49423	0.0033857381	24.54403	23.825388	502	10.157214	21.317556	3.7092474	148269
23134	40.7969	chr15_61301468_61377475	chr15	61301468	61377475	76007	0.0033856531	24.32287	23.913503	772	10.156959	21.152119	3.969072	228021
23135	40.7944	chr5_38221558_38262816	chr5	38221558	38262816	41258	0.0033852021	47.75916	39.170539	419	10.155606	22.167888	4.3337909	123774
23136	40.7918	chr10_43979123_44068730	chr10	43979123	44068730	89607	0.0033851522	25.31932	25.008263	910	10.155457	21.384035	4.1721763	268821
23137	40.7893	chr15_39228558_39238307	chr15	39228558	39238307	9749	0.0033849626	23.41787	23.121839	99	10.154888	21.501522	4.2592789	29247
23138	40.7867	chr11_19447222_19467804	chr11	19447222	19467804	20582	0.0033848346	24.21671	23.3696	209	10.154504	21.047796	5.0354051	61746
23139	40.7842	chr4_153117938_153180178	chr4	153117938	153180178	62240	0.0033847472	33.44689	31.424654	632	10.154242	21.97101	4.3829953	186720
23140	40.7816	chr3_55019602_55057124	chr3	55019602	55057124	37522	0.003384681	25.5669	24.124628	381	10.154043	21.278973	4.5625061	112566
23141	40.779	chr11_6062722_6160035	chr11	6062722	6160035	97313	0.0033842686	36.38647	34.969407	988	10.152806	22.149058	3.8894512	291939
23142	40.7765	chr13_24519227_24615072	chr13	24519227	24615072	95845	0.0033839359	26.79776	24.229845	973	10.151808	21.295708	3.6683671	287535
23143	40.7739	chr2_210674426_210809492	chr2	210674426	210809492	135066	0.003383531	46.94261	42.427868	1371	10.150593	23.707382	3.9923726	405198
23144	40.7714	chr8_69093322_69179739	chr8	69093322	69179739	86417	0.0033828221	25.79389	24.986435	877	10.148466	21.517366	4.2922424	259251
23145	40.7688	chr6_153028311_153092069	chr6	153028311	153092069	63758	0.0033825821	44.74894	43.075623	647	10.147746	24.236421	4.4401058	191274
23146	40.7662	chr4_153989871_154026139	chr4	153989871	154026139	36268	0.0033822286	28.4427	25.919463	368	10.146686	21.51604	3.9487964	108804
23147	40.7637	chr20_61717663_61730870	chr20	61717663	61730870	13207	0.0033820449	24.32865	23.743038	134	10.146135	21.481532	3.4291162	39621
23148	40.7611	chr20_63092769_63108638	chr20	63092769	63108638	15869	0.0033818556	25.99884	25.574898	161	10.145567	22.293112	3.2794283	47607
23149	40.7586	chr1_68273842_68326385	chr1	68273842	68326385	52543	0.0033813575	26.02837	24.308083	533	10.144072	21.268895	4.3127058	157629
23150	40.756	chr5_17093477_17167426	chr5	17093477	17167426	73949	0.0033807083	31.74163	27.846615	750	10.142125	21.508307	4.4739544	221847
23151	40.7534	chr6_40542396_40640509	chr6	40542396	40640509	98113	0.0033804559	34.6879	32.061609	995	10.141368	21.401653	4.0745778	294339
23152	40.7509	chr14_65304329_65393374	chr14	65304329	65393374	89045	0.0033803133	26.0656	25.367689	903	10.14094	21.36656	5.1867826	267135
23153	40.7483	chr1_81713049_81753480	chr1	81713049	81753480	40431	0.0033802445	24.15071	23.752013	410	10.140734	21.109523	5.876394	121293
23154	40.7458	chr3_60156505_60189247	chr3	60156505	60189247	32742	0.0033799605	26.71452	23.988512	332	10.139881	21.264865	4.6052724	98226
23155	40.7432	chr1_159310204_159492591	chr1	159310204	159492591	182387	0.0033792613	37.53753	36.446193	1849	10.137784	23.153573	3.5668164	547161
23156	40.7406	chr13_30990364_31004865	chr13	30990364	31004865	14501	0.0033790773	24.48037	24.026208	147	10.137232	21.539724	4.2288363	43503
23157	40.7381	chr4_4549884_4567642	chr4	4549884	4567642	17758	0.0033787589	25.86361	24.90083	180	10.136277	21.431601	4.427156	53274
23158	40.7355	chr2_49014593_49066092	chr2	49014593	49066092	51499	0.0033787064	47.20069	43.535498	522	10.136119	23.738696	4.3805309	154497
23159	40.733	chr3_29304411_29328194	chr3	29304411	29328194	23783	0.0033777628	24.66686	23.815231	241	10.133288	21.260219	4.6631374	71349
23160	40.7304	chr7_22263250_22305292	chr7	22263250	22305292	42042	0.0033775748	48.30676	41.779536	426	10.132724	24.374201	4.8479635	126126
23161	40.7278	chr4_122061104_122105714	chr4	122061104	122105714	44610	0.0033774191	24.20193	23.5383	452	10.132257	21.242284	4.1157113	133830
23162	40.7253	chr15_96455091_96502762	chr15	96455091	96502762	47671	0.0033773153	24.5556	23.010291	483	10.131946	21.020206	3.8071272	143013
23163	40.7227	chr2_68680642_68731378	chr2	68680642	68731378	50736	0.0033769578	28.39183	28.294835	514	10.130874	21.768964	4.7099879	152208
23164	40.7202	chr21_31296802_31330759	chr21	31296802	31330759	33957	0.0033768197	24.99408	24.758099	344	10.130459	21.478572	4.2328921	101871
23165	40.7176	chr16_27052816_27084405	chr16	27052816	27084405	31589	0.0033767029	40.67668	35.173569	320	10.130109	23.906766	3.0696133	94767
23166	40.7151	chr7_149886502_149908715	chr7	149886502	149908715	22213	0.0033764012	24.2764	23.61365	225	10.129204	21.317008	3.5706838	66639
23167	40.7125	chr5_65831259_65888037	chr5	65831259	65888037	56778	0.0033757206	33.94902	30.01841	575	10.127162	21.453879	4.9907663	170334
23168	40.7099	chr6_88376338_88472516	chr6	88376338	88472516	96178	0.0033756854	25.33181	24.958097	974	10.127056	21.488903	4.5483626	288534
23169	40.7074	chr20_41369880_41383113	chr20	41369880	41383113	13233	0.0033753999	24.52679	23.624188	134	10.1262	20.979585	4.705197	39699
23170	40.7048	chr12_21937528_21973380	chr12	21937528	21973380	35852	0.0033749861	32.48704	31.002532	363	10.124958	22.696907	3.6473787	107556
23171	40.7023	chr21_34169114_34219191	chr21	34169114	34219191	50077	0.0033748028	25.32561	25.008324	507	10.124408	21.288865	4.258021	150231
23172	40.6997	chr1_234871369_234883519	chr1	234871369	234883519	12150	0.0033744856	25.04214	23.70363	123	10.123457	21.242732	4.6678954	36450
23173	40.6971	chr4_53124314_53348361	chr4	53124314	53348361	224047	0.003374292	54.99204	50.013578	2268	10.122876	23.556966	4.8273947	672141
23174	40.6946	chr5_78740321_78765317	chr5	78740321	78765317	24996	0.0033738732	23.91963	23.278821	253	10.121619	21.234264	4.9186472	74988
23175	40.692	chr7_11636750_11690706	chr7	11636750	11690706	53956	0.0033731188	47.32693	40.278206	546	10.119357	24.991265	4.5014525	161868
23176	40.6895	chr17_73045450_73078461	chr17	73045450	73078461	33011	0.0033726132	27.01269	26.03495	334	10.11784	21.551998	4.6625838	99033
23177	40.6869	chr8_121343061_121446759	chr8	121343061	121446759	103698	0.0033719712	26.45098	24.897725	1049	10.115914	21.473498	3.9493142	311094
23178	40.6843	chr20_58551950_58589024	chr20	58551950	58589024	37074	0.0033716351	25.49583	24.534129	375	10.114905	21.404472	3.6901245	111222
23179	40.6818	chr1_70927634_71036597	chr1	70927634	71036597	108963	0.0033711749	49.87225	43.929275	1102	10.113525	24.003923	4.4549001	326889
23180	40.6792	chr8_31590417_31640156	chr8	31590417	31640156	49739	0.0033709296	35.10303	28.542177	503	10.112789	21.817031	3.8448026	149217
23181	40.6767	chr7_36172966_36231813	chr7	36172966	36231813	58847	0.0033703219	27.07351	25.57118	595	10.110966	21.622174	4.7427908	176541
23182	40.6741	chr8_6773676_6777929	chr8	6773676	6777929	4253	0.0033701701	23.67538	22.079347	43	10.11051	20.907588	4.32874	12759
23183	40.6715	chr5_4586624_4631825	chr5	4586624	4631825	45201	0.0033701319	24.3462	23.680828	457	10.110396	21.36831	3.2445553	135603
23184	40.669	chr5_82390805_82419094	chr5	82390805	82419094	28289	0.0033699789	26.14866	25.257644	286	10.109937	21.277723	4.5199281	84867
23185	40.6664	chr9_86590712_86612277	chr9	86590712	86612277	21565	0.0033696576	25.55401	24.066604	218	10.108973	21.307349	4.4506865	64695
23186	40.6639	chr13_101161139_101184292	chr13	101161139	101184292	23153	0.0033688939	48.6142	39.229786	234	10.106682	27.424142	3.6832229	69459
23187	40.6613	chr5_14034963_14069299	chr5	14034963	14069299	34336	0.0033686704	24.6965	24.350743	347	10.106011	21.175181	4.1980626	103008
23188	40.6588	chr9_27625624_27635916	chr9	27625624	27635916	10292	0.003368312	23.16169	22.819141	104	10.104936	21.14993	5.1620654	30876
23189	40.6562	chr3_115926832_115960381	chr3	115926832	115960381	33549	0.0033682077	24.79705	23.697803	339	10.104623	21.324727	4.8606353	100647
23190	40.6536	chr18_63423528_63462127	chr18	63423528	63462127	38599	0.0033679629	30.76289	27.761948	390	10.103889	21.727681	4.049696	115797
23191	40.6511	chr13_110107364_110132408	chr13	110107364	110132408	25044	0.0033674067	24.63762	24.005916	253	10.10222	21.407002	4.053159	75132
23192	40.6485	chr6_54027603_54096005	chr6	54027603	54096005	68402	0.0033673479	31.23285	28.753911	691	10.102044	21.787937	4.6861546	205206
23193	40.646	chr2_99674951_99763255	chr2	99674951	99763255	88304	0.0033671559	51.87458	45.756987	892	10.101468	23.277485	4.5900231	264912
23194	40.6434	chr12_107449549_107543991	chr12	107449549	107543991	94442	0.003367146	41.28038	39.921984	954	10.101438	23.78235	4.3901611	283326
23195	40.6408	chr7_94052918_94301401	chr7	94052918	94301401	248483	0.0033670982	32.32612	30.820654	2510	10.101295	21.509488	4.8191395	745449
23196	40.6383	chr15_56038947_56060134	chr15	56038947	56060134	21187	0.0033668444	26.48648	26.24314	214	10.100533	21.762083	4.7712351	63561
23197	40.6357	chr20_61764684_61793199	chr20	61764684	61793199	28515	0.0033666491	41.55606	37.803412	288	10.099947	25.363068	3.0139829	85545
23198	40.6332	chr11_69838961_69876199	chr11	69838961	69876199	37238	0.0033657375	25.15229	24.459942	376	10.097213	21.439056	3.1578187	111714
23199	40.6306	chr8_138220666_138243447	chr8	138220666	138243447	22781	0.0033653776	39.79117	38.172447	230	10.096133	25.008526	2.8698221	68343
23200	40.628	chr8_127588417_127629032	chr8	127588417	127629032	40615	0.0033649309	25.14004	23.962093	410	10.094793	21.35603	3.7037548	121845
23201	40.6255	chr1_13417181_13446109	chr1	13417181	13446109	28928	0.0033646755	30.82413	29.380435	292	10.094027	24.398133	3.0465987	86784
23202	40.6229	chr7_97692758_97840306	chr7	97692758	97840306	147548	0.0033638771	59.75937	47.498402	1489	10.091631	24.447912	3.5750309	442644
23203	40.6204	chr15_80246423_80279818	chr15	80246423	80279818	33395	0.003363777	33.91409	30.043562	337	10.091331	22.254932	3.151136	100185
23204	40.6178	chr3_197378404_197431427	chr3	197378404	197431427	53023	0.0033633203	25.13397	24.90209	535	10.089961	21.281455	4.7052209	159069
23205	40.6152	chr2_168495750_168641574	chr2	168495750	168641574	145824	0.0033625009	50.58263	44.024139	1471	10.087503	23.980651	5.2187302	437472
23206	40.6127	chr9_64132402_66896508	chr9	64132402	66896508	2764106	0.0033619288	51.418	49.478591	22331	8.0789232	22.117082	3.2279322	6642318
23207	40.6101	chr8_126887180_126912167	chr8	126887180	126912167	24987	0.0033617481	24.904	24.056841	252	10.085244	21.306872	4.1636591	74961
23208	40.6076	chr7_95930024_95968301	chr7	95930024	95968301	38277	0.0033614616	26.15631	23.476929	386	10.084385	21.07508	5.006799	114831
23209	40.605	chr16_78691525_78730200	chr16	78691525	78730200	38675	0.0033613445	26.08048	25.660709	390	10.084034	21.405214	3.8684033	116025
23210	40.6024	chr6_56239912_56285233	chr6	56239912	56285233	45321	0.0033612086	31.33958	27.881958	457	10.083626	21.44309	5.1384219	135963
23211	40.5999	chr7_68961865_68993798	chr7	68961865	68993798	31933	0.0033612042	23.57451	23.031058	322	10.083613	21.136322	3.7338201	95799
23212	40.5973	chr20_15874229_15978363	chr20	15874229	15978363	104134	0.003361054	58.63594	43.767134	1050	10.083162	22.768511	4.8706642	312402
23213	40.5948	chr1_208405630_208446497	chr1	208405630	208446497	40867	0.0033604946	25.76676	25.403359	412	10.081484	21.569468	4.7772265	122601
23214	40.5922	chr22_48460740_48507466	chr22	48460740	48507466	46726	0.0033600137	36.97897	35.636706	471	10.080041	22.412936	2.8669363	140178
23215	40.5897	chr5_164521610_164676077	chr5	164521610	164676077	154467	0.003359941	24.32865	24.090603	1557	10.079823	21.176857	3.7060301	463401
23216	40.5871	chr10_106911970_106966733	chr10	106911970	106966733	54763	0.0033599328	52.24134	41.864101	552	10.079798	23.685428	4.356716	164289
23217	40.5845	chr18_76612232_76625923	chr18	76612232	76625923	13691	0.0033598714	24.09025	23.698229	138	10.079614	21.528156	3.6257374	41073
23218	40.582	chr17_6392897_6423162	chr17	6392897	6423162	30265	0.0033592158	34.52547	31.303768	305	10.077647	22.136782	3.409627	90795
23219	40.5794	chr12_115229313_115245190	chr12	115229313	115245190	15877	0.0033591569	22.34878	21.859235	160	10.077471	20.958096	3.5761012	47631
23220	40.5769	chr11_69311445_69374868	chr11	69311445	69374868	63423	0.0033584031	26.09553	25.429035	639	10.075209	21.59309	3.5560986	190269
23221	40.5743	chr7_122730027_122892806	chr7	122730027	122892806	162779	0.0033583366	43.50082	41.485292	1640	10.07501	23.650731	4.4821337	488337
23222	40.5717	chr6_20304395_20367030	chr6	20304395	20367030	62635	0.0033580799	24.5556	24.231258	631	10.07424	21.215678	4.3501829	187905
23223	40.5692	chr11_131240301_131298371	chr11	131240301	131298371	58070	0.0033580162	26.94232	25.422841	585	10.074049	21.280811	4.0532645	174210
23224	40.5666	chr2_63126440_63399421	chr2	63126440	63399421	272981	0.0033579871	64.48883	50.608683	2750	10.073961	23.461042	4.6134752	818943
23225	40.5641	chr1_84755154_84764389	chr1	84755154	84764389	9235	0.0033567948	22.83791	21.994684	93	10.070384	20.911628	4.9957938	27705
23226	40.5615	chr17_71688696_71793167	chr17	71688696	71793167	104471	0.0033565934	25.68607	24.401843	1052	10.06978	21.326951	3.585092	313413
23227	40.5589	chr11_92206691_92240362	chr11	92206691	92240362	33671	0.0033560037	27.3357	26.256114	339	10.068011	21.385793	5.0589567	101013
23228	40.5564	chr5_3104469_3128408	chr5	3104469	3128408	23939	0.0033557514	23.87983	23.049895	241	10.067254	21.085442	3.3523026	71817
23229	40.5538	chr1_221382815_221434172	chr1	221382815	221434172	51357	0.0033555958	25.22619	24.995674	517	10.066787	21.683563	3.7391599	154071
23230	40.5513	chr18_8172167_8231675	chr18	8172167	8231675	59508	0.0033552912	28.65067	24.154165	599	10.065873	21.100762	4.5218528	178524
