block_id	chrom	start	end	length_bp	n_positions	n_variant_alleles	n_scored	n_missing_avi	avi_max	avi_top10_mean	avi_top1_count	avi_top1_fraction	avi_top1_per_kb	avi_top1_mean	avi_mean
chr10_43053705_43110454	chr10	43053705	43110454	56749	56749	170247	170247	0	54.04916	47.846003	2558	0.015025228	45.075684	23.664652	4.5088559
chr10_43110454_43256837	chr10	43110454	43256837	146383	146383	439149	439149	0	57.94824	54.736713	12653	0.028812544	86.437633	24.984844	5.6144525
chr10_43256837_43301308	chr10	43256837	43301308	44471	44471	133413	133413	0	29.77932	27.512405	402	0.0030131996	9.0395988	21.738999	4.065378
chr10_43301308_43520443	chr10	43301308	43520443	219135	219135	657405	657405	0	51.89131	45.633107	5250	0.0079859447	23.957834	24.116815	4.3099616
chr10_43520443_43590526	chr10	43520443	43590526	70083	70083	210249	210249	0	40.29554	37.844985	1745	0.0082996828	24.899048	25.307529	4.1133358
chr10_43590526_43618936	chr10	43590526	43618936	28410	28410	85230	85230	0	40.26524	36.364353	1563	0.018338613	55.015839	23.460868	5.6991898
chr10_43618936_43695744	chr10	43618936	43695744	76808	76808	230424	230424	0	42.98393	41.777182	2145	0.0093089262	27.926778	24.781571	4.1496953
chr10_43695744_43813530	chr10	43695744	43813530	117786	117786	353358	353358	0	25.39466	25.00704	756	0.0021394733	6.4184198	21.325617	3.9180457
chr10_43813530_43897915	chr10	43813530	43897915	84385	84385	253155	253155	0	25.07854	24.688389	861	0.0034010784	10.203235	21.463376	4.0769623
chr10_43897915_43936491	chr10	43897915	43936491	38576	38576	115728	115728	0	24.41029	23.954597	352	0.0030416148	9.1248445	21.547163	3.8082162
chr10_43936491_43979123	chr10	43936491	43979123	42632	42632	127896	127896	0	23.73744	23.370031	280	0.0021892788	6.5678364	21.102483	3.9719368
chr10_43979123_44068730	chr10	43979123	44068730	89607	89607	268821	268821	0	25.31932	25.008263	910	0.0033851522	10.155457	21.384035	4.1721763
chr10_44068730_44171978	chr10	44068730	44171978	103248	103248	309744	309744	0	23.32883	23.23057	112	0.00036158893	1.0847668	21.28394	3.2270565
chr10_44171978_44310930	chr10	44171978	44310930	138952	138952	416856	416856	0	32.45692	26.991764	654	0.0015688871	4.7066613	21.391363	3.7401947
chr10_44310930_44358954	chr10	44310930	44358954	48024	48024	144072	144072	0	26.52248	25.616076	188	0.0013049031	3.9147093	21.703629	3.2935289
chr10_44358954_44398862	chr10	44358954	44398862	39908	39908	119724	119724	0	48.06233	45.211271	2119	0.017699041	53.097123	23.495522	4.8035498
chr10_44398862_44511029	chr10	44398862	44511029	112167	112167	336501	336501	0	23.73553	23.444301	255	0.00075779864	2.2733959	21.100246	3.4089867
chr10_44511029_44571474	chr10	44511029	44571474	60445	60445	181335	181335	0	23.72311	23.138056	104	0.00057352414	1.7205724	21.172455	3.1580046
chr10_44571474_44645312	chr10	44571474	44645312	73838	73838	221514	221514	0	23.41713	22.548999	118	0.00053269771	1.5980931	20.898233	3.2669785
chr10_44645312_44744377	chr10	44645312	44744377	99065	99065	297195	297195	0	24.88597	24.154392	234	0.00078736183	2.3620855	21.063649	3.5770057
chr10_44744377_44873508	chr10	44744377	44873508	129131	129131	387393	387393	0	24.6965	24.071718	682	0.0017604861	5.2814584	21.120851	3.6987547
chr10_44873508_44910629	chr10	44873508	44910629	37121	37121	111363	111363	0	23.45415	22.772856	145	0.0013020483	3.9061448	20.968515	3.7484225
chr10_44910629_44951343	chr10	44910629	44951343	40714	40714	122142	122142	0	53.58027	49.052652	1788	0.014638699	43.916098	24.024584	4.5060351
chr10_44951343_45064532	chr10	44951343	45064532	113189	113189	339567	339567	0	58.23724	51.13686	4678	0.013776368	41.329104	24.531878	4.8076556
chr10_45064532_45111824	chr10	45064532	45111824	47292	47292	141876	141876	0	24.48037	23.938569	718	0.0050607573	15.182272	21.185503	4.0228389
chr10_45111824_45241498	chr10	45111824	45241498	129674	129674	389022	389022	0	28.27053	27.281045	1638	0.0042105588	12.631676	21.491281	3.3811469
chr10_45241498_45419079	chr10	45241498	45419079	177581	177581	532743	532743	0	50.59532	45.90227	3329	0.0062487916	18.746375	24.076054	3.8661175
chr10_45419079_45589562	chr10	45419079	45589562	170483	170483	511449	511449	0	65.74052	58.78053	6832	0.013358126	40.074377	25.554966	5.1514924
chr10_45589562_45794910	chr10	45589562	45794910	205348	205348	616044	616044	0	61.80945	57.809937	10109	0.016409542	49.228627	24.835697	4.8054855
chr10_45794910_46039373	chr10	45794910	46039373	244463	244463	733389	733389	0	61.23279	53.765278	9871	0.013459433	40.378299	24.018923	5.0509469
chr10_46039373_46199096	chr10	46039373	46199096	159723	159723	479169	479169	0	47.11578	41.381732	1307	0.0027276389	8.1829167	22.048645	3.8847032
chr10_46199096_46259360	chr10	46199096	46259360	60264	60264	180792	180792	0	23.39631	23.058585	240	0.0013274924	3.9824771	21.011868	3.7079417
chr10_46259360_46282364	chr10	46259360	46282364	23004	23004	69012	69012	0	27.23178	25.810049	177	0.0025647713	7.694314	21.664799	3.5958485
chr10_46282364_46307008	chr10	46282364	46307008	24644	24644	73932	73932	0	50.17493	40.014382	1412	0.019098631	57.295894	23.855959	5.288652
chr10_46307008_47076691	chr10	46307008	47076691	769683	769683	2309049	2309049	0	59.73381	50.281709	15522	0.006722248	20.166744	23.176605	4.0613018
chr10_47076691_47107553	chr10	47076691	47107553	30862	30862	92586	92586	0	23.65921	23.140013	93	0.0010044715	3.0134146	21.147083	3.493544
chr10_47107553_47185561	chr10	47107553	47185561	78008	78008	234024	234024	0	27.9678	27.006466	720	0.0030766075	9.2298226	21.474505	4.0101505
chr10_47185561_47209655	chr10	47185561	47209655	24094	24094	72282	72282	0	27.4854	24.937219	358	0.0049528237	14.858471	21.575805	3.8607377
chr10_47209655_47245891	chr10	47209655	47245891	36236	36236	108708	108708	0	23.78628	23.031989	159	0.0014626338	4.3879015	20.950938	3.8793001
chr10_47245891_47258991	chr10	47245891	47258991	13100	13100	39300	39300	0	23.66061	23.503969	237	0.0060305344	18.091603	21.324857	4.040408
chr10_47258991_47285520	chr10	47258991	47285520	26529	26529	79587	79587	0	25.03022	24.60483	175	0.0021988516	6.5965547	21.571256	3.4918617
chr10_47285520_47326181	chr10	47285520	47326181	40661	40661	121983	121983	0	48.67807	44.749562	4440	0.036398515	109.19554	24.335694	5.2171127
chr10_47326181_47369613	chr10	47326181	47369613	43432	43432	130296	130296	0	39.79117	38.838029	5380	0.0412906	123.8718	24.049493	4.8730547
chr10_47369613_47409245	chr10	47369613	47409245	39632	39632	118896	118896	0	35.61648	32.97097	484	0.0040707846	12.212354	22.312157	4.4200819
chr10_47409245_47458107	chr10	47409245	47458107	48862	48862	146586	146586	0	24.52095	23.104363	218	0.0014871816	4.4615448	21.013878	3.9541089
chr10_47458107_48202315	chr10	47458107	48202315	744208	654208	1962624	1962624	0	60.44207	49.982411	17468	0.0089003294	23.471933	23.167632	4.1185356
chr10_48202315_48288374	chr10	48202315	48288374	86059	86059	258177	258177	0	51.37145	48.111212	2756	0.010674847	32.024541	24.146115	4.4826764
chr10_48288374_48446152	chr10	48288374	48446152	157778	157778	473334	473334	0	62.17174	55.656504	5556	0.011738012	35.214035	25.63627	5.4815874
chr10_48446152_48491914	chr10	48446152	48491914	45762	45762	137286	137286	0	55.84527	49.820928	3025	0.022034293	66.10288	24.762084	4.9249362
chr10_48491914_48507896	chr10	48491914	48507896	15982	15982	47946	47946	0	26.09553	25.42991	242	0.0050473449	15.142035	21.869768	4.3205399
chr10_48507896_48533090	chr10	48507896	48533090	25194	25194	75582	75582	0	40.81545	33.546021	868	0.011484216	34.452647	22.045827	4.8504639
chr10_48533090_48591408	chr10	48533090	48591408	58318	58318	174954	174954	0	47.8281	44.785135	993	0.0056757776	17.027333	23.943657	4.334702
chr10_48591408_48609218	chr10	48591408	48609218	17810	17810	53430	53430	0	59.39297	37.924469	390	0.0072992701	21.89781	23.033862	4.6913163
chr10_48609218_48669888	chr10	48609218	48669888	60670	60670	182010	182010	0	34.97315	33.425938	662	0.0036371628	10.911488	22.520783	4.1094466
chr10_48669888_48725101	chr10	48669888	48725101	55213	55213	165639	165639	0	57.10603	47.142654	1178	0.0071118517	21.335555	24.302444	3.9998356
chr10_48725101_48764542	chr10	48725101	48764542	39441	39441	118323	118323	0	57.13269	51.761599	2932	0.024779629	74.338886	24.748839	4.687614
chr10_48764542_48806228	chr10	48764542	48806228	41686	41686	125058	125058	0	55.43461	51.198414	3799	0.030377905	91.133714	24.6414	5.0672437
chr10_48806228_48915529	chr10	48806228	48915529	109301	109301	327903	327903	0	60.66598	55.410279	6438	0.019633855	58.901565	24.669696	4.5199601
chr10_48915529_48932661	chr10	48915529	48932661	17132	17132	51396	51396	0	26.11079	23.869152	59	0.0011479493	3.4438478	21.395206	4.4274929
chr10_48932661_48999594	chr10	48932661	48999594	66933	66933	200799	200799	0	51.9081	48.029923	4423	0.022027002	66.081006	24.728412	4.3253086
chr10_48999594_49039206	chr10	48999594	49039206	39612	39612	118836	118836	0	42.68628	38.784992	900	0.0075734626	22.720388	22.295301	4.3948209
chr10_49039206_49168061	chr10	49039206	49168061	128855	128855	386565	386565	0	48.51558	45.288318	3656	0.0094576591	28.372977	24.194256	4.478242
chr10_49168061_49244169	chr10	49168061	49244169	76108	76108	228324	228324	0	53.93914	39.89265	1173	0.0051374363	15.412309	21.646713	4.2274558
chr10_49244169_49298513	chr10	49244169	49298513	54344	54344	163032	163032	0	25.44474	24.561521	702	0.0043059031	12.917709	21.383731	3.9657089
chr10_49298513_49343375	chr10	49298513	49343375	44862	44862	134586	134586	0	45.72355	42.488721	4135	0.030723849	92.171548	24.474857	4.7228745
chr10_49343375_49405327	chr10	49343375	49405327	61952	61952	185856	185856	0	50.96008	44.077827	4471	0.024056259	72.168776	22.917305	4.9226654
chr10_49405327_49429724	chr10	49405327	49429724	24397	24397	73191	73191	0	25.35691	24.904229	79	0.0010793677	3.238103	22.550914	3.5822176
chr10_49429724_49590405	chr10	49429724	49590405	160681	160681	482043	482043	0	59.88952	54.473474	9394	0.019487888	58.463664	24.990365	5.2394188
chr10_49590405_49607825	chr10	49590405	49607825	17420	17420	52260	52260	0	35.40223	32.240761	190	0.0036356678	10.907003	22.766378	3.6518352
chr10_49607825_49632690	chr10	49607825	49632690	24865	24865	74595	74595	0	48.16478	45.048025	4688	0.062846035	188.53811	24.900697	5.9790954
chr10_49632690_49652189	chr10	49632690	49652189	19499	19499	58497	58497	0	50.3083	45.159504	1410	0.0241038	72.311401	25.167051	4.8191035
chr10_49652189_49697090	chr10	49652189	49697090	44901	44901	134703	134703	0	52.42044	42.613869	1755	0.013028663	39.085989	24.910138	4.423819
chr10_49697090_49780556	chr10	49697090	49780556	83466	83466	250398	250398	0	60.2709	54.47759	7667	0.030619254	91.857762	25.447583	4.7046844
chr10_49780556_50036480	chr10	49780556	50036480	255924	255924	767772	767772	0	57.74712	51.342668	10418	0.013569133	40.707398	24.403133	5.0972244
chr10_50036480_50099142	chr10	50036480	50099142	62662	62662	187986	187986	0	61.70969	56.222098	3193	0.016985307	50.955922	25.333605	4.3037968
chr10_50099142_50140474	chr10	50099142	50140474	41332	41332	123996	123996	0	58.60901	51.751617	2940	0.023710442	71.131327	25.34908	4.8174062
chr10_50140474_50248970	chr10	50140474	50248970	108496	108496	325488	325488	0	51.40129	47.066804	4888	0.015017451	45.052352	24.469023	4.401175
chr10_50248970_50272324	chr10	50248970	50272324	23354	23354	70062	70062	0	44.14664	38.399719	1510	0.021552339	64.657018	21.662993	5.5101698
chr10_50272324_50313719	chr10	50272324	50313719	41395	41395	124185	124185	0	61.26896	46.586958	1968	0.015847325	47.541974	24.448408	4.7076136
chr10_50313719_50354918	chr10	50313719	50354918	41199	41199	123597	123597	0	55.08798	51.791351	1975	0.015979352	47.938057	25.107904	5.1358375
chr10_50354918_50525751	chr10	50354918	50525751	170833	170833	512499	512499	0	35.96283	35.612781	1213	0.0023668339	7.1005017	22.18576	5.0697428
chr10_50525751_50596504	chr10	50525751	50596504	70753	70753	212259	212259	0	35.72526	33.359256	539	0.0025393505	7.6180515	21.493118	5.1891923
chr10_50596504_50684674	chr10	50596504	50684674	88170	88170	264510	264510	0	35.08643	34.037323	2244	0.0084836112	25.450834	21.348152	5.0843215
chr10_50684674_50818055	chr10	50684674	50818055	133381	133381	400143	400143	0	56.07362	49.652968	4143	0.010353799	31.061396	24.058902	4.2967948
chr10_50818055_50888908	chr10	50818055	50888908	70853	70853	212559	212559	0	58.09193	54.803446	2960	0.013925545	41.776636	25.698222	4.3855042
chr10_50888908_50972692	chr10	50888908	50972692	83784	83784	251352	251352	0	24.4337	24.407459	240	0.00095483625	2.8645087	21.420732	3.6369225
chr10_50972692_51033417	chr10	50972692	51033417	60725	60725	182175	182175	0	44.28512	39.918036	1827	0.010028818	30.086455	22.568227	4.6118841
chr10_51033417_51138140	chr10	51033417	51138140	104723	104723	314169	314169	0	46.30368	41.145888	1929	0.0061400074	18.420022	23.444673	4.5538774
chr10_51138140_51269809	chr10	51138140	51269809	131669	131669	395007	395007	0	42.21763	40.308016	822	0.0020809758	6.2429273	23.960616	4.3260277
chr10_51269809_51305708	chr10	51269809	51305708	35899	35899	107697	107697	0	25.8917	23.088287	78	0.00072425416	2.1727625	21.130015	4.0854462
chr10_51305708_51371246	chr10	51305708	51371246	65538	65538	196614	196614	0	23.801	23.176186	229	0.0011647187	3.4941561	21.020021	4.1828146
chr10_51371246_51387392	chr10	51371246	51387392	16146	16146	48438	48438	0	22.99221	22.729551	58	0.001197407	3.592221	20.985195	4.5438353
chr10_51387392_51464617	chr10	51387392	51464617	77225	77225	231675	231675	0	28.35774	28.08619	380	0.0016402288	4.9206863	21.676247	4.2288772
chr10_51464617_51531701	chr10	51464617	51531701	67084	67084	201252	201252	0	40.84229	37.835423	389	0.0019329	5.7987001	25.257142	4.2053606
chr10_51531701_51603817	chr10	51531701	51603817	72116	72116	216348	216348	0	26.82953	24.05506	162	0.00074879361	2.2463808	21.323544	4.1156664
chr10_51603817_51686002	chr10	51603817	51686002	82185	82185	246555	246555	0	31.16856	25.106242	215	0.00087201639	2.6160492	21.059736	4.430581
chr10_51686002_51764904	chr10	51686002	51764904	78902	78902	236706	236706	0	41.82502	40.560132	3430	0.014490549	43.471648	25.536124	4.5443817
chr10_51764904_51840083	chr10	51764904	51840083	75179	75179	225537	225537	0	51.10699	41.280094	398	0.0017646772	5.2940316	24.922379	4.1000343
chr10_51840083_51859606	chr10	51840083	51859606	19523	19523	58569	58569	0	22.25809	21.476076	22	0.00037562533	1.126876	20.92089	3.9323973
chr10_51859606_51932966	chr10	51859606	51932966	73360	73360	220080	220080	0	48.58262	43.097629	359	0.001631225	4.893675	24.309004	4.1565643
chr10_51932966_52031457	chr10	51932966	52031457	98491	98491	295473	295473	0	25.86361	25.7026	162	0.00054827345	1.6448203	21.894515	3.9321113
chr10_52031457_52051671	chr10	52031457	52051671	20214	20214	60642	60642	0	21.7974	20.796173	12	0.00019788266	0.59364797	20.677145	4.4534541
chr10_52051671_52081958	chr10	52051671	52081958	30287	30287	90861	90861	0	54.20075	40.731188	435	0.0047875326	14.362598	26.301077	3.8751727
chr10_52081958_52163485	chr10	52081958	52163485	81527	81527	244581	244581	0	45.39765	40.186164	648	0.002649429	7.9482871	24.241788	3.9125993
chr10_52163485_52217450	chr10	52163485	52217450	53965	53965	161895	161895	0	31.36862	28.80254	377	0.0023286698	6.9860095	21.888881	4.0771452
chr10_52217450_52309426	chr10	52217450	52309426	91976	91976	275928	275928	0	54.35581	50.094079	4217	0.015282972	45.848917	25.289875	4.8360604
chr10_52309426_52356718	chr10	52309426	52356718	47292	47292	141876	141876	0	45.41493	41.721814	1980	0.013955849	41.867546	24.453146	4.7169372
chr10_52356718_52401282	chr10	52356718	52401282	44564	44564	133692	133692	0	25.84935	25.031115	691	0.0051685965	15.505789	21.461109	4.3965743
chr10_52401282_52437988	chr10	52401282	52437988	36706	36706	110118	110118	0	23.31937	22.497069	80	0.0007264934	2.1794802	20.89209	4.1918775
chr10_52437988_52503406	chr10	52437988	52503406	65418	65418	196254	196254	0	26.39962	26.155503	1577	0.008035505	24.106515	21.468899	4.5855234
chr10_52503406_52575183	chr10	52503406	52575183	71777	71777	215331	215331	0	24.45147	24.094682	771	0.0035805342	10.741602	21.147427	4.115778
chr10_52575183_52651963	chr10	52575183	52651963	76780	76780	230340	230340	0	25.19543	24.715767	1207	0.0052400799	15.72024	21.28673	4.1259519
chr10_52651963_52681107	chr10	52651963	52681107	29144	29144	87432	87432	0	24.08659	23.912399	395	0.0045177967	13.55339	21.301921	4.4743215
chr10_52681107_52739280	chr10	52681107	52739280	58173	58173	174519	174519	0	26.72474	25.72713	406	0.0023263943	6.9791828	21.570682	3.7015079
chr10_52739280_52778399	chr10	52739280	52778399	39119	39119	117357	117357	0	42.79694	40.613116	1081	0.0092112102	27.633631	24.735558	3.9459632
chr10_52778399_52805848	chr10	52778399	52805848	27449	27449	82347	82347	0	26.39108	25.557312	45	0.000546468	1.639404	22.460104	3.2508847
chr10_52805848_52912415	chr10	52805848	52912415	106567	106567	319701	319701	0	28.66623	26.537032	243	0.0007600852	2.2802556	21.680356	3.4273889
chr10_52912415_52935578	chr10	52912415	52935578	23163	23163	69489	69489	0	22.35571	20.571384	8	0.00011512614	0.34537841	20.722948	3.2814736
chr10_52935578_52965778	chr10	52935578	52965778	30200	30200	90600	90600	0	23.05037	21.536909	61	0.00067328918	2.0198675	20.646161	4.0283636
chr10_52965778_53029740	chr10	52965778	53029740	63962	63962	191886	191886	0	23.99004	22.770242	166	0.00086509698	2.595291	21.025038	3.9006456
chr10_53029740_53080431	chr10	53029740	53080431	50691	50691	152073	152073	0	23.2673	22.424653	77	0.00050633577	1.5190073	20.961161	3.1452906
chr10_53080431_53173972	chr10	53080431	53173972	93541	93539	280617	280617	0	22.64445	21.601177	40	0.00014254304	0.42761997	20.763573	3.1447204
chr10_53173972_53189005	chr10	53173972	53189005	15033	15033	45099	45099	0	20.07104	16.813175	1	2.2173441e-05	0.066520322	20.07104	2.6003267
chr10_53189005_53284290	chr10	53189005	53284290	95285	95285	285855	285855	0	24.67876	24.602053	64	0.00022388973	0.6716692	22.313242	2.7678238
chr10_53284290_53344737	chr10	53284290	53344737	60447	60447	181341	181341	0	22.31759	21.001777	33	0.0001819776	0.5459328	20.483786	3.1762514
chr10_53344737_53435469	chr10	53344737	53435469	90732	90732	272196	272196	0	22.52879	21.116226	17	6.2454996e-05	0.18736499	20.730376	2.9195618
chr10_53435469_53490391	chr10	53435469	53490391	54922	54922	164766	164766	0	21.5714	20.725407	9	5.462292e-05	0.16386876	20.816448	3.0189164
chr10_53490391_53579115	chr10	53490391	53579115	88724	88724	266172	266172	0	22.4463	21.081347	15	5.6354538e-05	0.16906361	20.788667	3.0629437
chr10_53579115_53724685	chr10	53579115	53724685	145570	145570	436710	436710	0	25.10935	24.412091	88	0.00020150672	0.60452016	21.493047	2.9581346
chr10_53724685_53777941	chr10	53724685	53777941	53256	53256	159768	159768	0	21.19444	20.183794	5	3.1295378e-05	0.093886135	20.798496	2.8030128
chr10_53777941_53869661	chr10	53777941	53869661	91720	91720	275160	275160	0	64.56574	55.231225	5527	0.020086495	60.259485	24.801239	4.0747386
chr10_53869661_54011013	chr10	53869661	54011013	141352	141352	424056	424056	0	48.72355	46.005837	1886	0.0044475258	13.342577	25.605197	3.5994475
chr10_54011013_54040189	chr10	54011013	54040189	29176	29176	87528	87528	0	45.14892	40.53858	1104	0.012613107	37.83932	25.898564	3.6179866
chr10_54040189_54108643	chr10	54040189	54108643	68454	68454	205362	205362	0	46.10033	42.472638	766	0.0037299987	11.189996	26.545265	3.308121
chr10_54108643_54169794	chr10	54108643	54169794	61151	61151	183453	183453	0	46.83037	43.141374	746	0.0040664366	12.19931	25.793565	3.6038513
chr10_54169794_54210624	chr10	54169794	54210624	40830	40830	122490	122490	0	58.15108	42.33022	1097	0.0089558331	26.867499	25.195472	3.4129922
chr10_54210624_54273261	chr10	54210624	54273261	62637	62637	187911	187911	0	51.14018	45.538524	519	0.0027619458	8.2858374	25.928226	3.1019045
chr10_54273261_54343654	chr10	54273261	54343654	70393	70393	211179	211179	0	40.92424	38.412247	624	0.0029548393	8.8645178	25.881891	3.3491237
chr10_54343654_54448574	chr10	54343654	54448574	104920	104920	314760	314760	0	45.00966	41.64141	1187	0.0037711272	11.313382	26.263939	3.1109901
chr10_54448574_54499765	chr10	54448574	54499765	51191	51191	153573	153573	0	24.11626	22.093858	20	0.00013023123	0.39069368	21.317361	3.2216664
chr10_54499765_54539351	chr10	54499765	54539351	39586	39586	118758	118758	0	44.16621	37.039794	305	0.002568248	7.7047441	25.99554	3.3879181
chr10_54539351_54564367	chr10	54539351	54564367	25016	25016	75048	75048	0	24.54985	20.648317	7	9.3273638e-05	0.27982091	21.429264	3.1812414
chr10_54564367_54641712	chr10	54564367	54641712	77345	77345	232035	232035	0	27.06117	22.594065	493	0.0021246795	6.3740384	21.072914	3.2778783
chr10_54641712_54727838	chr10	54641712	54727838	86126	86126	258378	258378	0	44.3655	39.357306	137	0.0005302309	1.5906927	25.477637	3.1228556
chr10_54727838_54857049	chr10	54727838	54857049	129211	129211	387633	387633	0	32.51645	28.8552	482	0.0012434442	3.7303326	21.776174	3.2442387
chr10_54857049_54868130	chr10	54857049	54868130	11081	11081	33243	33243	0	21.68273	20.249431	7	0.00021057065	0.63171194	20.647607	3.2038153
chr10_54868130_54950428	chr10	54868130	54950428	82298	82298	246894	246894	0	30.90203	29.140019	73	0.00029567345	0.88702034	23.409669	3.0619289
chr10_54950428_54978327	chr10	54950428	54978327	27899	27899	83697	83697	0	23.73039	19.924429	4	4.7791438e-05	0.14337431	21.313635	2.9162897
chr10_54978327_55078732	chr10	54978327	55078732	100405	100405	301215	301215	0	21.88856	21.027958	22	7.3037531e-05	0.21911259	20.547236	3.2008801
chr10_55078732_55127023	chr10	55078732	55127023	48291	48291	144873	144873	0	24.62579	24.444369	34	0.00023468831	0.70406494	22.590064	3.0741726
chr10_55127023_55160499	chr10	55127023	55160499	33476	33476	100428	100428	0	21.96915	20.809866	9	8.9616442e-05	0.26884932	20.91337	3.2005195
chr10_55160499_55201163	chr10	55160499	55201163	40664	40664	121992	121992	0	32.85722	31.648711	111	0.00090989573	2.7296872	23.18067	3.3250552
chr10_55201163_55273257	chr10	55201163	55273257	72094	72094	216282	216282	0	22.97124	22.751934	55	0.00025429763	0.76289289	21.2393	3.2848362
chr10_55273257_55315822	chr10	55273257	55315822	42565	42565	127695	127695	0	22.47565	21.51028	28	0.00021927249	0.65781746	20.784333	3.0468344
chr10_55315822_55370711	chr10	55315822	55370711	54889	54889	164667	164667	0	23.34316	22.345018	37	0.0002246959	0.6740877	21.25338	3.0075592
chr10_55370711_55430150	chr10	55370711	55430150	59439	59439	178317	178317	0	24.19062	22.942092	70	0.00039255932	1.177678	21.18962	3.0993358
chr10_55430150_55635492	chr10	55430150	55635492	205342	205342	616026	616026	0	33.38418	32.112167	367	0.00059575408	1.7872622	21.7854	3.2067162
chr10_55635492_55784569	chr10	55635492	55784569	149077	149077	447231	447231	0	24.66098	23.97342	65	0.00014533876	0.43601629	21.663908	2.7766456
chr10_55784569_55837380	chr10	55784569	55837380	52811	52811	158433	158433	0	21.88975	21.243238	17	0.00010730088	0.32190263	20.853944	2.7704543
chr10_55837380_55887236	chr10	55837380	55887236	49856	49856	149568	149568	0	21.76117	21.280818	53	0.00035435387	1.0630616	20.771167	2.9107148
chr10_55887236_55959948	chr10	55887236	55959948	72712	72712	218136	218136	0	23.89168	21.597909	24	0.0001100231	0.33006931	20.890211	2.6986971
chr10_55959948_56034097	chr10	55959948	56034097	74149	74149	222447	222447	0	22.1478	21.296214	48	0.00021578174	0.64734521	20.677551	2.6821802
chr10_56034097_56526099	chr10	56034097	56526099	492002	492002	1476006	1476006	0	46.34193	42.255312	1130	0.00076557954	2.2967386	24.569421	2.9765958
chr10_56526099_56581386	chr10	56526099	56581386	55287	55287	165861	165861	0	22.41151	20.863889	15	9.0437173e-05	0.27131152	20.634001	2.8177398
chr10_56581386_56789461	chr10	56581386	56789461	208075	208075	624225	624225	0	22.11375	21.732909	62	9.9323161e-05	0.29796948	21.045093	2.8425325
chr10_56789461_56990800	chr10	56789461	56990800	201339	201339	604017	604017	0	21.13391	20.587402	29	4.8011894e-05	0.14403568	20.252986	2.7973186
chr10_56990800_57049876	chr10	56990800	57049876	59076	59076	177228	177228	0	23.73937	20.297179	4	2.2569797e-05	0.067709391	21.284675	2.9184003
chr10_57049876_57253276	chr10	57049876	57253276	203400	203400	610200	610200	0	24.96993	24.619301	54	8.8495575e-05	0.26548673	22.57036	2.9508886
chr10_57253276_57394743	chr10	57253276	57394743	141467	141467	424401	424401	0	23.68803	22.74011	143	0.00033694548	1.0108364	21.257841	2.8710504
chr10_57394743_57482890	chr10	57394743	57482890	88147	88147	264441	264441	0	22.133	21.147822	15	5.6723428e-05	0.17017028	20.909681	2.8513732
chr10_57482890_57545875	chr10	57482890	57545875	62985	62985	188955	188955	0	21.13705	20.118186	6	3.1753592e-05	0.095260776	20.420547	2.9682733
chr10_57545875_57611208	chr10	57545875	57611208	65333	65333	195999	195999	0	21.53974	21.276175	24	0.0001224496	0.36734881	20.801368	2.9706212
chr10_57611208_57667561	chr10	57611208	57667561	56353	56353	169059	169059	0	24.54403	23.440125	66	0.00039039625	1.1711888	21.404767	3.3487271
chr10_57667561_57812948	chr10	57667561	57812948	145387	145387	436161	436161	0	22.82399	22.727492	174	0.00039893526	1.1968058	21.138336	3.2446021
chr10_57812948_57937792	chr10	57812948	57937792	124844	124844	374532	374532	0	23.69529	23.370978	101	0.00026966988	0.80900964	21.239685	3.5878531
chr10_57937792_58001111	chr10	57937792	58001111	63319	63319	189957	189957	0	23.63175	22.963307	216	0.0011370994	3.4112983	20.933737	3.9125462
chr10_58001111_58063769	chr10	58001111	58063769	62658	62658	187974	187974	0	23.64987	23.00241	152	0.00080862247	2.4258674	21.148706	3.9471076
chr10_58063769_58122902	chr10	58063769	58122902	59133	59133	177399	177399	0	25.22009	24.013075	95	0.00053551598	1.606548	21.311897	3.8014025
chr10_58122902_58170631	chr10	58122902	58170631	47729	47729	143187	143187	0	26.14107	25.423247	122	0.00085203266	2.556098	21.74997	3.7430191
chr10_58170631_58380024	chr10	58170631	58380024	209393	209392	628176	628176	0	55.86995	52.918982	6596	0.010500242	31.500575	24.937829	5.2666645
chr10_58380024_58446057	chr10	58380024	58446057	66033	66033	198099	198099	0	57.4853	46.913765	1643	0.0082938329	24.881499	24.491014	4.6965062
chr10_58446057_58617192	chr10	58446057	58617192	171135	171135	513405	513405	0	43.52061	38.818808	2561	0.0049882646	14.964794	22.154733	4.8756268
chr10_58617192_58657978	chr10	58617192	58657978	40786	40786	122358	122358	0	48.4736	39.557216	631	0.0051569983	15.470995	22.802035	5.2618052
chr10_58657978_58754589	chr10	58657978	58754589	96611	96611	289833	289833	0	48.37029	42.689731	829	0.0028602678	8.5808034	22.846293	5.0938144
chr10_58754589_58796991	chr10	58754589	58796991	42402	42402	127206	127206	0	59.47079	51.041026	2928	0.023017782	69.053347	26.261537	5.5838804
chr10_58796991_58843534	chr10	58796991	58843534	46543	46543	139629	139629	0	64.58697	53.904351	3909	0.027995617	83.986851	25.150817	5.9548437
chr10_58843534_58905870	chr10	58843534	58905870	62336	62336	187008	187008	0	23.35274	23.000413	124	0.00066307324	1.9892197	21.0831	4.2628215
chr10_58905870_58980552	chr10	58905870	58980552	74682	74682	224046	224046	0	26.76613	26.335382	544	0.0024280728	7.2842184	21.348936	4.6394067
