block_id	chrom	start	end	length_bp	eqtl_variant_count	eqtl_pair_count	eqtl_gene_count	eqtl_tissue_count	eqtl_variants_per_kb
chr11_129525256_129545020	chr11	129525256	129545020	19764	4	4	2	2	0.2024
chr11_129545020_129586549	chr11	129545020	129586549	41529	25	25	4	4	0.602
chr11_129586549_129692499	chr11	129586549	129692499	105950	117	131	10	9	1.1043
chr11_129692499_129700102	chr11	129692499	129700102	7603	14	19	4	5	1.8414
chr11_129700102_129737811	chr11	129700102	129737811	37709	40	67	6	11	1.0608
chr11_129737811_129750217	chr11	129737811	129750217	12406	22	33	3	8	1.7733
chr11_129750217_129916830	chr11	129750217	129916830	166613	468	798	14	44	2.8089
chr11_129916830_129983544	chr11	129916830	129983544	66714	89	114	7	22	1.3341
chr11_129983544_130038019	chr11	129983544	130038019	54475	59	64	8	14	1.0831
chr11_130038019_130116672	chr11	130038019	130116672	78653	283	413	9	20	3.5981
chr11_130116672_130162822	chr11	130116672	130162822	46150	74	77	2	20	1.6035
chr11_130162822_130191460	chr11	130162822	130191460	28638	36	44	3	17	1.2571
chr11_130191460_130218099	chr11	130191460	130218099	26639	81	105	7	13	3.0407
chr11_130218099_130319058	chr11	130218099	130319058	100959	80	80	6	13	0.7924
chr11_130319058_130387263	chr11	130319058	130387263	68205	57	66	5	6	0.8357
chr11_130387263_130415598	chr11	130387263	130415598	28335	46	82	3	32	1.6234
chr11_130415598_130437545	chr11	130415598	130437545	21947	28	57	5	16	1.2758
chr11_130437545_130460623	chr11	130437545	130460623	23078	55	76	8	14	2.3832
chr11_130460623_130482397	chr11	130460623	130482397	21774	6	11	2	1	0.2756
chr11_130482397_130517483	chr11	130482397	130517483	35086	10	10	3	3	0.285
chr11_130517483_130534898	chr11	130517483	130534898	17415	11	11	4	7	0.6316
chr11_130534898_130557405	chr11	130534898	130557405	22507	2	2	2	2	0.0889
chr11_130557405_130632301	chr11	130557405	130632301	74896	46	46	6	5	0.6142
chr11_130632301_130652135	chr11	130632301	130652135	19834	0	0	0	0	0.0
chr11_130652135_130706124	chr11	130652135	130706124	53989	5	5	3	3	0.0926
chr11_130706124_130782909	chr11	130706124	130782909	76785	2	2	2	2	0.026
chr11_130782909_130809722	chr11	130782909	130809722	26813	46	55	6	12	1.7156
chr11_130809722_130826708	chr11	130809722	130826708	16986	20	28	4	15	1.1774
chr11_130826708_130921505	chr11	130826708	130921505	94797	407	1060	7	49	4.2934
chr11_130921505_131025830	chr11	130921505	131025830	104325	149	375	6	47	1.4282
chr11_131025830_131051793	chr11	131025830	131051793	25963	9	9	5	7	0.3466
chr11_131051793_131141712	chr11	131051793	131141712	89919	11	12	6	5	0.1223
chr11_131141712_131154874	chr11	131141712	131154874	13162	0	0	0	0	0.0
chr11_131154874_131204695	chr11	131154874	131204695	49821	6	6	4	4	0.1204
chr11_131204695_131240301	chr11	131204695	131240301	35606	14	16	3	3	0.3932
chr11_131240301_131298371	chr11	131240301	131298371	58070	88	118	4	8	1.5154
chr11_131298371_131352038	chr11	131298371	131352038	53667	97	188	4	4	1.8074
chr11_131352038_131406855	chr11	131352038	131406855	54817	1	1	1	1	0.0182
chr11_131406855_131442952	chr11	131406855	131442952	36097	1	1	1	1	0.0277
chr11_131442952_131455973	chr11	131442952	131455973	13021	1	1	1	1	0.0768
chr11_131455973_131486373	chr11	131455973	131486373	30400	0	0	0	0	0.0
chr11_131486373_131497820	chr11	131486373	131497820	11447	0	0	0	0	0.0
chr11_131497820_131560137	chr11	131497820	131560137	62317	2	2	2	2	0.0321
chr11_131560137_131615131	chr11	131560137	131615131	54994	6	6	2	3	0.1091
chr11_131615131_131636521	chr11	131615131	131636521	21390	6	6	1	1	0.2805
chr11_131636521_131677803	chr11	131636521	131677803	41282	70	70	4	4	1.6957
chr11_131677803_131756871	chr11	131677803	131756871	79068	96	96	3	3	1.2141
chr11_131756871_131788905	chr11	131756871	131788905	32034	2	2	1	1	0.0624
chr11_131788905_131821853	chr11	131788905	131821853	32948	2	2	1	2	0.0607
chr11_131821853_131861532	chr11	131821853	131861532	39679	28	30	3	5	0.7057
chr11_131861532_131885779	chr11	131861532	131885779	24247	10	11	3	4	0.4124
chr11_131885779_131915626	chr11	131885779	131915626	29847	25	34	2	5	0.8376
chr11_131915626_131951085	chr11	131915626	131951085	35459	6	6	1	2	0.1692
chr11_131951085_131972849	chr11	131951085	131972849	21764	0	0	0	0	0.0
chr11_131972849_132003074	chr11	131972849	132003074	30225	0	0	0	0	0.0
chr11_132003074_132048248	chr11	132003074	132048248	45174	73	73	1	5	1.616
chr11_132048248_132090934	chr11	132048248	132090934	42686	96	96	1	5	2.249
chr11_132090934_132129335	chr11	132090934	132129335	38401	101	101	1	4	2.6301
chr11_132129335_132166819	chr11	132129335	132166819	37484	5	5	1	3	0.1334
chr11_132166819_132237582	chr11	132166819	132237582	70763	4	4	1	2	0.0565
chr11_132237582_132309434	chr11	132237582	132309434	71852	13	13	2	3	0.1809
chr11_132309434_132353791	chr11	132309434	132353791	44357	42	43	2	5	0.9469
chr11_132353791_132404106	chr11	132353791	132404106	50315	118	118	1	6	2.3452
chr11_132404106_132451610	chr11	132404106	132451610	47504	54	54	1	6	1.1367
chr11_132451610_132516940	chr11	132451610	132516940	65330	57	57	1	3	0.8725
chr11_132516940_132550889	chr11	132516940	132550889	33949	0	0	0	0	0.0
chr11_132550889_132622531	chr11	132550889	132622531	71642	0	0	0	0	0.0
chr11_132622531_132633932	chr11	132622531	132633932	11401	0	0	0	0	0.0
chr11_132633932_132714553	chr11	132633932	132714553	80621	5	5	1	1	0.062
chr11_132714553_132744667	chr11	132714553	132744667	30114	0	0	0	0	0.0
chr11_132744667_132812363	chr11	132744667	132812363	67696	0	0	0	0	0.0
chr11_132812363_132849801	chr11	132812363	132849801	37438	0	0	0	0	0.0
chr11_132849801_132895955	chr11	132849801	132895955	46154	0	0	0	0	0.0
chr11_132895955_132932395	chr11	132895955	132932395	36440	9	9	1	2	0.247
chr11_132932395_132958389	chr11	132932395	132958389	25994	4	4	1	1	0.1539
chr11_132958389_132964363	chr11	132958389	132964363	5974	0	0	0	0	0.0
chr11_132964363_133041176	chr11	132964363	133041176	76813	3	3	2	2	0.0391
chr11_133041176_133064829	chr11	133041176	133064829	23653	5	5	1	7	0.2114
chr11_133064829_133080953	chr11	133064829	133080953	16124	12	12	1	4	0.7442
chr11_133080953_133113411	chr11	133080953	133113411	32458	0	0	0	0	0.0
chr11_133113411_133128436	chr11	133113411	133128436	15025	1	1	1	1	0.0666
chr11_133128436_133152612	chr11	133128436	133152612	24176	9	9	3	4	0.3723
chr11_133152612_133173833	chr11	133152612	133173833	21221	0	0	0	0	0.0
chr11_133173833_133207728	chr11	133173833	133207728	33895	0	0	0	0	0.0
chr11_133207728_133220796	chr11	133207728	133220796	13068	6	6	2	3	0.4591
chr11_133220796_133314042	chr11	133220796	133314042	93246	9	9	2	2	0.0965
chr11_133314042_133350506	chr11	133314042	133350506	36464	1	1	1	1	0.0274
chr11_133350506_133404017	chr11	133350506	133404017	53511	10	10	2	3	0.1869
chr11_133404017_133439512	chr11	133404017	133439512	35495	73	73	2	3	2.0566
chr11_133439512_133503370	chr11	133439512	133503370	63858	144	144	2	3	2.255
chr11_133503370_133539469	chr11	133503370	133539469	36099	46	46	4	4	1.2743
chr11_133539469_133583126	chr11	133539469	133583126	43657	9	9	6	6	0.2062
chr11_133583126_133614025	chr11	133583126	133614025	30899	4	4	2	2	0.1295
chr11_133614025_133652615	chr11	133614025	133652615	38590	13	13	3	3	0.3369
chr11_133652615_133681926	chr11	133652615	133681926	29311	3	3	3	3	0.1024
chr11_133681926_133712297	chr11	133681926	133712297	30371	1	1	1	1	0.0329
chr11_133712297_133727824	chr11	133712297	133727824	15527	5	5	2	1	0.322
chr11_133727824_133787954	chr11	133727824	133787954	60130	37	37	6	8	0.6153
chr11_133787954_133922848	chr11	133787954	133922848	134894	269	462	12	27	1.9942
chr11_133922848_133952238	chr11	133922848	133952238	29390	83	158	7	33	2.8241
chr11_133952238_133988998	chr11	133952238	133988998	36760	85	142	7	26	2.3123
chr11_133988998_134041309	chr11	133988998	134041309	52311	101	136	8	30	1.9308
chr11_134041309_134064518	chr11	134041309	134064518	23209	54	138	13	21	2.3267
chr11_134064518_134252356	chr11	134064518	134252356	187838	448	1623	12	31	2.385
chr11_134252356_134347559	chr11	134252356	134347559	95203	245	695	10	32	2.5734
chr11_134347559_134366817	chr11	134347559	134366817	19258	32	73	8	16	1.6616
chr11_134366817_134383335	chr11	134366817	134383335	16518	37	53	5	20	2.24
chr11_134383335_134426747	chr11	134383335	134426747	43412	104	189	5	22	2.3957
chr11_134426747_134478240	chr11	134426747	134478240	51493	162	222	9	22	3.1461
chr11_134478240_134531011	chr11	134478240	134531011	52771	44	55	8	14	0.8338
chr11_134531011_134553358	chr11	134531011	134553358	22347	20	20	3	5	0.895
chr11_134553358_134561821	chr11	134553358	134561821	8463	4	4	2	2	0.4726
chr12_599431_631795	chr12	599431	631795	32364	159	380	10	48	4.9129
chr12_631795_662063	chr12	631795	662063	30268	74	144	6	48	2.4448
chr12_662063_675682	chr12	662063	675682	13619	44	82	7	46	3.2308
chr12_675682_690131	chr12	675682	690131	14449	21	22	6	32	1.4534
chr12_690131_748058	chr12	690131	748058	57927	58	60	10	31	1.0013
chr12_748058_970602	chr12	748058	970602	222544	439	589	9	44	1.9726
chr12_970602_1096102	chr12	970602	1096102	125500	316	594	10	30	2.5179
chr12_1096102_1202379	chr12	1096102	1202379	106277	166	375	11	18	1.562
chr12_1202379_1401442	chr12	1202379	1401442	199063	468	825	12	16	2.351
chr12_1401442_1484715	chr12	1401442	1484715	83273	148	154	12	14	1.7773
chr12_1484715_1497769	chr12	1484715	1497769	13054	22	22	5	8	1.6853
chr12_1497769_1525002	chr12	1497769	1525002	27233	139	177	4	30	5.1041
chr12_1525002_1535489	chr12	1525002	1535489	10487	50	51	2	8	4.7678
chr12_1535489_1553947	chr12	1535489	1553947	18458	5	5	3	3	0.2709
chr12_1553947_1565586	chr12	1553947	1565586	11639	1	1	1	1	0.0859
chr12_1565586_1573585	chr12	1565586	1573585	7999	2	2	2	2	0.25
chr12_1573585_1619262	chr12	1573585	1619262	45677	43	54	6	9	0.9414
chr12_1619262_1627148	chr12	1619262	1627148	7886	4	4	3	3	0.5072
chr12_1627148_1639668	chr12	1627148	1639668	12520	10	10	2	6	0.7987
chr12_1639668_1647476	chr12	1639668	1647476	7808	1	1	1	1	0.1281
chr12_1647476_1656638	chr12	1647476	1656638	9162	0	0	0	0	0.0
chr12_1656638_1797737	chr12	1656638	1797737	141099	276	534	7	25	1.9561
chr12_1797737_1828345	chr12	1797737	1828345	30608	61	81	10	21	1.9929
chr12_1828345_1865438	chr12	1828345	1865438	37093	10	10	4	5	0.2696
chr12_1865438_1920453	chr12	1865438	1920453	55015	8	9	4	6	0.1454
chr12_1920453_1935919	chr12	1920453	1935919	15466	21	26	5	10	1.3578
chr12_1935919_2019816	chr12	1935919	2019816	83897	278	407	8	32	3.3136
chr12_2019816_2067099	chr12	2019816	2067099	47283	46	58	10	9	0.9729
chr12_2067099_2081280	chr12	2067099	2081280	14181	28	28	2	3	1.9745
chr12_2081280_2097185	chr12	2081280	2097185	15905	8	8	4	5	0.503
chr12_2097185_2163155	chr12	2097185	2163155	65970	63	64	5	7	0.955
chr12_2163155_2175645	chr12	2163155	2175645	12490	1	1	1	1	0.0801
chr12_2175645_2241286	chr12	2175645	2241286	65641	138	148	5	9	2.1023
chr12_2241286_2311360	chr12	2241286	2311360	70074	147	251	8	11	2.0978
chr12_2311360_2354871	chr12	2311360	2354871	43511	48	58	10	10	1.1032
chr12_2354871_2417511	chr12	2354871	2417511	62640	33	36	4	8	0.5268
chr12_2417511_2435620	chr12	2417511	2435620	18109	1	1	1	1	0.0552
chr12_2435620_2453375	chr12	2435620	2453375	17755	4	4	2	2	0.2253
chr12_2453375_2476919	chr12	2453375	2476919	23544	7	8	7	6	0.2973
chr12_2476919_2500108	chr12	2476919	2500108	23189	4	5	4	4	0.1725
chr12_2500108_2565340	chr12	2500108	2565340	65232	20	20	7	7	0.3066
chr12_2565340_2613221	chr12	2565340	2613221	47881	9	9	5	5	0.188
chr12_2613221_2662640	chr12	2613221	2662640	49419	44	44	6	7	0.8903
chr12_2662640_2732507	chr12	2662640	2732507	69867	92	106	11	12	1.3168
chr12_2732507_2777780	chr12	2732507	2777780	45273	92	157	5	7	2.0321
chr12_2777780_2827110	chr12	2777780	2827110	49330	88	284	10	20	1.7839
chr12_2827110_2853568	chr12	2827110	2853568	26458	83	249	12	29	3.137
chr12_2853568_2889726	chr12	2853568	2889726	36158	73	262	8	36	2.0189
chr12_2889726_2962544	chr12	2889726	2962544	72818	272	741	9	29	3.7353
chr12_2962544_2986049	chr12	2962544	2986049	23505	58	101	5	5	2.4676
chr12_2986049_3014920	chr12	2986049	3014920	28871	36	39	7	12	1.2469
chr12_3014920_3035546	chr12	3014920	3035546	20626	6	6	2	2	0.2909
chr12_3035546_3066915	chr12	3035546	3066915	31369	25	26	6	8	0.797
chr12_3066915_3089454	chr12	3066915	3089454	22539	96	98	3	16	4.2593
chr12_3089454_3108734	chr12	3089454	3108734	19280	59	61	3	19	3.0602
chr12_3108734_3139891	chr12	3108734	3139891	31157	162	170	7	20	5.1995
chr12_3139891_3189969	chr12	3139891	3189969	50078	134	153	8	21	2.6758
chr12_3189969_3218158	chr12	3189969	3218158	28189	41	42	6	13	1.4545
chr12_3218158_3243748	chr12	3218158	3243748	25590	27	27	2	11	1.0551
chr12_3243748_3286294	chr12	3243748	3286294	42546	144	238	5	21	3.3846
chr12_3286294_3327277	chr12	3286294	3327277	40983	134	238	8	25	3.2696
chr12_3327277_3342107	chr12	3327277	3342107	14830	48	68	5	10	3.2367
chr12_3342107_3365180	chr12	3342107	3365180	23073	24	24	5	5	1.0402
chr12_3365180_3414071	chr12	3365180	3414071	48891	41	50	6	9	0.8386
chr12_3414071_3448769	chr12	3414071	3448769	34698	7	7	3	3	0.2017
chr12_3448769_3487600	chr12	3448769	3487600	38831	4	4	3	3	0.103
chr12_3487600_3540160	chr12	3487600	3540160	52560	20	20	7	7	0.3805
chr12_3540160_3567871	chr12	3540160	3567871	27711	33	35	7	7	1.1909
chr12_3567871_3602716	chr12	3567871	3602716	34845	30	31	4	4	0.861
chr12_3602716_3637829	chr12	3602716	3637829	35113	61	67	6	8	1.7372
chr12_3637829_3677549	chr12	3637829	3677549	39720	36	55	10	12	0.9063
chr12_3677549_3730170	chr12	3677549	3730170	52621	45	51	6	10	0.8552
chr12_3730170_3745361	chr12	3730170	3745361	15191	79	148	7	13	5.2004
chr12_3745361_3759783	chr12	3745361	3759783	14422	54	144	6	21	3.7443
chr12_3759783_3780192	chr12	3759783	3780192	20409	43	43	6	7	2.1069
chr12_3780192_3893968	chr12	3780192	3893968	113776	237	316	8	29	2.083
chr12_3893968_3908729	chr12	3893968	3908729	14761	34	41	6	10	2.3034
chr12_3908729_3934219	chr12	3908729	3934219	25490	5	5	4	4	0.1962
chr12_3934219_3960355	chr12	3934219	3960355	26136	6	6	5	5	0.2296
chr12_3960355_3981245	chr12	3960355	3981245	20890	5	5	3	3	0.2393
chr12_3981245_3996239	chr12	3981245	3996239	14994	2	3	3	3	0.1334
chr12_3996239_4006410	chr12	3996239	4006410	10171	1	1	1	1	0.0983
chr12_4006410_4019569	chr12	4006410	4019569	13159	29	72	7	6	2.2038
chr12_4019569_4126702	chr12	4019569	4126702	107133	145	518	13	10	1.3535
chr12_4126702_4177110	chr12	4126702	4177110	50408	66	178	9	8	1.3093
chr12_4177110_4210774	chr12	4177110	4210774	33664	7	7	4	4	0.2079
chr12_4210774_4225129	chr12	4210774	4225129	14355	3	4	4	4	0.209
chr12_4225129_4251189	chr12	4225129	4251189	26060	2	3	3	2	0.0767
chr12_4251189_4275530	chr12	4251189	4275530	24341	9	10	6	7	0.3697
chr12_4275530_4297098	chr12	4275530	4297098	21568	9	16	5	18	0.4173
chr12_4297098_4308066	chr12	4297098	4308066	10968	5	5	1	4	0.4559
chr12_4308066_4354441	chr12	4308066	4354441	46375	98	114	9	40	2.1132
chr12_4354441_4399570	chr12	4354441	4399570	45129	64	76	8	21	1.4182
chr12_4399570_4421350	chr12	4399570	4421350	21780	31	68	7	27	1.4233
chr12_4421350_4446477	chr12	4421350	4446477	25127	46	83	6	22	1.8307
chr12_4446477_4562760	chr12	4446477	4562760	116283	112	157	8	28	0.9632
chr12_4562760_4587124	chr12	4562760	4587124	24364	67	84	7	21	2.75
chr12_4587124_4663383	chr12	4587124	4663383	76259	302	952	9	49	3.9602
chr12_4663383_4795888	chr12	4663383	4795888	132505	362	1030	12	37	2.732
chr12_4795888_4836815	chr12	4795888	4836815	40927	108	193	13	30	2.6388
chr12_4836815_4858333	chr12	4836815	4858333	21518	88	160	6	7	4.0896
chr12_4858333_4881757	chr12	4858333	4881757	23424	17	19	5	4	0.7258
chr12_4881757_4951404	chr12	4881757	4951404	69647	46	67	5	8	0.6605
chr12_4951404_4986744	chr12	4951404	4986744	35340	36	58	6	6	1.0187
chr12_4986744_5021188	chr12	4986744	5021188	34444	58	64	5	9	1.6839
chr12_5021188_5051282	chr12	5021188	5051282	30094	39	50	4	7	1.2959
chr12_5051282_5089604	chr12	5051282	5089604	38322	38	65	7	7	0.9916
chr12_5089604_5112137	chr12	5089604	5112137	22533	72	141	4	6	3.1953
chr12_5112137_5168238	chr12	5112137	5168238	56101	161	340	7	11	2.8698
chr12_5168238_5212306	chr12	5168238	5212306	44068	80	142	5	7	1.8154
chr12_5212306_5247322	chr12	5212306	5247322	35016	5	7	4	4	0.1428
chr12_5247322_5278870	chr12	5247322	5278870	31548	14	24	4	4	0.4438
chr12_5278870_5332146	chr12	5278870	5332146	53276	45	52	3	7	0.8447
chr12_5332146_5382170	chr12	5332146	5382170	50024	32	32	5	6	0.6397
chr12_5382170_5452938	chr12	5382170	5452938	70768	46	46	8	10	0.65
chr12_5452938_5466473	chr12	5452938	5466473	13535	10	10	3	4	0.7388
chr12_5466473_5494466	chr12	5466473	5494466	27993	13	13	4	5	0.4644
chr12_5494466_5519752	chr12	5494466	5519752	25286	7	9	5	7	0.2768
chr12_5519752_5529022	chr12	5519752	5529022	9270	2	2	2	2	0.2157
chr12_5529022_5579034	chr12	5529022	5579034	50012	16	16	7	7	0.3199
chr12_5579034_5640197	chr12	5579034	5640197	61163	33	33	5	6	0.5395
chr12_5640197_5723797	chr12	5640197	5723797	83600	24	24	10	11	0.2871
chr12_5723797_5770633	chr12	5723797	5770633	46836	3	3	3	3	0.0641
chr12_5770633_5827365	chr12	5770633	5827365	56732	3	3	2	1	0.0529
chr12_5827365_5850007	chr12	5827365	5850007	22642	6	6	3	3	0.265
chr12_5850007_5883097	chr12	5850007	5883097	33090	32	35	4	5	0.9671
chr12_5883097_5914056	chr12	5883097	5914056	30959	9	9	6	6	0.2907
chr12_5914056_5969772	chr12	5914056	5969772	55716	238	246	16	27	4.2717
chr12_5969772_6031018	chr12	5969772	6031018	61246	67	71	22	17	1.0939
chr12_6031018_6040572	chr12	6031018	6040572	9554	3	3	1	1	0.314
chr12_6040572_6063182	chr12	6040572	6063182	22610	15	20	10	10	0.6634
chr12_6063182_6104845	chr12	6063182	6104845	41663	68	97	18	17	1.6321
chr12_6104845_6166662	chr12	6104845	6166662	61817	196	349	27	22	3.1706
chr12_6166662_6193991	chr12	6166662	6193991	27329	129	203	19	22	4.7203
chr12_6193991_6262502	chr12	6193991	6262502	68511	132	161	27	23	1.9267
chr12_6262502_6311130	chr12	6262502	6311130	48628	180	291	23	22	3.7016
chr12_6311130_6348797	chr12	6311130	6348797	37667	56	74	17	20	1.4867
chr12_6348797_6379284	chr12	6348797	6379284	30487	64	105	26	33	2.0993
chr12_6379284_6411328	chr12	6379284	6411328	32044	111	239	24	49	3.464
chr12_6411328_6448576	chr12	6411328	6448576	37248	116	389	29	46	3.1143
chr12_6448576_6470646	chr12	6448576	6470646	22070	89	503	22	49	4.0326
chr12_6470646_6540374	chr12	6470646	6540374	69728	297	1817	32	49	4.2594
chr12_6540374_6624723	chr12	6540374	6624723	84349	168	615	33	48	1.9917
chr12_6624723_6707118	chr12	6624723	6707118	82395	133	463	35	42	1.6142
chr12_6707118_6715540	chr12	6707118	6715540	8422	31	79	21	25	3.6808
chr12_6715540_6743408	chr12	6715540	6743408	27868	166	490	27	39	5.9567
chr12_6743408_6774504	chr12	6743408	6774504	31096	100	305	28	36	3.2158
chr12_6774504_6805285	chr12	6774504	6805285	30781	87	136	18	30	2.8264
chr12_6805285_6826466	chr12	6805285	6826466	21181	43	60	12	16	2.0301
chr12_6826466_6956472	chr12	6826466	6956472	130006	352	2360	39	49	2.7076
chr12_6956472_7089703	chr12	6956472	7089703	133231	254	753	34	39	1.9065
chr12_7089703_7131485	chr12	7089703	7131485	41782	122	662	29	44	2.9199
chr12_7131485_7154185	chr12	7131485	7154185	22700	48	163	17	45	2.1145
chr12_7154185_7218729	chr12	7154185	7218729	64544	196	740	24	48	3.0367
chr12_7218729_7297586	chr12	7218729	7297586	78857	270	630	32	47	3.4239
chr12_7297586_7365826	chr12	7297586	7365826	68240	95	170	21	24	1.3921
chr12_7365826_7443240	chr12	7365826	7443240	77414	128	232	16	13	1.6534
chr12_7443240_7479318	chr12	7443240	7479318	36078	46	56	11	11	1.275
chr12_7479318_7639472	chr12	7479318	7639472	160154	434	508	30	23	2.7099
chr12_7639472_7695606	chr12	7639472	7695606	56134	97	107	19	19	1.728
chr12_7695606_7724235	chr12	7695606	7724235	28629	45	45	10	10	1.5718
chr12_7724235_7781453	chr12	7724235	7781453	57218	186	190	10	11	3.2507
chr12_7781453_7807020	chr12	7781453	7807020	25567	122	174	12	12	4.7718
chr12_7807020_7847864	chr12	7807020	7847864	40844	131	178	19	16	3.2073
chr12_7847864_7869336	chr12	7847864	7869336	21472	18	20	9	18	0.8383
chr12_7869336_7937228	chr12	7869336	7937228	67892	215	360	24	42	3.1668
chr12_7937228_7972943	chr12	7937228	7972943	35715	77	91	9	18	2.156
chr12_7972943_7985559	chr12	7972943	7985559	12616	14	14	4	10	1.1097
chr12_7985559_8033765	chr12	7985559	8033765	48206	160	296	18	22	3.3191
chr12_8033765_8079525	chr12	8033765	8079525	45760	89	241	20	31	1.9449
chr12_8079525_8137973	chr12	8079525	8137973	58448	106	417	18	40	1.8136
chr12_8137973_8160238	chr12	8137973	8160238	22265	59	354	18	33	2.6499
chr12_8160238_8224373	chr12	8160238	8224373	64135	196	1058	23	42	3.0561
chr12_8224373_8272793	chr12	8224373	8272793	48420	243	870	23	49	5.0186
chr12_8272793_8363288	chr12	8272793	8363288	90495	537	1621	31	44	5.934
chr12_8363288_8508604	chr12	8363288	8508604	145316	513	1563	30	37	3.5302
chr12_8508604_8545875	chr12	8508604	8545875	37271	84	315	18	26	2.2538
chr12_8545875_8569039	chr12	8545875	8569039	23164	118	334	14	26	5.0941
chr12_8569039_8604885	chr12	8569039	8604885	35846	107	291	19	22	2.985
chr12_8604885_8614031	chr12	8604885	8614031	9146	7	9	5	6	0.7654
chr12_8614031_8656156	chr12	8614031	8656156	42125	103	209	18	21	2.4451
chr12_8656156_8819372	chr12	8656156	8819372	163216	267	585	25	31	1.6359
chr12_8819372_8826334	chr12	8819372	8826334	6962	15	25	10	16	2.1546
chr12_8826334_8868834	chr12	8826334	8868834	42500	135	248	23	27	3.1765
chr12_8868834_8881030	chr12	8868834	8881030	12196	50	84	17	18	4.0997
chr12_8881030_9004750	chr12	8881030	9004750	123720	411	2441	41	43	3.322
chr12_9004750_9161611	chr12	9004750	9161611	156861	400	3174	30	45	2.55
chr12_9161611_9197425	chr12	9161611	9197425	35814	118	567	25	40	3.2948
chr12_9197425_9240977	chr12	9197425	9240977	43552	148	957	32	47	3.3982
chr12_9240977_9256023	chr12	9240977	9256023	15046	124	978	25	49	8.2414
chr12_9256023_9325541	chr12	9256023	9325541	69518	284	2316	34	49	4.0853
chr12_9325541_9362151	chr12	9325541	9362151	36610	165	1453	35	48	4.507
chr12_9362151_9461425	chr12	9362151	9461425	99274	565	4330	43	49	5.6913
chr12_9461425_9603536	chr12	9461425	9603536	142111	248	2478	37	49	1.7451
chr12_9603536_9668986	chr12	9603536	9668986	65450	315	2527	33	48	4.8128
chr12_9668986_9742067	chr12	9668986	9742067	73081	391	2562	35	48	5.3502
chr12_9742067_9758124	chr12	9742067	9758124	16057	81	402	28	43	5.0445
chr12_9758124_9793257	chr12	9758124	9793257	35133	151	951	29	36	4.298
chr12_9793257_9850757	chr12	9793257	9850757	57500	119	174	31	33	2.0696
chr12_9850757_9867668	chr12	9850757	9867668	16911	48	136	19	30	2.8384
chr12_9867668_9906880	chr12	9867668	9906880	39212	118	403	29	37	3.0093
chr12_9906880_9940919	chr12	9906880	9940919	34039	96	366	25	45	2.8203
chr12_9940919_10003102	chr12	9940919	10003102	62183	324	1499	31	48	5.2104
chr12_10003102_10024536	chr12	10003102	10024536	21434	97	308	16	45	4.5255
chr12_10024536_10070187	chr12	10024536	10070187	45651	94	178	18	23	2.0591
chr12_10070187_10113325	chr12	10070187	10113325	43138	225	387	14	24	5.2158
chr12_10113325_10138579	chr12	10113325	10138579	25254	105	201	20	26	4.1578
chr12_10138579_10179692	chr12	10138579	10179692	41113	139	365	23	27	3.3809
chr12_10179692_10199963	chr12	10179692	10199963	20271	95	188	22	22	4.6865
chr12_10199963_10221282	chr12	10199963	10221282	21319	128	236	21	25	6.004
chr12_10221282_10328878	chr12	10221282	10328878	107596	308	498	30	33	2.8626
chr12_10328878_10339615	chr12	10328878	10339615	10737	63	92	14	12	5.8676
chr12_10339615_10495619	chr12	10339615	10495619	156004	636	2785	36	47	4.0768
chr12_10495619_10595017	chr12	10495619	10595017	99398	596	3413	31	46	5.9961
chr12_10595017_10614199	chr12	10595017	10614199	19182	84	355	22	41	4.3791
chr12_10614199_10674583	chr12	10614199	10674583	60384	222	583	29	35	3.6765
chr12_10674583_10714021	chr12	10674583	10714021	39438	95	126	16	24	2.4088
chr12_10714021_10752654	chr12	10714021	10752654	38633	93	142	20	32	2.4073
chr12_10752654_10790616	chr12	10752654	10790616	37962	75	167	21	31	1.9757
chr12_10790616_10845508	chr12	10790616	10845508	54892	102	1098	31	49	1.8582
chr12_10845508_11198855	chr12	10845508	11198855	353347	1608	23244	36	49	4.5508
chr12_11198855_11325747	chr12	11198855	11325747	126892	380	1966	32	46	2.9947
chr12_11325747_11436563	chr12	11325747	11436563	110816	321	583	20	32	2.8967
chr12_11436563_11502617	chr12	11436563	11502617	66054	258	408	22	31	3.9059
chr12_11502617_11535063	chr12	11502617	11535063	32446	58	126	16	22	1.7876
chr12_11535063_11592805	chr12	11535063	11592805	57742	78	97	12	13	1.3508
chr12_11592805_11600067	chr12	11592805	11600067	7262	11	11	1	1	1.5147
chr12_11600067_11638943	chr12	11600067	11638943	38876	47	48	13	11	1.209
chr12_11638943_11700805	chr12	11638943	11700805	61862	28	32	12	12	0.4526
chr12_11700805_11753100	chr12	11700805	11753100	52295	43	46	10	12	0.8223
chr12_11753100_11789488	chr12	11753100	11789488	36388	24	24	6	5	0.6596
chr12_11789488_11818517	chr12	11789488	11818517	29029	25	26	10	11	0.8612
chr12_11818517_11850222	chr12	11818517	11850222	31705	14	14	5	11	0.4416
chr12_11850222_11877372	chr12	11850222	11877372	27150	7	7	4	4	0.2578
chr12_11877372_11889525	chr12	11877372	11889525	12153	3	3	3	3	0.2469
chr12_11889525_11929686	chr12	11889525	11929686	40161	7	7	4	4	0.1743
chr12_11929686_11945980	chr12	11929686	11945980	16294	6	6	3	3	0.3682
