block_id	genes_per_kb	n_genes_tss	avi_top1_fraction	avi_mean	eqtl_variants_per_kb
chr9_105440914_105649656	0.0191624	4	0.019408329	5.8139837	2.3953
chr9_10551203_10611985	0.0164522	0	0.0014916697	3.8026785	0.4278
chr9_105649656_105864638	0.0325609	6	0.0068470849	4.6778816	3.8236
chr9_1057797_1078140	0	0	0.0018843501	4.2403634	2.507
chr9_105864638_105903066	0	0	0.0017174977	4.221053	1.6655
chr9_105903066_105990306	0	0	0.01289164	5.6398274	1.6048
chr9_105990306_106069591	0.0252255	2	0.0043303693	4.7331904	0.1135
chr9_106069591_106138513	0.0145092	0	0.0030033951	4.7284634	0.2902
chr9_10611985_10675827	0.046991	3	0.0022137986	3.3825249	3.258
chr9_106138513_106300245	0.00618307	0	0.0052679742	4.309655	0.3524
chr9_106300245_106390746	0.0110496	0	0.0051196488	4.5875164	0.5967
chr9_106390746_106446223	0.0180255	0	0.0050771791	4.7638629	0.1803
chr9_106446223_106465924	0.0507588	0	0.00089673959	3.8751169	0.0508
chr9_106465924_106504365	0.0260139	0	0.011619538	4.8058289	0.026
chr9_106504365_106535307	0.0323185	0	0.00011850128	3.6295812	0.2262
chr9_106535307_106652813	0.0340408	3	0.0098463057	4.7182596	2.0595
chr9_106652813_106756793	0.0288517	2	0.006315317	5.0319916	0.8078
chr9_106756793_106789470	0	0	0.0042231539	4.5132609	0.7651
chr9_10675827_10712335	0	0	0.00018260838	3.4375062	0.137
chr9_106789470_106861974	0.0137923	1	0.0088362941	5.1451967	0.9379
chr9_106861974_106913624	0.0193611	1	0.040161342	8.3733887	0.9487
chr9_106913624_107015975	0.0293109	1	0.068209723	7.4948352	0.723
chr9_107015975_107125286	0.0365928	4	0.0060439175	4.6526941	1.8754
chr9_10712335_10747190	0	0	0.00047817147	3.2769219	0.0
chr9_107125286_107164613	0	0	0.0046702435	4.5006617	2.0851
chr9_107164613_107189052	0.0409182	1	0.0056467122	5.3506413	2.4142
chr9_107189052_107210057	0	0	0.004078394	4.4679007	0.5713
chr9_107210057_107225092	0	0	0.0089568784	5.1563789	0.133
chr9_107225092_107279966	0	0	0.0038148	4.8457012	1.4397
chr9_107279966_107373927	0.0106427	1	0.013406271	4.7246697	1.6283
chr9_107373927_107390252	0	0	0.0030015314	3.9002146	3.7366
chr9_107390252_107425916	0.0280395	0	0.0042806939	4.0326868	0.0
chr9_107425916_107441590	0.1276	1	0.0042958615	3.855529	0.0638
chr9_107441590_107478639	0.0809738	3	0.0042646225	4.3373937	0.2969
chr9_10747190_10761291	0	0	0.00026002884	3.4546378	0.0
chr9_107478639_107513571	0.0572541	2	0.046099088	6.1303807	0.0
chr9_107513571_107534405	0.0479985	1	0.0028639084	3.8103246	0.0
chr9_107534405_107574997	0.0492708	1	0.0049599264	4.4991272	0.0246
chr9_107574997_107606814	0	0	0.011126128	4.3501222	0.0314
chr9_107606814_107669713	0.0158985	1	0.013683312	4.80097	0.0477
chr9_10761291_10879198	0.0169625	2	0.0010460221	3.1389451	0.0
chr9_107669713_107685666	0	0	0.0016088928	3.881912	0.0
chr9_107685666_107704455	0	0	0.0031223943	4.2315091	0.1597
chr9_107704455_107713567	0	0	0.0050848698	5.2867926	0.0
chr9_107713567_107741461	0	0	0.0059272006	4.153708	0.251
chr9_107741461_107786483	0	0	0.0090770438	4.4852872	1.2438
chr9_107786483_107825087	0.0518081	2	0.0043605153	4.6012598	0.0518
chr9_1078140_1100738	0	0	0.0025223471	4.2852887	0.177
chr9_107825087_107873602	0.0412244	2	0.0051049504	4.391729	0.0618
chr9_107873602_107932645	0.0169368	1	0.0070965229	4.4920629	0.0169
chr9_107932645_107949884	0	0	0.0067095926	5.0813576	0.058
chr9_107949884_107997719	0.0209052	1	0.0060834117	4.8487573	0.0
chr9_107997719_108074792	0.0129747	1	0.0053974803	4.6508739	1.1418
chr9_108074792_108105454	0.0326137	1	0.0086969756	4.9229427	0.0978
chr9_108105454_108145240	0	0	0.0078335763	4.7785873	0.0503
chr9_108145240_108179102	0	0	0.0053747564	4.7583196	0.0
chr9_108179102_108227039	0	0	0.0032681784	4.647224	0.2086
chr9_108227039_108311963	0.0117752	1	0.0057463144	4.5425041	0.2473
chr9_108311963_108394997	0	0	0.0012083404	4.2788112	0.5299
chr9_108394997_108418257	0	0	0.0038693035	4.9480054	0.3439
chr9_108418257_108518884	0	0	0.0058566124	4.5586651	0.7155
chr9_108518884_108606818	0	0	0.0055306631	4.869862	0.2729
chr9_108606818_108634320	0.036361	1	0.0099992728	5.0873861	1.1272
chr9_108634320_108739394	0.0095171	1	0.0056975719	4.6642643	2.2936
chr9_108739394_108864450	0.0319857	4	0.012434429	4.6511432	2.7028
chr9_10879198_10928314	0	0	0.00022395961	3.5515998	0.0
chr9_108864450_108898870	0.0290529	0	0.031967848	5.546326	5.3457
chr9_108898870_109011463	0.0266446	2	0.029018974	5.7069972	3.5171
chr9_109011463_109165960	0.0323631	4	0.019156791	5.6982798	4.246
chr9_109165960_109215769	0.0602301	2	0.023596806	5.6687129	3.4933
chr9_109215769_109221314	0.180343	0	0.019416892	4.4583596	2.1641
chr9_109221314_109269940	0.0205651	0	0.027653244	6.1782387	1.0077
chr9_109269940_109312453	0.0470444	1	0.0066175836	5.1902397	1.3878
chr9_10928314_10962971	0.0288542	1	0.00012503487	3.2123951	0.2597
chr9_109312453_109346174	0.0593102	2	0.018356514	5.7077326	2.3428
chr9_109346174_109430339	0.0118814	0	0.020653874	5.1355638	0.6772
chr9_109430339_109604164	0.0230116	4	0.0097492689	5.0294769	3.0433
chr9_109604164_109633581	0.0339939	0	0.0029461423	4.8499326	1.1898
chr9_10962971_11004888	0	0	0.00018290113	2.8675344	0.1431
chr9_109633581_109653156	0.0510856	0	0.0061643252	4.5749546	0.4598
chr9_109653156_109764339	0.0179884	0	0.0028481572	4.8517943	3.3099
chr9_109764339_109833677	0.0288442	1	0.0084417395	5.4761619	2.5239
chr9_109833677_109867748	0.0293505	0	0.0044417051	4.5043743	0.9686
chr9_109867748_109886935	0.0521186	0	0.00731398	4.9258886	0.3127
chr9_109886935_109920674	0.0296393	0	0.0073307844	5.3891128	0.1482
chr9_109920674_109975860	0.0181205	0	0.020850699	5.8291662	0.145
chr9_109975860_110016181	0.024801	0	0.0030587866	4.6825488	0.2728
chr9_110016181_110101628	0.0234063	1	0.005598012	5.1687234	1.9544
chr9_11004888_11101956	0.0103021	1	0.0013049271	3.345324	0.0103
chr9_1100738_1176628	0.0263539	2	0.0032151799	3.9528957	0.0395
chr9_110101628_110173010	0.0140091	0	0.027415875	6.0452145	1.1207
chr9_110173010_110227671	0.0182946	1	0.0060555058	4.4109821	2.3051
chr9_110227671_110251071	0.042735	0	0.0074643875	3.9445536	3.8034
chr9_110251071_110271627	0.0486476	1	0.0084160342	4.5276832	2.0918
chr9_110271627_110319150	0.0210424	0	0.0029880269	4.2184411	1.5782
chr9_110319150_110325693	0.152835	0	0.0021906363	4.830528	0.917
chr9_110325693_110375120	0.0606956	2	0.0076004343	4.6003647	1.6185
chr9_110375120_110492851	0.00849394	0	0.040119708	5.4167727	1.376
chr9_110492851_110572327	0.0125824	0	0.013710638	4.8153636	1.0443
chr9_110572327_110604228	0.062694	2	0.015307775	5.1214617	2.2256
chr9_110604228_110705266	0.0197945	1	0.0093529167	4.1381602	3.2067
chr9_110705266_110728692	0.0853752	1	0.0064316002	4.3913354	2.0063
chr9_110728692_110783439	0.0182658	0	0.014746622	5.0337778	1.4613
chr9_110783439_110817853	0.0290579	0	0.025745336	5.330695	1.1333
chr9_110817853_110840414	0	0	0.0027776547	4.4466004	1.507
chr9_110840414_110883434	0.023245	0	0.0078800558	4.5341078	1.6504
chr9_110883434_110980024	0.0310591	2	0.0096145219	5.2279062	1.936
chr9_110980024_111029112	0.0203716	0	0.004196545	5.382781	0.876
chr9_11101956_11263569	0	0	0.00052182271	3.1576054	0.0186
chr9_111029112_111065360	0.0275877	1	0.0061980431	5.008459	3.0347
chr9_111065360_111090569	0	0	0.0044296349	4.5169616	3.7685
chr9_111090569_111205535	0.0173964	1	0.00269355	4.2317213	2.8443
chr9_111205535_111315823	0.0181343	2	0.0018104115	3.8858257	3.0012
chr9_111315823_111563539	0.0201844	4	0.025397364	5.0870848	2.1759
chr9_111563539_111603968	0.0989389	2	0.015920915	4.5655408	4.1307
chr9_111603968_111631117	0.0736675	1	0.0012646261	4.1532287	3.9044
chr9_111631117_111668718	0.10638	4	0.029529356	6.1605797	4.6541
chr9_111668718_111829585	0.0248653	2	0.010447554	5.3814594	3.3319
chr9_111829585_111927194	0.0204899	2	0.0069290059	4.9399783	4.3541
chr9_111927194_111957098	0.0668807	1	0.023898698	5.5965075	4.7485
chr9_111957098_111983591	0	0	0.003548107	4.5420534	2.5667
chr9_111983591_112006607	0.043448	1	0.0030413625	4.5547603	1.2165
chr9_112006607_112041006	0.0581412	1	0.0026744964	4.8886221	1.4535
chr9_112041006_112069417	0.0351976	0	0.01696526	6.0249666	1.0911
chr9_112069417_112156441	0.0229822	1	0.013532665	5.3378922	1.4019
chr9_112156441_112360725	0.0391612	8	0.010361392	5.1839497	3.0448
chr9_112360725_112518247	0.0253933	4	0.0080602498	5.1420806	3.2376
chr9_112518247_112634404	0.0172181	1	0.015487659	5.771018	2.1092
chr9_112634404_112678539	0.0226578	0	0.017053737	4.8433264	1.3595
chr9_11263569_11440848	0.0112817	2	0.00047758994	3.1573339	0.6261
chr9_112678539_112853830	0.0171144	3	0.0089146999	5.0333304	2.5386
chr9_112853830_112891818	0.0789723	2	0.028763469	5.9403295	2.6851
chr9_112891818_112913935	0	0	0.0013112086	3.9577471	4.5666
chr9_112913935_112930929	0	0	0.0013141893	3.7914429	2.1772
chr9_112930929_112945319	0	0	0.00023164234	3.0415959	0.6254
chr9_112945319_112975326	0.0666511	1	0.0011886115	3.3079434	0.5332
chr9_112975326_113024768	0.0404514	2	0.0078947723	3.7439352	2.0832
chr9_113024768_113052193	0.0364631	0	0.029717411	4.6061871	1.7867
chr9_113052193_113101965	0.140641	7	0.00073669265	2.6334858	0.7635
chr9_113101965_113145827	0.0455976	2	0.00065356497	3.3942029	2.0519
chr9_113145827_113211978	0.0302339	1	0.036043799	6.3509049	4.263
chr9_113211978_113304678	0.0539374	5	0.029816613	6.2405588	3.2686
chr9_113304678_113356437	0.0386406	2	0.022057356	5.2891249	4.521
chr9_113356437_113370390	0.0716692	0	0.040970878	6.7648294	5.1602
chr9_113370390_113387829	0.172028	1	0.023797236	5.5375533	5.3329
chr9_113387829_113394916	0.141103	0	0.11147171	7.8156057	2.2577
chr9_113394916_113615741	0.0271708	5	0.025400204	5.9922564	2.3186
chr9_113615741_113637872	0.090371	2	0.0097148796	5.0392365	3.0274
chr9_113637872_113645364	0	0	8.8983805e-05	3.7601062	1.3348
chr9_113645364_113656601	0.0889917	1	0.0044792501	4.3237254	1.3349
chr9_113656601_113673732	0.0583737	0	0.0049617652	4.0428048	0.3502
chr9_113673732_113683708	0.100241	0	0.004510826	4.7139463	0.5012
chr9_113683708_113742971	0	0	0.0051184269	4.1019911	0.135
chr9_113742971_113768313	0.0394602	1	0.0042616999	4.2026143	0.5919
chr9_113768313_113932368	0.012191	2	0.0064876617	4.7557858	0.8412
chr9_113932368_113972901	0.0246713	0	0.018396533	5.6196083	1.8257
chr9_113972901_113993710	0.0480561	0	0.012590706	5.1150214	1.8742
chr9_113993710_114052381	0.0170442	0	0.039451631	5.482017	2.3351
chr9_114052381_114077924	0.0782993	0	0.028840256	5.3360177	1.6834
chr9_114077924_114107320	0.0680365	2	0.039914728	5.2854803	3.64
chr9_114107320_114153764	0	0	0.0088780754	4.5189328	1.3995
chr9_114153764_114187353	0.0297717	1	0.038306192	6.6146162	3.394
chr9_114187353_114215337	0.0714694	1	0.023430055	5.417446	0.4646
chr9_114215337_114243344	0.0357054	0	0.020590091	5.51473	1.8924
chr9_114243344_114256887	0.0738389	0	0.020576436	5.0123216	0.7384
chr9_114256887_114276942	0.0498629	0	0.022770714	5.0734904	2.543
chr9_114276942_114292692	0.0634921	0	0.045333333	5.8715385	0.8889
chr9_114292692_114316357	0.0422565	0	0.032692443	5.0711883	1.8593
chr9_114316357_114339103	0.131891	2	0.025000733	4.9307275	2.9016
chr9_114339103_114387137	0.0208186	0	0.027411139	5.5027349	2.1235
chr9_114387137_114435310	0.0622755	2	0.029020406	5.5356978	2.6986
chr9_11440848_11618203	0	0	0.00039468862	2.8990867	0.6033
chr9_114435310_114470614	0.0283254	0	0.0042110431	4.1622325	3.6257
chr9_114470614_114550477	0.0250429	2	0.011411208	5.1008892	1.4024
chr9_114550477_114614746	0.0466788	3	0.0062964519	4.7361095	2.8318
chr9_114614746_114668244	0.0747692	2	0.016193752	4.7067788	3.4207
chr9_114668244_114716417	0.041517	2	0.0056739944	4.405068	1.9305
chr9_114716417_114772026	0	0	0.002565532	4.1659713	0.8452
chr9_114772026_114794831	0.0877001	1	0.016999196	5.4123371	0.9647
chr9_114794831_114877164	0.0364374	3	0.012186284	5.0831148	1.2996
chr9_114877164_114937506	0.0331444	1	0.012175047	5.1449236	1.8727
chr9_114937506_114961053	0.0424683	0	0.0058606192	4.3357095	0.0849
chr9_114961053_114987952	0.0371761	0	0.0015861804	3.7589001	0.1115
chr9_114987952_115076823	0.0225045	0	0.03309291	5.5270381	1.4628
chr9_115076823_115166140	0.0335882	2	0.025127729	5.4765519	2.9334
chr9_115166140_115219778	0.0186435	0	0.0044557963	4.6224534	4.1016
chr9_115219778_115306443	0.0230774	1	0.0054885671	4.2986167	1.2808
chr9_115306443_115358914	0.0381163	0	0.0027062568	4.1653874	2.7063
chr9_115358914_115495504	0.0146424	0	0.0016423848	4.227944	2.9504
chr9_115495504_115646524	0.00662164	0	0.0045534808	3.9652742	3.132
chr9_115646524_115754503	0.0185221	2	0.0058437289	4.1937096	1.5559
chr9_115754503_115809092	0	0	0.0032790489	4.4969327	0.2015
chr9_115809092_115912385	0.0096812	0	0.0012036956	3.6552386	0.0581
chr9_115912385_115982896	0.0141822	1	0.008154756	4.4386592	0.0142
chr9_115982896_116079401	0.0103622	1	0.0037649172	4.1891474	0.0104
chr9_116079401_116151466	0	0	0.0027012651	4.1547038	0.0139
chr9_116151466_116195413	0.0227547	1	0.030916028	6.1734759	0.0
chr9_11618203_11884597	0.00750768	2	0.00012137411	2.7579862	1.8919
chr9_116195413_116249112	0.0186223	0	0.022998566	5.6072886	0.0
chr9_116249112_116272196	0.04332	0	0.015652978	5.104488	0.0
chr9_116272196_116340968	0.0436224	2	0.018786716	5.1855454	0.4362
chr9_116340968_116373956	0.0303141	0	0.025746736	4.9196071	0.0
chr9_116373956_116495908	0.0245998	1	0.013707579	5.2058555	0.7216
chr9_116495908_116725532	0.0174198	3	0.013192581	5.0849511	2.626
chr9_116725532_116768520	0.0232623	0	0.010847989	4.2210286	0.1861
chr9_116768520_116781885	0.0748223	0	0.0030677142	3.8909827	0.0
chr9_116781885_116890334	0.0184418	1	0.0057569303	4.3578587	0.0184
chr9_116890334_116930800	0.0247121	0	0.0035503056	4.3476883	0.1977
chr9_116930800_117012095	0.0123009	0	0.0077044509	4.33638	0.0861
chr9_117012095_117040162	0.035629	0	0.0069120319	4.4802176	0.6413
chr9_117040162_117059008	0.0530617	0	0.0010081715	3.480603	0.5306
chr9_117059008_117123436	0.0155212	0	0.0046977505	4.1455016	1.3503
chr9_117123436_117186856	0.0473037	2	0.0042468201	4.1186692	0.5834
chr9_117186856_117223790	0.0541506	1	0.0077164672	3.5421281	0.1625
chr9_117223790_117267582	0.0228352	0	0.0016745829	3.8923741	0.1598
chr9_117267582_117300836	0.0601431	1	0.010314549	4.5132459	0.6315
chr9_117300836_117345720	0.0222797	0	0.0017006803	4.0413829	0.2005
chr9_117345720_117419286	0.0135932	1	0.0074173758	4.5740554	0.1631
chr9_117419286_117454301	0	0	0.0017897092	4.0919722	0.7711
chr9_117454301_117500405	0.0216901	1	0.0048368905	4.3943659	0.3687
chr9_117500405_117545269	0	0	0.0012259272	3.9562957	0.3566
chr9_117545269_117642600	0	0	0.0014829123	3.6615445	2.3014
chr9_117642600_117725808	0.0600904	5	0.014762202	4.4005421	2.6079
chr9_1176628_1197220	0	0	0.0042249417	4.3382097	0.0971
chr9_117725808_117772870	0.0424971	1	0.0093422861	4.6680158	3.0173
chr9_117772870_117861352	0.0339052	0	0.003605253	4.443136	2.3282
chr9_117861352_117970744	0.0365657	2	0.0019197016	4.0306349	2.0568
chr9_117970744_118150340	0.0222722	2	0.0014031493	3.6726857	0.0223
chr9_118150340_118205523	0.0181215	0	0.00049532163	3.2921124	0.0
chr9_118205523_118247471	0.023839	0	0.002042211	3.307011	0.0
chr9_118247471_118313025	0.0152546	0	0.0017339394	3.4188127	0.1678
chr9_118313025_118417218	0	0	0.002776898	3.493495	0.1248
chr9_118417218_118515264	0	0	0.00260082	3.5771627	0.051
chr9_118515264_118559014	0	0	0.0015238095	3.6280286	0.0
chr9_118559014_118603902	0	0	0.0021757857	3.4993801	0.0223
chr9_118603902_118707924	0.00961335	0	0.0025635603	3.6922554	0.3845
chr9_118707924_118742485	0.0578687	2	0.00069442435	3.4145256	0.1447
chr9_118742485_118783263	0.0490461	1	0.00049046054	3.2329159	1.079
chr9_118783263_118905537	0	0	0.0014257596	3.4028217	0.3026
chr9_11884597_11991580	0.00934728	0	0.00039881726	2.9661838	0.4206
chr9_118905537_118989648	0	0	0.002072658	3.6641392	0.0
chr9_118989648_119020120	0	0	0.0036864444	4.5808478	0.0328
chr9_119020120_119078113	0	0	0.0028739101	3.7597894	0.0
chr9_119078113_119095280	0	0	0.004912526	4.5081121	0.0583
chr9_119095280_119194271	0.0101019	0	0.01180242	4.133485	0.0606
chr9_119194271_119272795	0.012735	0	0.012773165	3.8896754	0.0382
chr9_119272795_119355485	0.0120934	0	0.0060265248	4.0441513	0.3023
chr9_119355485_119406705	0.0195236	1	0.0069894572	4.2429749	0.1367
chr9_119406705_119453340	0	0	0.0023230049	4.052066	0.0
chr9_119453340_119497542	0.0226234	1	0.0020738126	3.3969876	0.0
chr9_119497542_119557189	0.0167653	0	0.0024309689	3.5302901	0.0335
chr9_119557189_119680959	0	0	0.0019363874	3.6468031	0.0
chr9_119680959_119725505	0	0	0.0021999731	3.7254995	0.0
chr9_1197220_1221290	0	0	0.0061487329	4.5547972	0.0831
chr9_119725505_119783964	0	0	0.0023378208	3.8995723	0.0342
chr9_119783964_119827514	0	0	0.0043015691	4.2850695	0.1837
chr9_119827514_119860781	0	0	0.0064628611	3.8363538	0.0601
chr9_119860781_119914260	0	0	0.0033471082	3.8976338	0.5984
chr9_119914260_120020319	0.0188574	2	0.0025426099	3.8079685	0.3677
chr9_11991580_12046118	0.0183358	0	0.0002628137	2.7177262	0.0
chr9_120020319_120081400	0	0	0.0028814198	4.1241784	0.1801
chr9_120081400_120131549	0	0	0.0021070543	3.6205397	0.2393
chr9_120131549_120195900	0	0	0.0029421972	3.7139281	0.0932
chr9_120195900_120284301	0.0113121	1	0.0022133988	3.4106115	0.4072
chr9_120284301_120324364	0	0	0.0016973267	3.8989239	0.7239
chr9_120324364_120373877	0	0	0.0017705788	3.7106215	0.8281
chr9_120373877_120587233	0.004687	1	0.014664067	5.4739215	1.4108
chr9_12046118_12069917	0.0420186	0	0.00050422287	3.6113553	0.0
chr9_120587233_120711772	0.00802961	0	0.0096382124	5.9944689	2.4812
chr9_12069917_12215402	0.00687356	1	7.5609169e-05	2.8943518	0.0481
chr9_120711772_120871762	0.0562535	8	0.028643457	5.735335	1.9814
chr9_120871762_120970855	0.0302746	2	0.024122121	5.8607286	3.2697
chr9_120970855_121209334	0.0209662	4	0.030954508	6.0905473	2.1889
chr9_121209334_121310374	0.0494854	4	0.014509105	5.9184526	2.4545
chr9_121310374_121479036	0.0237161	2	0.015164451	5.0630892	2.4902
chr9_121479036_121563749	0.0354137	3	0.0046391935	4.0334778	3.3053
chr9_121563749_121582159	0.108637	2	0.017707768	5.1018682	3.6393
chr9_121582159_121606395	0.0412609	0	0.0091049128	5.0062267	2.4757
chr9_121606395_121648114	0.0239699	0	0.012935753	5.5770038	1.3423
chr9_121648114_121673756	0.0389985	0	0.016730364	5.5868855	1.17
chr9_121673756_121787396	0.00879972	0	0.036196175	6.407228	0.8712
chr9_121787396_121814151	0	0	0.00052326668	3.8997082	1.9809
chr9_121814151_121856107	0.0238345	0	0.007857438	4.8313484	3.0746
chr9_121856107_121885000	0.0346105	0	0.012321324	5.6712355	0.6576
chr9_121885000_121919166	0.0292689	0	0.0036878768	5.1211968	1.4049
chr9_121919166_121985044	0.0151796	0	0.0077213435	5.3451456	4.0074
chr9_121985044_122108374	0.00810833	1	0.0090407849	4.8619774	2.6028
chr9_122108374_122127654	0.0518672	1	0.0093533887	3.8607235	2.1266
chr9_122127654_122157911	0.0330502	0	0.02597746	5.405703	3.0406
chr9_1221290_1278834	0	0	0.0030759071	4.4886631	0.1043
chr9_12215402_12275687	0	0	3.870504e-05	2.9327343	0.0332
chr9_122157911_122187259	0.0681477	2	0.021250738	5.3471963	1.9763
chr9_122187259_122196727	0.105619	0	0.0060202788	5.0525687	2.0068
chr9_122196727_122219283	0.0886682	0	0.051353668	7.0055473	0.3103
chr9_122219283_122264840	0.0658516	3	0.041486489	6.8220802	1.7121
chr9_122264840_122369409	0.00956306	0	0.019416207	5.6729551	0.9372
chr9_122369409_122399548	0.0663592	2	0.048585996	6.619069	3.6829
chr9_122399548_122477222	0.038623	2	0.0027465218	4.0974431	1.4934
chr9_122477222_122509560	0.0618467	1	0.0054940524	3.5655153	1.0514
chr9_122509560_122554473	0.111326	4	0.017723154	4.1790436	3.5847
chr9_122554473_122579930	0.0785639	0	0.0048840528	3.3285082	6.6779
chr9_122579930_122633280	0.0937207	3	0.010265542	4.0856491	4.8172
chr9_122633280_122668799	0.0844618	2	0.0078549509	3.2547523	0.4223
chr9_122668799_122790074	0.0494743	6	0.012470281	3.8964914	0.6349
chr9_12275687_12290837	0.0660066	1	0.0077227723	3.588806	0.396
chr9_122790074_122834125	0.0454019	2	0.017260297	4.8113354	0.5448
chr9_122834125_123291351	0.0328065	15	0.029131473	6.279969	1.3035
chr9_12290837_12356562	0.0152149	1	0.00012679092	2.9876877	0.6542
chr9_123291351_123311561	0	0	0.0078508989	5.2458353	1.3855
chr9_123311561_123348027	0	0	0.010576062	5.0325748	1.5631
chr9_123348027_123407616	0.0503449	2	0.054433984	6.3952825	2.0138
chr9_123407616_123420403	0.0782044	0	0.013659706	5.556873	1.9551
chr9_123420403_123524416	0.0288425	2	0.022401046	6.4105305	0.3557
chr9_123524416_123633502	0.00916708	0	0.020353971	6.4626085	1.1734
chr9_12356562_12474329	0	0	0.00087177789	3.6196633	0.1104
chr9_123633502_123809277	0.0170673	2	0.024017447	7.3516526	0.842
chr9_123809277_123995884	0.0107177	2	0.0092440262	5.7297907	1.463
chr9_123995884_124061211	0.0612304	4	0.0442747	6.8470286	0.1837
chr9_124061211_124101845	0	0	0.0085560532	4.0649033	0.1723
chr9_124101845_124129104	0	0	0.003338347	3.7663818	0.8071
chr9_124129104_124165294	0	0	0.0019618679	3.995166	1.9342
chr9_124165294_124208541	0	0	0.0050870581	3.9995179	0.37
chr9_124208541_124228906	0	0	0.011212047	4.5685221	2.2588
chr9_124228906_124307942	0.0379574	3	0.014697944	5.3877686	2.4546
chr9_124307942_124437596	0.0154257	1	0.024076902	5.6920397	1.4269
chr9_124437596_124806851	0.0297897	11	0.021849399	6.1354331	0.8097
chr9_12474329_12515319	0	0	0.00018703749	3.3856969	0.122
chr9_124806851_124828731	0.0457038	0	0.031215722	5.3798342	2.468
chr9_124828731_124997819	0.0473126	7	0.024302927	5.6615548	2.5135
chr9_124997819_125235024	0.0252946	5	0.013562109	5.08607	2.4578
chr9_12515319_12536140	0	0	4.8028433e-05	3.2818425	2.0172
chr9_125235024_125390965	0.0384761	6	0.036719016	5.5973581	1.616
chr9_12536140_12588950	0	0	0.00084579941	3.4852206	1.6664
chr9_125390965_125711498	0.0187188	6	0.020393116	6.3994301	1.4694
chr9_125711498_125991955	0.00713122	2	0.030860346	7.2556474	2.1287
chr9_12588950_12671059	0	0	0.0015873209	3.6982032	2.996
chr9_125991955_126025431	0	0	0.0081650536	3.5047984	1.5534
chr9_126025431_126049915	0	0	0.0052006753	3.3776084	0.7352
chr9_126049915_126059747	0.101709	1	0.06600895	6.200758	0.3051
chr9_126059747_126080439	0.0483279	0	0.0067981184	3.8126262	1.1599
chr9_126080439_126111284	0.0324202	0	0.012406117	3.8805682	0.2918
chr9_126111284_126119857	0.116645	0	0.0078929974	3.6876498	1.983
chr9_126119857_126164809	0.022246	0	0.010425936	3.9895177	0.9788
chr9_126164809_126228481	0	0	0.0075909871	3.6400313	0.8324
chr9_126228481_126296935	0.0292167	1	0.0061549849	3.6314657	1.0518
chr9_126296935_126316618	0.0508053	1	0.011431184	4.6273224	1.6766
chr9_126316618_126397279	0.0123976	1	0.017711988	5.7236617	1.3885
chr9_126397279_126491121	0.0319686	2	0.022246613	5.8454399	2.8026
chr9_126491121_126519377	0.106172	2	0.02298037	4.954193	3.5391
chr9_126519377_126552098	0.0611228	1	0.01968155	4.9372668	1.1919
chr9_126552098_126651019	0.0303272	3	0.020750565	4.9873698	1.7185
chr9_126651019_126661130	0.0989022	0	0.023044209	5.2344407	1.2857
chr9_126661130_126698448	0.0267967	0	0.047019312	5.9133714	0.7235
chr9_126698448_126717201	0.10665	1	0.0043904086	3.6440822	1.4931
chr9_12671059_12738814	0.0295181	1	0.019270411	4.5725021	4.103
chr9_126717201_126743489	0	0	0.0066316697	3.756388	0.1141
chr9_126743489_126751557	0	0	0.010824657	4.0137471	0.2479
chr9_126751557_126850874	0.0201375	2	0.017063208	4.9861069	1.2687
chr9_126850874_126859734	0	0	0.0048156509	5.0604473	2.3702
chr9_126859734_127192055	0.00902742	3	0.017592428	5.6927314	1.9319
chr9_127192055_127331269	0.0287327	3	0.014871589	5.4427301	1.6737
chr9_127331269_127390243	0.0339132	1	0.030397576	5.5737767	2.5605
chr9_12738814_12792208	0.0561861	2	0.0069858036	4.5088547	3.3337
chr9_127390243_127520753	0.061298	6	0.037915358	5.3512057	2.8504
chr9_127520753_127558426	0.0265442	0	0.01897911	5.5485497	3.2915
chr9_127558426_127734901	0.0453322	7	0.030572791	5.714999	2.0229
chr9_127734901_127776441	0.0722195	2	0.05330605	6.2214885	2.5999
chr9_127776441_127835846	0.134669	7	0.054928036	6.5052654	2.3735
chr9_127835846_127858745	0.0873401	2	0.033771489	5.6497792	2.6639
chr9_127858745_127870863	0.247566	1	0.028745117	5.1911897	3.3834
chr9_127870863_127905725	0.0860536	2	0.044432333	6.5302969	2.2661
chr9_1278834_1310080	0	0	0.003317758	4.3494027	0.8641
chr9_127905725_128007870	0.05874	6	0.033596032	6.1957137	2.8685
chr9_12792208_12829873	0.0530997	1	0.0094163459	5.1737493	0.6903
chr9_128007870_128030828	0	0	0.0036733746	4.1959826	5.2269
chr9_128030828_128139918	0.0641672	7	0.032514438	5.6132897	2.8875
chr9_128139918_128209307	0.057646	4	0.034736534	5.8599501	3.0985
chr9_128209307_128241398	0.0311614	0	0.051717512	6.4229607	2.6176
chr9_128241398_128294840	0.0935594	4	0.064244103	7.2835071	2.1144
chr9_128294840_128407829	0.0885042	9	0.033802701	5.6235083	2.1772
chr9_12829873_12902046	0.0138556	1	0.0022492252	4.0374128	0.4295
chr9_128407829_128439616	0.0629188	2	0.05328174	6.3587625	3.3347
chr9_128439616_128553787	0.0613115	7	0.039297778	5.266337	1.8919
chr9_128553787_128667216	0.0528965	4	0.065720994	5.7685668	2.5478
chr9_128667216_128813655	0.061459	9	0.042984906	5.4187843	1.7755
